run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107040 EN717_r33c14_Dep18Ch28_F19/0/06/1    47.60     0.69    2719.20    93.10   0.0158   0   Good 
01107040 EN718_r33c15_Dep18Ch29_F19/0/07/0    76.68     0.71    3053.40    90.16   0.0132   0   Good 
01107040 EN719_r33c16_Dep18Ch30_F19/0/07/1    54.03     0.65    3356.40    91.91   0.0125   0   Good 
01107040 EN720_r33c17_Dep18Ch31_F19/0/08/0    50.72     0.70    3546.00    97.86   0.0135   0   Good 
01107040 EN567_r26c18_Dep19Ch00_F13/0/08/3    57.24     0.68    3290.40    94.95   0.0137   0   Good 
01107040 EN568_r26c19_Dep19Ch01_F13/0/09/2    44.96     0.68    3241.80   106.47   0.0174   0   Good 
01107040 EN569_r26c20_Dep19Ch02_F13/0/09/3    64.30     0.71    2344.80    92.24   0.0180   0   Good 
01107040 EN570_r26c21_Dep19Ch03_F13/0/10/2    12.78     0.70    1798.20    80.70   0.0171   0   Good 
01107040 EN589_r27c18_Dep19Ch04_F14/0/08/1    58.35     0.64    2960.40    90.09   0.0135   0   Good 
01107040 EN590_r27c19_Dep19Ch05_F14/0/09/0    84.29     0.57    3420.00   113.68   0.0186   0   Good 
01107040 EN591_r27c20_Dep19Ch06_F14/0/09/1    52.33     0.68    2952.00    83.79   0.0114   0   Good 
01107040 EN592_r27c21_Dep19Ch07_F14/0/10/0    90.81     0.64    2584.80    86.61   0.0142   0   Good 
01107040 EN611_r28c18_Dep19Ch08_F14/0/08/3    82.04     0.66    3156.60   106.62   0.0179   0   Good 
01107040 EN612_r28c19_Dep19Ch09_F14/0/09/2    72.09     0.66    3634.20   120.08   0.0193   0   Good 
01107040 EN613_r28c20_Dep19Ch10_F14/0/09/3    49.27     0.67    3893.40   120.57   0.0181   0   Good 
01107040 EN614_r28c21_Dep19Ch11_F14/0/10/2    61.88     0.67    2846.40    95.56   0.0160   0   Good 
01107040 EN633_r29c18_Dep19Ch12_F22/1/08/1    37.88     0.65    2898.60    97.38   0.0163   0   Good 
01107040 EN634_r29c19_Dep19Ch13_F22/1/09/0    51.47     0.68    2577.60    95.78   0.0178   0   Good 
01107040 EN635_r29c20_Dep19Ch14_F22/1/09/1    21.45     0.64    3102.00   102.88   0.0170   0   Good 
01107040 EN636_r29c21_Dep19Ch15_F22/1/10/0    54.91     0.69    2686.20    84.79   0.0130   0   Good 
01107040 EN655_r30c18_Dep19Ch16_F22/1/08/3    65.77     0.65    3177.00    83.30   0.0105   0   Good 
01107040 EN656_r30c19_Dep19Ch17_F22/1/09/2    54.49     0.62    2439.00    78.86   0.0118   0   Good 
01107040 EN657_r30c20_Dep19Ch18_F22/1/09/3    55.95     0.68    2905.80    99.05   0.0169   0   Good 
01107040 EN658_r30c21_Dep19Ch19_F22/1/10/2    37.79     0.73    2445.00    98.36   0.0198   0   Good 
01107040 EN677_r31c18_Dep19Ch20_F18/0/08/1    90.43     0.68    4210.20   107.01   0.0135   0   Good 
01107040 EN678_r31c19_Dep19Ch21_F18/0/09/0   102.67     0.71    3680.40   101.37   0.0140   0   Good 
01107040 EN679_r31c20_Dep19Ch22_F18/0/09/1    69.48     0.69    4345.80   118.57   0.0158   0   Good 
01107040 EN680_r31c21_Dep19Ch23_F18/0/10/0   124.12     0.64    3495.00   113.33   0.0181   0   Good 
01107040 EN699_r32c18_Dep19Ch24_F18/0/08/3    68.45     0.66    3855.00   104.05   0.0140   0   Good 
01107040 EN700_r32c19_Dep19Ch25_F18/0/09/2    77.69     0.73    4218.00   116.65   0.0158   0   Good 
01107040 EN701_r32c20_Dep19Ch26_F18/0/09/3    73.87     0.70    3534.00   106.32   0.0159   0   Good 
01107040 EN702_r32c21_Dep19Ch27_F18/0/10/2    54.97     0.70    3125.40   104.30   0.0174   0   Good 
01107040 EN721_r33c18_Dep19Ch28_F19/0/08/1    52.52     0.72    3856.20   112.84   0.0163   0   Good 
01107040 EN722_r33c19_Dep19Ch29_F19/0/09/0    44.64     0.75    2507.40    81.08   0.0124   0   Good 
01107040 EN723_r33c20_Dep19Ch30_F19/0/09/1    63.96     0.72    2499.60    73.84   0.0095   0   Good 
01107040 EN724_r33c21_Dep19Ch31_F19/0/10/0    67.42     0.67    2658.00    89.40   0.0148   0   Good 
01107040 EN000_r01c01_Dep20Ch00_F20/0/00/0    70.71     0.69    3867.60   113.50   0.0164   0   Good 
01107040 EN001_r01c02_Dep20Ch01_F20/0/00/1    62.89     0.70    4137.60   123.67   0.0178   0   Good 
01107040 EN002_r01c03_Dep20Ch02_F20/0/01/0    60.84     0.74    4144.80   125.62   0.0182   0   Good 
01107040 EN003_r01c04_Dep20Ch03_F20/0/01/1    36.49     0.73    3748.20   127.97   0.0208   0   Good 
01107040 EN004_r01c05_Dep20Ch04_F20/0/02/0    55.16     0.67    3355.20   107.39   0.0171   0   Good 
01107040 EN005_r01c06_Dep20Ch05_F20/0/02/1    86.56     0.69    2758.20    95.04   0.0163   0   Good 
01107040 EN006_r01c07_Dep20Ch06_F20/0/03/0    52.21     0.72    2613.00    92.32   0.0162   0   Good 
01107040 EN007_r01c08_Dep20Ch07_F20/0/03/1    60.87     0.67    1899.00    75.12   0.0132   0   Good 
01107040 EN008_r01c09_Dep20Ch08_F20/0/04/0    53.22     0.66    2542.20    92.04   0.0165   0   Good 
01107040 EN009_r01c10_Dep20Ch09_F20/0/04/1    48.56     0.64    3027.00   100.89   0.0168   0   Good 
01107040 EN010_r01c11_Dep20Ch10_F20/0/05/0    62.95     0.73    1640.40    69.31   0.0118   0   Good 
01107040 EN011_r01c12_Dep20Ch11_F20/0/05/1    41.46     0.70    2522.40    94.27   0.0175   0   Good 
01107040 EN012_r01c13_Dep20Ch12_F20/0/06/0    41.41     0.69    2718.00    99.32   0.0181   0   Good 
01107040 EN013_r01c14_Dep20Ch13_F20/0/06/1    53.75     0.71    2745.00    95.39   0.0165   0   Good 
01107040 EN014_r01c15_Dep20Ch14_F20/0/07/0    66.00     0.72    3408.60   127.76   0.0228   0   Good 
01107040 EN015_r01c16_Dep20Ch15_F20/0/07/1    66.71     0.67    2974.20   114.87   0.0218   0   Good 
01107040 EN016_r01c17_Dep20Ch16_F20/0/08/0    79.85     0.67    3286.20   100.35   0.0153   0   Good 
01107040 EN017_r01c18_Dep20Ch17_F20/0/08/1    46.30     0.74    3450.60   102.35   0.0152   0   Good 
01107040 EN018_r01c19_Dep20Ch18_F20/0/09/0    61.47     0.70    2860.20    98.24   0.0169   0   Good 
01107040 EN019_r01c20_Dep20Ch19_F20/0/09/1    28.75     0.73    2742.00    99.32   0.0180   0   Good 
01107040 EN020_r01c21_Dep20Ch20_F20/0/10/0    53.02     0.76    3103.20    92.01   0.0135   0   Good 
01107040 EN021_r01c22_Dep20Ch21_F20/0/10/1    58.85     0.70    3389.40   100.93   0.0150   0   Good 
01107040 EN726_r34c01_Dep21Ch00_F19/0/00/2    48.84     0.70    1995.00    68.08   0.0091   0   Good 
01107040 EN727_r34c02_Dep21Ch01_F19/0/00/3    68.89     0.71    1962.60    58.35   0.0043   0   Good 
01107040 EN728_r34c03_Dep21Ch02_F19/0/01/2    91.80     0.68    2842.20    77.61   0.0097   0   Good 
01107040 EN729_r34c04_Dep21Ch03_F19/0/01/3    73.82     0.69    2550.00    80.94   0.0121   0   Good 
01107040 EN730_r34c05_Dep21Ch04_F19/0/02/2    68.71     0.64    2365.80    78.35   0.0120   0   Good 
01107040 EN731_r34c06_Dep21Ch05_F19/0/02/3    95.24     0.67    2206.20    72.43   0.0102   0   Good 
01107040 EN732_r34c07_Dep21Ch06_F19/0/03/2    45.75     0.66    2789.40    88.79   0.0139   0   Good 
01107040 EN733_r34c08_Dep21Ch07_F19/0/03/3    44.27     0.71    2896.80    89.63   0.0137   0   Good 
01107040 EN734_r34c09_Dep21Ch08_F19/0/04/2    61.38     0.63    3336.60    97.45   0.0142   0   Good 
01107040 EN735_r34c10_Dep21Ch09_F19/0/04/3    56.28     0.63    3438.00   100.40   0.0147   0   Good 
01107040 EN736_r34c11_Dep21Ch10_F19/0/05/2    79.08     0.62    2546.40    75.81   0.0101   0   Good 
01107040 EN737_r34c12_Dep21Ch11_F19/0/05/3    43.50     0.64    2332.80    77.20   0.0117   0   Good 
01107040 EN738_r34c13_Dep21Ch12_F19/0/06/2    58.46     0.63    2589.00    78.40   0.0110   0   Good 
01107040 EN739_r34c14_Dep21Ch13_F19/0/06/3    57.08     0.63    2558.40    78.24   0.0110   0   Good 
01107040 EN740_r34c15_Dep21Ch14_F19/0/07/2    66.88     0.66    2848.80    88.99   0.0137   0   Good 
01107040 EN741_r34c16_Dep21Ch15_F19/0/07/3    49.69     0.67    2244.60    80.54   0.0136   0   Good 
01107040 EN742_r34c17_Dep21Ch16_F19/0/08/2    50.51     0.67    3000.60    83.35   0.0111   0   Good 
01107040 EN743_r34c18_Dep21Ch17_F19/0/08/3    56.11     0.61    3504.60    98.26   0.0138   0   Good 
01107040 EN744_r34c19_Dep21Ch18_F19/0/09/2   135.17     0.67    2745.60    81.66   0.0115   0   Good 
01107040 EN745_r34c20_Dep21Ch19_F19/0/09/3    51.31     0.66    2870.40    79.70   0.0103   0   Good 
01107040 EN746_r34c21_Dep21Ch20_F19/0/10/2    65.10     0.64    3112.80    98.14   0.0155   0   Good 
01107040 EN747_r34c22_Dep21Ch21_F19/0/10/3    98.34     0.66    2741.40    90.87   0.0149   0   Good 
01107040 EN022_r02c01_Dep22Ch00_F20/0/00/2    69.63     0.61    3413.40   105.26   0.0162   0   Good 
01107040 EN044_r03c01_Dep22Ch01_F00/0/00/0    61.08     0.68    2773.20    89.03   0.0141   0   Good 
01107040 EN066_r04c01_Dep22Ch02_F00/0/00/2    95.86     0.64    2650.80    97.44   0.0179   0   Good 
01107040 EN088_r05c01_Dep22Ch03_F01/0/00/0    46.13     0.64    3930.60   122.23   0.0184   0   Good 
01107040 EN110_r06c01_Dep22Ch04_F01/0/00/2    69.99     0.65    3395.40   112.92   0.0185   0   Good 
01107040 EN132_r07c01_Dep22Ch05_F22/0/00/0    40.32     0.66    2574.00    84.43   0.0134   0   Good 
01107040 EN154_r08c01_Dep22Ch06_F22/0/00/2    60.90     0.67    2411.40    92.83   0.0178   0   Good 
01107040 EN176_r09c01_Dep22Ch07_F05/0/00/0    74.87     0.59    1906.20    67.27   0.0091   0   Good 
01107040 EN198_r10c01_Dep22Ch08_F05/0/00/2    69.84     0.64    2318.40    74.95   0.0108   0   Good 
01107040 EN220_r11c01_Dep22Ch09_F06/0/00/0   268.93     0.50    1159.20   150.21   0.0864   9   Ped Lrat 
01107040 EN242_r12c01_Dep22Ch10_F06/0/00/2    52.93     0.64    2107.20    79.95   0.0142   0   Good 
01107040 EN264_r13c01_Dep22Ch11_F07/0/00/0    48.40     0.69    1713.60    67.25   0.0101   0   Good 
01107040 EN286_r14c01_Dep22Ch12_F07/0/00/2    45.14     0.61    2379.00    85.85   0.0151   0   Good 
01107040 EN308_r15c01_Dep22Ch13_F08/0/00/0    46.86     0.72    2413.80    90.14   0.0166   0   Good 
01107040 EN330_r16c01_Dep22Ch14_F08/0/00/2    58.82     0.68    2862.00    98.22   0.0168   0   Good 
01107040 EN352_r17c01_Dep22Ch15_F09/0/00/0    47.59     0.70    3667.80   108.88   0.0161   0   Good 
01107040 EN374_r18c01_Dep22Ch16_F09/0/00/2    64.24     0.66    3648.60   102.42   0.0144   0   Good 
01107040 EN396_r19c01_Dep22Ch17_F10/0/00/0    76.91     0.70    3111.00    95.77   0.0147   0   Good 
01107040 EN418_r20c01_Dep22Ch18_F10/0/00/2    70.54     0.68    2616.60    92.91   0.0164   0   Good 
01107040 EN440_r21c01_Dep22Ch19_F11/0/00/0    36.52     0.70    2445.60    84.69   0.0142   0   Good 
01107040 EN462_r22c01_Dep22Ch20_F11/0/00/2   110.07     0.64    1930.80    75.84   0.0134   0   Good 
01107040 EN484_r23c01_Dep22Ch21_F12/0/00/0    86.38     0.65    2059.80    70.51   0.0100   0   Good 
01107040 EN506_r24c01_Dep22Ch22_F12/0/00/2    51.59     0.68    1806.60    78.64   0.0159   0   Good 
01107040 EN528_r25c01_Dep22Ch23_F13/0/00/0    74.25     0.70    2385.00    81.55   0.0132   0   Good 
01107040 EN550_r26c01_Dep22Ch24_F13/0/00/2    83.21     0.67    2043.00    76.54   0.0130   0   Good 
01107040 EN572_r27c01_Dep22Ch25_F14/0/00/0    57.82     0.71    2809.80    97.14   0.0168   0   Good 
01107040 EN594_r28c01_Dep22Ch26_F14/0/00/2    80.22     0.59    2881.80   101.98   0.0180   0   Good 
01107040 EN616_r29c01_Dep22Ch27_F22/1/00/0    41.81     0.64    3229.20   125.82   0.0235   0   Good 
01107040 EN638_r30c01_Dep22Ch28_F22/1/00/2    72.23     0.66    2514.00    84.85   0.0139   0   Good 
01107040 EN660_r31c01_Dep22Ch29_F18/0/00/0    65.49     0.72    3616.20    94.05   0.0122   0   Good 
01107040 EN682_r32c01_Dep22Ch30_F18/0/00/2    45.07     0.71    3023.40    80.90   0.0102   0   Good 
01107040 EN704_r33c01_Dep22Ch31_F19/0/00/0    79.04     0.71    2145.00    67.55   0.0082   0   Good 
01107040 EN043_r02c22_Dep23Ch00_F20/0/10/3    58.81     0.65    2659.20    90.35   0.0152   0   Good 
01107040 EN065_r03c22_Dep23Ch01_F00/0/10/1    88.06     0.67    2560.20    89.82   0.0156   0   Good 
01107040 EN087_r04c22_Dep23Ch02_F00/0/10/3    68.77     0.65    2784.60    96.41   0.0167   0   Good 
01107040 EN109_r05c22_Dep23Ch03_F01/0/10/1    37.58     0.66    2177.40    77.91   0.0128   0   Good 
01107040 EN131_r06c22_Dep23Ch04_F01/0/10/3    70.50     0.66    2257.20    82.83   0.0145   0   Good 
01107040 EN153_r07c22_Dep23Ch05_F22/0/10/1    62.27     0.63    2446.20    77.70   0.0113   0   Good 
01107040 EN175_r08c22_Dep23Ch06_F22/0/10/3    54.73     0.66    2091.60    79.38   0.0140   0   Good 
01107040 EN197_r09c22_Dep23Ch07_F05/0/10/1    50.02     0.65    1292.40    55.59   0.0043   0   Good 
01107040 EN219_r10c22_Dep23Ch08_F05/0/10/3    84.74     0.63    1489.80    57.58   0.0051   0   Good 
01107040 EN241_r11c22_Dep23Ch09_F06/0/10/1    66.84     0.65    1686.60    66.22   0.0096   0   Good 
01107040 EN263_r12c22_Dep23Ch10_F06/0/10/3    78.15     0.63    1600.80    65.93   0.0100   0   Good 
01107040 EN285_r13c22_Dep23Ch11_F07/0/10/1    50.34     0.70    1497.60    67.04   0.0114   0   Good 
01107040 EN307_r14c22_Dep23Ch12_F07/0/10/3    52.66     0.65    1301.40    54.79   0.0037   0   Good 
01107040 EN329_r15c22_Dep23Ch13_F08/0/10/1    73.29     0.68    1703.40    69.92   0.0117   0   Good 
01107040 EN351_r16c22_Dep23Ch14_F08/0/10/3    82.52     0.70    2180.40    72.36   0.0103   0   Good 
01107040 EN373_r17c22_Dep23Ch15_F09/0/10/1    66.38     0.61    2054.40    73.79   0.0116   0   Good 
01107040 EN395_r18c22_Dep23Ch16_F09/0/10/3    92.04     0.64    2345.40    84.47   0.0147   0   Good 
01107040 EN417_r19c22_Dep23Ch17_F10/0/10/1    59.91     0.67    1836.60    62.87   0.0070   0   Good 
01107040 EN439_r20c22_Dep23Ch18_F10/0/10/3    59.48     0.65    1740.00    77.07   0.0156   0   Good 
01107040 EN461_r21c22_Dep23Ch19_F11/0/10/1    33.26     0.68    2610.60    89.19   0.0150   0   Good 
01107040 EN483_r22c22_Dep23Ch20_F11/0/10/3    48.31     0.64    2505.60    86.79   0.0147   0   Good 
01107040 EN505_r23c22_Dep23Ch21_F12/0/10/1    66.61     0.66    2293.80    89.34   0.0172   0   Good 
01107040 EN527_r24c22_Dep23Ch22_F12/0/10/3    44.96     0.72    2439.00    91.93   0.0172   0   Good 
01107040 EN549_r25c22_Dep23Ch23_F13/0/10/1    51.00     0.63    2127.00    76.54   0.0125   0   Good 
01107040 EN571_r26c22_Dep23Ch24_F13/0/10/3    75.06     0.72    2383.80    84.37   0.0144   0   Good 
01107040 EN593_r27c22_Dep23Ch25_F14/0/10/1    50.66     0.67    2320.20    89.82   0.0172   0   Good 
01107040 EN615_r28c22_Dep23Ch26_F14/0/10/3    79.10     0.63    2311.80    89.98   0.0173   0   Good 
01107040 EN637_r29c22_Dep23Ch27_F22/1/10/1    57.59     0.79    2211.60    78.47   0.0129   0   Good 
01107040 EN659_r30c22_Dep23Ch28_F22/1/10/3    64.54     0.68    2246.40    84.78   0.0155   0   Good 
01107040 EN681_r31c22_Dep23Ch29_F18/0/10/1    53.04     0.67    2832.60    87.48   0.0132   0   Good 
01107040 EN703_r32c22_Dep23Ch30_F18/0/10/3    68.11     0.66    3195.60    93.38   0.0136   0   Good 
01107040 EN725_r33c22_Dep23Ch31_F19/0/10/1   263.44     0.23    1779.60    63.90   0.0078   3   Ped Prms 
01107040 ES023_r02c02_Dep00Ch00_F20/0/00/2    81.55     0.64    2815.20    85.77   0.0127   0   Good 
01107040 ES024_r02c03_Dep00Ch01_F20/0/01/3    50.96     0.64    2977.20    92.28   0.0142   0   Good 
01107040 ES025_r02c04_Dep00Ch02_F20/0/01/2    85.47     0.65    3558.60   103.47   0.0150   0   Good 
01107040 ES026_r02c05_Dep00Ch03_F20/0/02/3    68.70     0.66    3365.40   100.43   0.0150   0   Good 
01107040 ES045_r03c02_Dep00Ch04_F00/0/00/0    72.44     0.71    3104.40   105.00   0.0177   0   Good 
01107040 ES046_r03c03_Dep00Ch05_F00/0/01/1    78.22     0.62    3175.80   102.97   0.0167   0   Good 
01107040 ES047_r03c04_Dep00Ch06_F00/0/01/0    97.78     0.65    3535.80   107.42   0.0162   0   Good 
01107040 ES048_r03c05_Dep00Ch07_F00/0/02/1    52.06     0.60    4962.60   131.26   0.0164   0   Good 
01107040 ES067_r04c02_Dep00Ch08_F00/0/00/2    65.64     0.61    3265.80   101.91   0.0159   0   Good 
01107040 ES068_r04c03_Dep00Ch09_F00/0/01/3    44.13     0.62    3679.80   104.29   0.0148   0   Good 
01107040 ES069_r04c04_Dep00Ch10_F00/0/01/2    65.14     0.64    3141.00   103.71   0.0171   0   Good 
01107040 ES070_r04c05_Dep00Ch11_F00/0/02/3    40.42     0.66    4969.80   137.62   0.0176   0   Good 
01107040 ES089_r05c02_Dep00Ch12_F01/0/00/0    44.68     0.63    2915.40    97.52   0.0163   0   Good 
01107040 ES090_r05c03_Dep00Ch13_F01/0/01/1   100.16     0.62    3045.60    99.90   0.0164   0   Good 
01107040 ES091_r05c04_Dep00Ch14_F01/0/01/0    41.71     0.64    4060.20   109.34   0.0146   0   Good 
01107040 ES092_r05c05_Dep00Ch15_F01/0/02/1    44.62     0.63    3308.40   110.48   0.0183   0   Good 
01107040 ES111_r06c02_Dep00Ch16_F01/0/00/2    85.47     0.62    3106.20    97.06   0.0152   0   Good 
01107040 ES112_r06c03_Dep00Ch17_F01/0/01/3    63.34     0.66    2868.00    90.00   0.0139   0   Good 
01107040 ES113_r06c04_Dep00Ch18_F01/0/01/2    91.19     0.64    2898.00    99.32   0.0170   0   Good 
01107040 ES114_r06c05_Dep00Ch19_F01/0/02/3    69.60     0.63    2845.20    87.23   0.0131   0   Good 
01107040 ES133_r07c02_Dep00Ch20_F22/0/00/0    47.48     0.62    2849.40    95.06   0.0158   0   Good 
01107040 ES134_r07c03_Dep00Ch21_F22/0/01/1    69.96     0.63    3599.40   108.83   0.0163   0   Good 
01107040 ES135_r07c04_Dep00Ch22_F22/0/01/0    66.90     0.67    3227.40    99.42   0.0153   0   Good 
01107040 ES136_r07c05_Dep00Ch23_F22/0/02/1    74.24     0.63    3744.60   121.81   0.0192   0   Good 
01107040 ES155_r08c02_Dep00Ch24_F22/0/00/2    55.91     0.63    1784.40    73.54   0.0132   0   Good 
01107040 ES156_r08c03_Dep00Ch25_F22/0/01/3    92.14     0.70    3051.00    99.09   0.0161   0   Good 
01107040 ES157_r08c04_Dep00Ch26_F22/0/01/2    68.26     0.65    2716.20    87.71   0.0139   0   Good 
01107040 ES158_r08c05_Dep00Ch27_F22/0/02/3    38.50     0.68    3369.60   121.85   0.0213   0   Good 
01107040 ES177_r09c02_Dep00Ch28_F05/0/00/0    57.22     0.67    2628.00    91.59   0.0158   0   Good 
01107040 ES178_r09c03_Dep00Ch29_F05/0/01/1    32.72     0.69    2400.00    82.49   0.0135   0   Good 
01107040 ES179_r09c04_Dep00Ch30_F05/0/01/0    59.86     0.66    2920.20   110.98   0.0209   0   Good 
01107040 ES180_r09c05_Dep00Ch31_F05/0/02/1    76.94     0.63    3608.40   117.43   0.0187   0   Good 
01107040 ES027_r02c06_Dep01Ch00_F20/0/02/2    69.87     0.65    2892.60    96.48   0.0161   0   Good 
01107040 ES028_r02c07_Dep01Ch01_F20/0/03/3    39.50     0.62    2693.40    89.36   0.0146   0   Good 
01107040 ES029_r02c08_Dep01Ch02_F20/0/03/2    65.18     0.62    2715.60    85.33   0.0130   0   Good 
01107040 ES030_r02c09_Dep01Ch03_F20/0/04/3    47.74     0.65    2970.00   100.76   0.0171   0   Good 
01107040 ES049_r03c06_Dep01Ch04_F00/0/02/0    62.65     0.70    4818.00   127.00   0.0160   0   Good 
01107040 ES050_r03c07_Dep01Ch05_F00/0/03/1    75.62     0.65    3728.40   108.84   0.0158   0   Good 
01107040 ES051_r03c08_Dep01Ch06_F00/0/03/0    61.52     0.64    3942.00   131.18   0.0206   0   Good 
01107040 ES052_r03c09_Dep01Ch07_F00/0/04/1    75.55     0.58    1975.80    69.59   0.0099   0   Good 
01107040 ES071_r04c06_Dep01Ch08_F00/0/02/2    84.00     0.62    4060.80   114.91   0.0160   0   Good 
01107040 ES072_r04c07_Dep01Ch09_F00/0/03/3    68.14     0.65    3362.40    97.27   0.0141   0   Good 
01107040 ES073_r04c08_Dep01Ch10_F00/0/03/2   105.93     0.68    3499.20   111.73   0.0176   0   Good 
01107040 ES074_r04c09_Dep01Ch11_F00/0/04/3    89.18     0.63    2614.20    91.88   0.0160   0   Good 
01107040 ES093_r05c06_Dep01Ch12_F01/0/02/0    40.76     0.66    2415.00    70.68   0.0086   0   Good 
01107040 ES094_r05c07_Dep01Ch13_F01/0/03/1    73.42     0.67    3597.60   105.78   0.0155   0   Good 
01107040 ES095_r05c08_Dep01Ch14_F01/0/03/0    58.10     0.70    3766.80   114.81   0.0172   0   Good 
01107040 ES096_r05c09_Dep01Ch15_F01/0/04/1    70.00     0.63    3157.80   107.55   0.0182   0   Good 
01107040 ES115_r06c06_Dep01Ch16_F01/0/02/2   105.50     0.65    2964.60    92.99   0.0145   0   Good 
01107040 ES116_r06c07_Dep01Ch17_F01/0/03/3    47.02     0.67    3842.40   110.77   0.0158   0   Good 
01107040 ES117_r06c08_Dep01Ch18_F01/0/03/2    62.51     0.67    3415.20   109.71   0.0175   0   Good 
01107040 ES118_r06c09_Dep01Ch19_F01/0/04/3    30.24     0.67    3225.60    95.86   0.0142   0   Good 
01107040 ES137_r07c06_Dep01Ch20_F22/0/02/0    55.52     0.67    3165.60   107.87   0.0183   0   Good 
01107040 ES138_r07c07_Dep01Ch21_F22/0/03/1    72.70     0.60    2947.80    90.86   0.0139   0   Good 
01107040 ES139_r07c08_Dep01Ch22_F22/0/03/0    52.37     0.68    2990.40   100.48   0.0169   0   Good 
01107040 ES140_r07c09_Dep01Ch23_F22/0/04/1    80.26     0.58    3117.00   105.43   0.0178   0   Good 
01107040 ES159_r08c06_Dep01Ch24_F22/0/02/2    85.21     0.61    3882.00   105.64   0.0143   0   Good 
01107040 ES160_r08c07_Dep01Ch25_F22/0/03/3    67.55     0.68    2565.00    91.93   0.0163   0   Good 
01107040 ES161_r08c08_Dep01Ch26_F22/0/03/2    88.83     0.63    2439.00    93.48   0.0178   0   Good 
01107040 ES162_r08c09_Dep01Ch27_F22/0/04/3    43.24     0.71    3070.20    96.39   0.0151   0   Good 
01107040 ES181_r09c06_Dep01Ch28_F05/0/02/0    50.06     0.67    3568.80   109.98   0.0168   0   Good 
01107040 ES182_r09c07_Dep01Ch29_F05/0/03/1    82.11     0.68    2720.40    89.69   0.0146   0   Good 
01107040 ES183_r09c08_Dep01Ch30_F05/0/03/0    56.03     0.65    2633.40    90.56   0.0154   0   Good 
01107040 ES184_r09c09_Dep01Ch31_F05/0/04/1    34.61     0.67    2561.40    83.44   0.0131   0   Good 
01107040 ES031_r02c10_Dep02Ch00_F20/0/04/2    82.72     0.62    2057.40    72.15   0.0108   0   Good 
01107040 ES032_r02c11_Dep02Ch01_F20/0/05/3    89.80     0.69    1892.40    61.14   0.0059   0   Good 
01107040 ES033_r02c12_Dep02Ch02_F20/0/05/2    81.81     0.67    1601.40    61.01   0.0069   0   Good 
01107040 ES034_r02c13_Dep02Ch03_F20/0/06/3    62.72     0.65    2133.60    77.22   0.0128   0   Good 
01107040 ES053_r03c10_Dep02Ch04_F00/0/04/0    59.90     0.65    2160.00    70.74   0.0096   0   Good 
01107040 ES054_r03c11_Dep02Ch05_F00/0/05/1    68.38     0.64    2094.00    72.50   0.0107   0   Good 
01107040 ES055_r03c12_Dep02Ch06_F00/0/05/0    75.41     0.67    1801.20    74.21   0.0134   0   Good 
01107040 ES056_r03c13_Dep02Ch07_F00/0/06/1    32.24     0.65    2200.20    81.41   0.0143   0   Good 
01107040 ES075_r04c10_Dep02Ch08_F00/0/04/2    82.98     0.63    2551.20    96.74   0.0183   0   Good 
01107040 ES076_r04c11_Dep02Ch09_F00/0/05/3    66.52     0.61    2097.60    67.57   0.0084   0   Good 
01107040 ES077_r04c12_Dep02Ch10_F00/0/05/2    86.46     0.63    1620.00    69.71   0.0122   0   Good 
01107040 ES078_r04c13_Dep02Ch11_F00/0/06/3    48.71     0.66    2184.60    86.57   0.0167   0   Good 
01107040 ES097_r05c10_Dep02Ch12_F01/0/04/0    57.85     0.68    3272.40   107.97   0.0177   0   Good 
01107040 ES098_r05c11_Dep02Ch13_F01/0/05/1    54.76     0.68    2256.00    81.61   0.0140   0   Good 
01107040 ES099_r05c12_Dep02Ch14_F01/0/05/0    60.62     0.66    2091.60    79.83   0.0143   0   Good 
01107040 ES100_r05c13_Dep02Ch15_F01/0/06/1    59.42     0.61    2745.00    89.55   0.0144   0   Good 
01107040 ES119_r06c10_Dep02Ch16_F01/0/04/2   109.60     0.62    3095.40   101.86   0.0168   0   Good 
01107040 ES120_r06c11_Dep02Ch17_F01/0/05/3    67.45     0.66    1908.60    75.27   0.0132   0   Good 
01107040 ES121_r06c12_Dep02Ch18_F01/0/05/2    83.24     0.65    1766.40    71.91   0.0124   0   Good 
01107040 ES122_r06c13_Dep02Ch19_F01/0/06/3    46.38     0.67    2814.60    93.37   0.0154   0   Good 
01107040 ES141_r07c10_Dep02Ch20_F22/0/04/0    54.89     0.67    2976.00   111.77   0.0208   0   Good 
01107040 ES142_r07c11_Dep02Ch21_F22/0/05/1    59.08     0.62    1730.40    72.11   0.0128   0   Good 
01107040 ES143_r07c12_Dep02Ch22_F22/0/05/0    78.16     0.64    1986.00    77.30   0.0137   0   Good 
01107040 ES144_r07c13_Dep02Ch23_F22/0/06/1    51.75     0.63    1951.20    69.96   0.0102   0   Good 
01107040 ES163_r08c10_Dep02Ch24_F22/0/04/2    89.25     0.66    2960.40    96.27   0.0156   0   Good 
01107040 ES164_r08c11_Dep02Ch25_F22/0/05/3    57.52     0.63    1699.20    65.39   0.0091   0   Good 
01107040 ES165_r08c12_Dep02Ch26_F22/0/05/2    74.67     0.65    1579.80    68.96   0.0120   0   Good 
01107040 ES166_r08c13_Dep02Ch27_F22/0/06/3    52.66     0.65    1749.00    65.38   0.0088   0   Good 
