run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107040 EN077_r04c12_Dep02Ch10_F00/0/05/3    47.09     0.63    2425.20    79.91   0.0123   0   Good 
01107040 EN078_r04c13_Dep02Ch11_F00/0/06/2    29.13     0.64    2567.40    80.63   0.0119   0   Good 
01107040 EN097_r05c10_Dep02Ch12_F01/0/04/1    41.91     0.65    2260.20    83.16   0.0147   0   Good 
01107040 EN098_r05c11_Dep02Ch13_F01/0/05/0    57.80     0.64    2196.60    72.94   0.0104   0   Good 
01107040 EN099_r05c12_Dep02Ch14_F01/0/05/1    49.67     0.65    2016.60    84.81   0.0173   0   Good 
01107040 EN100_r05c13_Dep02Ch15_F01/0/06/0    75.47     0.61    2654.40    89.24   0.0148   0   Good 
01107040 EN119_r06c10_Dep02Ch16_F01/0/04/3    75.11     0.63    2826.00    88.59   0.0137   0   Good 
01107040 EN120_r06c11_Dep02Ch17_F01/0/05/2    55.53     0.62    2472.00    86.32   0.0147   0   Good 
01107040 EN121_r06c12_Dep02Ch18_F01/0/05/3    61.26     0.64    2005.80    78.81   0.0144   0   Good 
01107040 EN122_r06c13_Dep02Ch19_F01/0/06/2    45.06     0.68    2971.80    96.54   0.0157   0   Good 
01107040 EN141_r07c10_Dep02Ch20_F22/0/04/1    33.03     0.64    2989.80    97.51   0.0159   0   Good 
01107040 EN142_r07c11_Dep02Ch21_F22/0/05/0    67.65     0.62    2478.60    91.27   0.0167   0   Good 
01107040 EN143_r07c12_Dep02Ch22_F22/0/05/1    38.79     0.65    1770.60    76.60   0.0150   0   Good 
01107040 EN144_r07c13_Dep02Ch23_F22/0/06/0    66.60     0.65    2461.20    78.91   0.0117   0   Good 
01107040 EN163_r08c10_Dep02Ch24_F22/0/04/3    48.66     0.62    2436.00    81.17   0.0128   0   Good 
01107040 EN164_r08c11_Dep02Ch25_F22/0/05/2    48.65     0.66    2283.00    85.43   0.0155   0   Good 
01107040 EN165_r08c12_Dep02Ch26_F22/0/05/3    53.96     0.66    1883.40    74.41   0.0130   0   Good 
01107040 EN166_r08c13_Dep02Ch27_F22/0/06/2    41.18     0.63    2327.40    83.27   0.0143   0   Good 
01107040 EN185_r09c10_Dep02Ch28_F05/0/04/1    30.64     0.66    2803.80    97.80   0.0170   0   Good 
01107040 EN186_r09c11_Dep02Ch29_F05/0/05/0    52.24     0.68    1815.60    77.36   0.0151   0   Good 
01107040 EN187_r09c12_Dep02Ch30_F05/0/05/1    79.52     0.65    1440.60    60.30   0.0071   0   Good 
01107040 EN188_r09c13_Dep02Ch31_F05/0/06/0    46.21     0.66    2860.80    98.00   0.0168   0   Good 
01107040 EN035_r02c14_Dep03Ch00_F20/0/06/3    57.69     0.68    2287.20    79.95   0.0131   0   Good 
01107040 EN036_r02c15_Dep03Ch01_F20/0/07/2    42.62     0.69    3673.80   108.95   0.0160   0   Good 
01107040 EN037_r02c16_Dep03Ch02_F20/0/07/3    70.66     0.68    3564.00   122.82   0.0204   0   Good 
01107040 EN038_r02c17_Dep03Ch03_F20/0/08/2    35.88     0.71    3543.60   109.43   0.0168   0   Good 
01107040 EN057_r03c14_Dep03Ch04_F00/0/06/1    58.89     0.69    3330.00   112.57   0.0188   0   Good 
01107040 EN058_r03c15_Dep03Ch05_F00/0/07/0    73.97     0.68    3988.80   115.72   0.0165   0   Good 
01107040 EN059_r03c16_Dep03Ch06_F00/0/07/1    42.30     0.69    3861.60   123.55   0.0190   0   Good 
01107040 EN060_r03c17_Dep03Ch07_F00/0/08/0    69.28     0.68    3389.40   103.40   0.0158   0   Good 
01107040 EN079_r04c14_Dep03Ch08_F00/0/06/3    81.29     0.59    3144.60   101.15   0.0163   0   Good 
01107040 EN080_r04c15_Dep03Ch09_F00/0/07/2    67.20     0.62    3422.40   107.14   0.0167   0   Good 
01107040 EN081_r04c16_Dep03Ch10_F00/0/07/3    84.73     0.67    3145.20    96.63   0.0148   0   Good 
01107040 EN082_r04c17_Dep03Ch11_F00/0/08/2    52.15     0.68    3132.00    94.30   0.0141   0   Good 
01107040 EN101_r05c14_Dep03Ch12_F01/0/06/1    88.85     0.66    3174.60   106.01   0.0176   0   Good 
01107040 EN102_r05c15_Dep03Ch13_F01/0/07/0   103.07     0.65    2646.60    84.81   0.0132   0   Good 
01107040 EN103_r05c16_Dep03Ch14_F01/0/07/1    54.56     0.69    2683.20    88.82   0.0145   0   Good 
01107040 EN104_r05c17_Dep03Ch15_F01/0/08/0    60.64     0.65    2060.40    79.02   0.0141   0   Good 
01107040 EN123_r06c14_Dep03Ch16_F01/0/06/3   104.43     0.68    2671.80    95.80   0.0171   0   Good 
01107040 EN124_r06c15_Dep03Ch17_F01/0/07/2    74.63     0.65    2970.00   102.53   0.0177   0   Good 
01107040 EN125_r06c16_Dep03Ch18_F01/0/07/3    92.69     0.68    2505.60    80.78   0.0123   0   Good 
01107040 EN126_r06c17_Dep03Ch19_F01/0/08/2    53.59     0.69    2433.60    86.04   0.0148   0   Good 
01107040 EN145_r07c14_Dep03Ch20_F22/0/06/1    76.03     0.65    2770.80    88.13   0.0138   0   Good 
01107040 EN146_r07c15_Dep03Ch21_F22/0/07/0    73.06     0.55    2892.00    93.15   0.0149   0   Good 
01107040 EN147_r07c16_Dep03Ch22_F22/0/07/1    95.99     0.66    2776.80    99.17   0.0177   0   Good 
01107040 EN148_r07c17_Dep03Ch23_F22/0/08/0    83.28     0.65    2817.00    81.55   0.0112   0   Good 
01107040 EN167_r08c14_Dep03Ch24_F22/0/06/3    89.68     0.60    2319.60    73.84   0.0103   0   Good 
01107040 EN168_r08c15_Dep03Ch25_F22/0/07/2    69.08     0.70    2657.40    88.71   0.0146   0   Good 
01107040 EN169_r08c16_Dep03Ch26_F22/0/07/3    65.60     0.62    2874.00    89.40   0.0137   0   Good 
01107040 EN170_r08c17_Dep03Ch27_F22/0/08/2    43.96     0.66    1857.60    72.21   0.0120   0   Good 
01107040 EN189_r09c14_Dep03Ch28_F05/0/06/1    71.35     0.68    3181.80    97.66   0.0150   0   Good 
01107040 EN190_r09c15_Dep03Ch29_F05/0/07/0    78.60     0.71    2430.00    87.77   0.0155   0   Good 
01107040 EN191_r09c16_Dep03Ch30_F05/0/07/1    69.53     0.72    2781.60   100.76   0.0183   0   Good 
01107040 EN192_r09c17_Dep03Ch31_F05/0/08/0    59.17     0.67    3874.80   114.06   0.0165   0   Good 
01107040 EN039_r02c18_Dep04Ch00_F20/0/08/3    88.08     0.62    4026.60   126.40   0.0190   0   Good 
01107040 EN040_r02c19_Dep04Ch01_F20/0/09/2    76.42     0.63    2916.60    87.32   0.0128   0   Good 
01107040 EN041_r02c20_Dep04Ch02_F20/0/09/3   113.05     0.60    2508.00    88.79   0.0155   0   Good 
01107040 EN042_r02c21_Dep04Ch03_F20/0/10/2    60.33     0.64    3391.20   111.60   0.0182   0   Good 
01107040 EN061_r03c18_Dep04Ch04_F00/0/08/1    79.05     0.63    3247.20   116.28   0.0204   0   Good 
01107040 EN062_r03c19_Dep04Ch05_F00/0/09/0    61.85     0.64    3375.00    96.14   0.0137   0   Good 
01107040 EN063_r03c20_Dep04Ch06_F00/0/09/1    86.29     0.66    3037.80   112.14   0.0205   0   Good 
01107040 EN064_r03c21_Dep04Ch07_F00/0/10/0    44.28     0.65    3178.20   102.34   0.0165   0   Good 
01107040 EN083_r04c18_Dep04Ch08_F00/0/08/3    72.30     0.63    3699.00   111.40   0.0166   0   Good 
01107040 EN084_r04c19_Dep04Ch09_F00/0/09/2    76.47     0.62    3738.60   110.21   0.0161   0   Good 
01107040 EN085_r04c20_Dep04Ch10_F00/0/09/3   125.47     0.64    3305.40   103.26   0.0161   0   Good 
01107040 EN086_r04c21_Dep04Ch11_F00/0/10/2    57.25     0.62    3516.60   119.37   0.0197   0   Good 
01107040 EN105_r05c18_Dep04Ch12_F01/0/08/1    65.24     0.63    2556.00    91.19   0.0161   0   Good 
01107040 EN106_r05c19_Dep04Ch13_F01/0/09/0    53.69     0.63    3921.00   105.09   0.0140   0   Good 
01107040 EN107_r05c20_Dep04Ch14_F01/0/09/1    61.08     0.64    3779.40   115.88   0.0174   0   Good 
01107040 EN108_r05c21_Dep04Ch15_F01/0/10/0    68.21     0.65    2988.00   101.65   0.0173   0   Good 
01107040 EN127_r06c18_Dep04Ch16_F01/0/08/3    83.16     0.64    2512.80    74.35   0.0097   0   Good 
01107040 EN128_r06c19_Dep04Ch17_F01/0/09/2    62.07     0.63    3630.00   112.25   0.0171   0   Good 
01107040 EN129_r06c20_Dep04Ch18_F01/0/09/3   113.37     0.62    3397.80   101.35   0.0151   0   Good 
01107040 EN130_r06c21_Dep04Ch19_F01/0/10/2    66.58     0.67    3031.80    96.54   0.0154   0   Good 
01107040 EN149_r07c18_Dep04Ch20_F22/0/08/1    55.86     0.64    2551.20   102.87   0.0207   0   Good 
01107040 EN150_r07c19_Dep04Ch21_F22/0/09/0    67.89     0.64    2288.40    75.67   0.0112   0   Good 
01107040 EN151_r07c20_Dep04Ch22_F22/0/09/1    51.84     0.63    2833.20    90.63   0.0143   0   Good 
01107040 EN152_r07c21_Dep04Ch23_F22/0/10/0    94.91     0.67    2725.20    83.86   0.0124   0   Good 
01107040 EN171_r08c18_Dep04Ch24_F22/0/08/3    91.67     0.61    2387.40    84.98   0.0147   0   Good 
01107040 EN172_r08c19_Dep04Ch25_F22/0/09/2    45.25     0.66    2373.00    78.86   0.0122   0   Good 
01107040 EN173_r08c20_Dep04Ch26_F22/0/09/3    80.53     0.62    1664.40    61.84   0.0071   0   Good 
01107040 EN174_r08c21_Dep04Ch27_F22/0/10/2    45.54     0.65    2198.40    77.78   0.0126   0   Good 
01107040 EN193_r09c18_Dep04Ch28_F05/0/08/1    43.94     0.63    4045.20   117.17   0.0166   0   Good 
01107040 EN194_r09c19_Dep04Ch29_F05/0/09/0   101.00     0.65    3123.60    90.73   0.0130   0   Good 
01107040 EN195_r09c20_Dep04Ch30_F05/0/09/1    71.33     0.61    2565.60    74.27   0.0095   0   Good 
01107040 EN196_r09c21_Dep04Ch31_F05/0/10/0    58.87     0.67    1869.60    68.53   0.0099   0   Good 
01107040 EN199_r10c02_Dep05Ch00_F05/0/00/3   103.69     0.63    2346.60    76.32   0.0112   0   Good 
01107040 EN200_r10c03_Dep05Ch01_F05/0/01/2    53.72     0.67    2537.40    87.89   0.0149   0   Good 
01107040 EN201_r10c04_Dep05Ch02_F05/0/01/3    68.33     0.65    2617.20    88.30   0.0146   0   Good 
01107040 EN202_r10c05_Dep05Ch03_F05/0/02/2    68.32     0.64    3336.60    97.45   0.0142   0   Good 
01107040 EN221_r11c02_Dep05Ch04_F06/0/00/1    42.14     0.66    2245.20    78.08   0.0125   0   Good 
01107040 EN222_r11c03_Dep05Ch05_F06/0/01/0    39.19     0.64    3481.20   109.48   0.0171   0   Good 
01107040 EN223_r11c04_Dep05Ch06_F06/0/01/1    45.63     0.64    2984.40    93.00   0.0144   0   Good 
01107040 EN224_r11c05_Dep05Ch07_F06/0/02/0    62.05     0.65    3147.60   100.73   0.0161   0   Good 
01107040 EN243_r12c02_Dep05Ch08_F06/0/00/3    78.36     0.62    2300.40    83.02   0.0144   0   Good 
01107040 EN244_r12c03_Dep05Ch09_F06/0/01/2    74.38     0.61    2575.80    96.84   0.0182   0   Good 
01107040 EN245_r12c04_Dep05Ch10_F06/0/01/3    66.84     0.67    3072.60   116.74   0.0217   0   Good 
01107040 EN246_r12c05_Dep05Ch11_F06/0/02/2    54.95     0.67    3108.60   101.72   0.0166   0   Good 
01107040 EN265_r13c02_Dep05Ch12_F07/0/00/1    39.22     0.64    1967.40    70.12   0.0102   0   Good 
01107040 EN266_r13c03_Dep05Ch13_F07/0/01/0    78.87     0.67    2648.40    95.07   0.0170   0   Good 
01107040 EN267_r13c04_Dep05Ch14_F07/0/01/1    52.93     0.66    2794.80    96.25   0.0166   0   Good 
01107040 EN268_r13c05_Dep05Ch15_F07/0/02/0    73.67     0.69    2139.60    83.02   0.0154   0   Good 
01107040 EN287_r14c02_Dep05Ch16_F07/0/00/3    77.65     0.65    2112.60    73.14   0.0110   0   Good 
01107040 EN288_r14c03_Dep05Ch17_F07/0/01/2    57.52     0.61    2046.60    65.12   0.0074   0   Good 
01107040 EN289_r14c04_Dep05Ch18_F07/0/01/3    78.42     0.69    2863.80    97.06   0.0164   0   Good 
01107040 EN290_r14c05_Dep05Ch19_F07/0/02/2    47.02     0.69    1972.20    62.73   0.0065   0   Good 
01107040 EN309_r15c02_Dep05Ch20_F08/0/00/1    62.23     0.65    2018.40    68.95   0.0094   0   Good 
01107040 EN310_r15c03_Dep05Ch21_F08/0/01/0    59.59     0.62    2110.80    76.31   0.0125   0   Good 
01107040 EN311_r15c04_Dep05Ch22_F08/0/01/1    55.29     0.60    2622.00    93.72   0.0167   0   Good 
01107040 EN312_r15c05_Dep05Ch23_F08/0/02/0    67.42     0.64    2689.20    86.48   0.0136   0   Good 
01107040 EN331_r16c02_Dep05Ch24_F08/0/00/3    76.22     0.62    2544.00    92.76   0.0168   0   Good 
01107040 EN332_r16c03_Dep05Ch25_F08/0/01/2    54.62     0.64    2306.40    80.86   0.0134   0   Good 
01107040 EN333_r16c04_Dep05Ch26_F08/0/01/3    87.50     0.67    3199.20   100.18   0.0157   0   Good 
01107040 EN334_r16c05_Dep05Ch27_F08/0/02/2     0.50     0.00    2604.60    85.32   0.0136   3   Ped Prms 
01107040 EN353_r17c02_Dep05Ch28_F09/0/00/1    31.54     0.68    3790.80   102.84   0.0139   0   Good 
01107040 EN354_r17c03_Dep05Ch29_F09/0/01/0    63.87     0.70    2494.20    81.94   0.0128   0   Good 
01107040 EN355_r17c04_Dep05Ch30_F09/0/01/1    88.87     0.61    2559.60    79.02   0.0113   0   Good 
01107040 EN356_r17c05_Dep05Ch31_F09/0/02/0    84.65     0.68    2872.20    97.73   0.0166   0   Good 
01107040 EN203_r10c06_Dep06Ch00_F05/0/02/3    73.73     0.63    2788.80    90.99   0.0147   0   Good 
01107040 EN204_r10c07_Dep06Ch01_F05/0/03/2    60.20     0.65    3220.80   116.46   0.0206   0   Good 
01107040 EN205_r10c08_Dep06Ch02_F05/0/03/3    50.85     0.66    3427.20   108.26   0.0170   0   Good 
01107040 EN206_r10c09_Dep06Ch03_F05/0/04/2    36.83     0.62    2859.60   104.86   0.0192   0   Good 
01107040 EN225_r11c06_Dep06Ch04_F06/0/02/1    85.78     0.61    2771.40    96.63   0.0168   0   Good 
01107040 EN226_r11c07_Dep06Ch05_F06/0/03/0    65.62     0.62    2180.40    78.10   0.0129   0   Good 
01107040 EN227_r11c08_Dep06Ch06_F06/0/03/1    54.51     0.65    1593.60    68.32   0.0115   0   Good 
01107040 EN228_r11c09_Dep06Ch07_F06/0/04/0    49.55     0.65    3182.40    93.11   0.0135   0   Good 
01107040 EN247_r12c06_Dep06Ch08_F06/0/02/3    63.56     0.60    3045.00   103.71   0.0176   0   Good 
01107040 EN248_r12c07_Dep06Ch09_F06/0/03/2    44.23     0.63    2274.00    84.00   0.0150   0   Good 
01107040 EN249_r12c08_Dep06Ch10_F06/0/03/3    42.74     0.67    1572.60    63.67   0.0087   0   Good 
01107040 EN250_r12c09_Dep06Ch11_F06/0/04/2    41.23     0.64    3066.60    94.07   0.0144   0   Good 
01107040 EN269_r13c06_Dep06Ch12_F07/0/02/1    42.32     0.62    1911.60    72.26   0.0116   0   Good 
01107040 EN270_r13c07_Dep06Ch13_F07/0/03/0    53.15     0.62    2465.40    86.16   0.0147   0   Good 
01107040 EN271_r13c08_Dep06Ch14_F07/0/03/1    30.57     0.68    1633.80    68.33   0.0112   0   Good 
01107040 EN272_r13c09_Dep06Ch15_F07/0/04/0    58.83     0.66    2574.00    89.80   0.0155   0   Good 
01107040 EN291_r14c06_Dep06Ch16_F07/0/02/3    47.81     0.66    1626.60    60.53   0.0065   0   Good 
01107040 EN292_r14c07_Dep06Ch17_F07/0/03/2    70.36     0.62    2150.40    75.52   0.0119   0   Good 
01107040 EN293_r14c08_Dep06Ch18_F07/0/03/3    52.93     0.64    1896.00    70.74   0.0109   0   Good 
01107040 EN294_r14c09_Dep06Ch19_F07/0/04/2    24.46     0.67    2551.80    85.89   0.0141   0   Good 
01107040 EN313_r15c06_Dep06Ch20_F08/0/02/1    50.99     0.61    2924.40    97.90   0.0164   0   Good 
01107040 EN314_r15c07_Dep06Ch21_F08/0/03/0    78.01     0.61    2134.20    77.89   0.0131   0   Good 
01107040 EN315_r15c08_Dep06Ch22_F08/0/03/1    44.10     0.64    2151.60    77.55   0.0128   0   Good 
01107040 EN316_r15c09_Dep06Ch23_F08/0/04/0    58.86     0.61    2553.60    90.13   0.0157   0   Good 
01107040 EN335_r16c06_Dep06Ch24_F08/0/02/3    77.84     0.62    2293.20    86.15   0.0158   0   Good 
01107040 EN336_r16c07_Dep06Ch25_F08/0/03/2    54.57     0.68    2154.60    81.43   0.0146   0   Good 
01107040 EN337_r16c08_Dep06Ch26_F08/0/03/3    87.75     0.70    2340.60    71.75   0.0093   0   Good 
01107040 EN338_r16c09_Dep06Ch27_F08/0/04/2    50.15     0.80    2689.20    83.52   0.0125   0   Good 
01107040 EN357_r17c06_Dep06Ch28_F09/0/02/1    56.06     0.66    2058.60    73.82   0.0116   0   Good 
01107040 EN358_r17c07_Dep06Ch29_F09/0/03/0    50.24     0.64    1653.60    62.83   0.0078   0   Good 
01107040 EN359_r17c08_Dep06Ch30_F09/0/03/1    49.35     0.67    2479.80    81.85   0.0128   0   Good 
01107040 EN360_r17c09_Dep06Ch31_F09/0/04/0  3585.90     0.50       0.00     0.00   0.0000   5   Ped Led 
01107040 EN207_r10c10_Dep07Ch00_F05/0/04/3    80.07     0.61    3148.20    98.76   0.0155   0   Good 
01107040 EN208_r10c11_Dep07Ch01_F05/0/05/2    63.70     0.58    1966.20    79.98   0.0153   0   Good 
01107040 EN209_r10c12_Dep07Ch02_F05/0/05/3    67.01     0.65    1487.40    65.89   0.0107   0   Good 
01107040 EN210_r10c13_Dep07Ch03_F05/0/06/2    54.22     0.61    2454.60    90.24   0.0164   0   Good 
01107040 EN229_r11c10_Dep07Ch04_F06/0/04/1    63.60     0.61    2659.20    91.14   0.0155   0   Good 
01107040 EN230_r11c11_Dep07Ch05_F06/0/05/0    72.68     0.62    2271.60    78.93   0.0127   0   Good 
01107040 EN231_r11c12_Dep07Ch06_F06/0/05/1    53.90     0.63    1779.00    69.65   0.0110   0   Good 
01107040 EN232_r11c13_Dep07Ch07_F06/0/06/0    45.46     0.65    1984.20    80.61   0.0154   0   Good 
01107040 EN251_r12c10_Dep07Ch08_F06/0/04/3    66.91     0.63    2667.00    87.10   0.0139   0   Good 
01107040 EN252_r12c11_Dep07Ch09_F06/0/05/2    51.58     0.58    2150.40    81.93   0.0148   0   Good 
01107040 EN253_r12c12_Dep07Ch10_F06/0/05/3    81.90     0.62    2071.20    69.44   0.0094   0   Good 
