run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107041 EN111_r06c02_Dep00Ch16_F01/0/00/3    91.00     0.68    4816.20   138.35   0.0183   0   Good 
01107041 EN112_r06c03_Dep00Ch17_F01/0/01/2    36.94     0.66    3574.80   113.42   0.0177   0   Good 
01107041 EN113_r06c04_Dep00Ch18_F01/0/01/3    78.48     0.68    3538.80   118.94   0.0195   0   Good 
01107041 EN114_r06c05_Dep00Ch19_F01/0/02/2    49.04     0.68    4770.00   129.52   0.0167   0   Good 
01107041 EN133_r07c02_Dep00Ch20_F22/0/00/1    49.58     0.67    3763.80   128.08   0.0207   0   Good 
01107041 EN134_r07c03_Dep00Ch21_F22/0/01/0    66.40     0.66    3020.40   111.19   0.0203   0   Good 
01107041 EN135_r07c04_Dep00Ch22_F22/0/01/1    51.46     0.70    3597.00   120.41   0.0196   0   Good 
01107041 EN136_r07c05_Dep00Ch23_F22/0/02/0    48.95     0.65    4012.20   126.90   0.0192   0   Good 
01107041 EN155_r08c02_Dep00Ch24_F22/0/00/3    72.21     0.66    3181.20    92.75   0.0134   0   Good 
01107041 EN156_r08c03_Dep00Ch25_F22/0/01/2    53.74     0.65    2863.80   103.53   0.0187   0   Good 
01107041 EN157_r08c04_Dep00Ch26_F22/0/01/3    79.72     0.65    3039.00   111.40   0.0202   0   Good 
01107041 EN158_r08c05_Dep00Ch27_F22/0/02/2    50.63     0.66    4188.60   125.48   0.0180   0   Good 
01107041 EN177_r09c02_Dep00Ch28_F05/0/00/1    78.56     0.69    2806.20    97.43   0.0169   0   Good 
01107041 EN178_r09c03_Dep00Ch29_F05/0/01/0    65.64     0.69    3058.80   103.05   0.0173   0   Good 
01107041 EN179_r09c04_Dep00Ch30_F05/0/01/1    72.42     0.64    3660.00   129.38   0.0217   0   Good 
01107041 EN180_r09c05_Dep00Ch31_F05/0/02/0    60.46     0.68    4087.80   116.55   0.0163   0   Good 
01107041 EN027_r02c06_Dep01Ch00_F20/0/02/3    76.28     0.67    3761.40   119.31   0.0184   0   Good 
01107041 EN028_r02c07_Dep01Ch01_F20/0/03/2    62.86     0.65    3076.80    94.33   0.0144   0   Good 
01107041 EN029_r02c08_Dep01Ch02_F20/0/03/3    84.64     0.65    3598.80   131.86   0.0227   0   Good 
01107041 EN030_r02c09_Dep01Ch03_F20/0/04/2    44.71     0.65    4190.40   131.79   0.0195   0   Good 
01107041 EN049_r03c06_Dep01Ch04_F00/0/02/1    44.19     0.60    4908.00   147.34   0.0198   0   Good 
01107041 EN050_r03c07_Dep01Ch05_F00/0/03/0    86.18     0.64    3291.00   105.09   0.0167   0   Good 
01107041 EN051_r03c08_Dep01Ch06_F00/0/03/1    63.72     0.61    3389.40   120.15   0.0207   0   Good 
01107041 EN052_r03c09_Dep01Ch07_F00/0/04/0    71.42     0.64    4020.60   137.21   0.0217   0   Good 
01107041 EN071_r04c06_Dep01Ch08_F00/0/02/3   110.58     0.64    4186.80   130.10   0.0191   0   Good 
01107041 EN072_r04c07_Dep01Ch09_F00/0/03/2    87.39     0.62    3256.80   106.85   0.0175   0   Good 
01107041 EN073_r04c08_Dep01Ch10_F00/0/03/3    66.06     0.61    3466.20   106.61   0.0163   0   Good 
01107041 EN074_r04c09_Dep01Ch11_F00/0/04/2    65.09     0.67    3526.20   120.26   0.0199   0   Good 
01107041 EN093_r05c06_Dep01Ch12_F01/0/02/1    53.25     0.63    4351.80   136.41   0.0199   0   Good 
01107041 EN094_r05c07_Dep01Ch13_F01/0/03/0    71.50     0.56    2902.20   104.49   0.0188   0   Good 
01107041 EN095_r05c08_Dep01Ch14_F01/0/03/1    56.35     0.65    2998.80    95.43   0.0151   0   Good 
01107041 EN096_r05c09_Dep01Ch15_F01/0/04/0    65.09     0.63    3768.00   113.05   0.0167   0   Good 
01107041 EN115_r06c06_Dep01Ch16_F01/0/02/3    74.44     0.63    4267.20   131.67   0.0191   0   Good 
01107041 EN116_r06c07_Dep01Ch17_F01/0/03/2  1623.91     0.50       0.00     0.00   0.0000   5   Ped Led 
01107041 EN117_r06c08_Dep01Ch18_F01/0/03/3    65.78     0.61    3829.20   118.76   0.0180   0   Good 
01107041 EN118_r06c09_Dep01Ch19_F01/0/04/2    32.41     0.66    3961.20   136.68   0.0219   0   Good 
01107041 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.36     0.64    4020.60   127.42   0.0193   0   Good 
01107041 EN138_r07c07_Dep01Ch21_F22/0/03/0    66.85     0.66    4465.80   139.49   0.0200   0   Good 
01107041 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.78     0.65    5636.40   174.58   0.0221   0   Good 
01107041 EN140_r07c09_Dep01Ch23_F22/0/04/0   111.04     0.68    4316.40   136.38   0.0200   0   Good 
01107041 EN159_r08c06_Dep01Ch24_F22/0/02/3    92.12     0.64    4737.60   149.50   0.0210   0   Good 
01107041 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.54     0.65    4516.80   146.38   0.0213   0   Good 
01107041 EN161_r08c08_Dep01Ch26_F22/0/03/3    97.86     0.68    5385.00   164.62   0.0213   0   Good 
01107041 EN162_r08c09_Dep01Ch27_F22/0/04/2    39.49     0.73    3876.60   128.66   0.0203   0   Good 
01107041 EN181_r09c06_Dep01Ch28_F05/0/02/1    59.76     0.67    4661.40   127.48   0.0166   0   Good 
01107041 EN182_r09c07_Dep01Ch29_F05/0/03/0    78.84     0.64    5302.20   174.24   0.0234   0   Good 
01107041 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.24     0.67    5143.20   168.55   0.0231   0   Good 
01107041 EN184_r09c09_Dep01Ch31_F05/0/04/0    29.77     0.69    4067.40   136.11   0.0212   0   Good 
01107041 EN031_r02c10_Dep02Ch00_F20/0/04/3    82.02     0.59    3902.40   135.08   0.0218   0   Good 
01107041 EN032_r02c11_Dep02Ch01_F20/0/05/2  3040.50     0.00       0.00     0.00   0.0000   7   Ped Prms Led 
01107041 EN033_r02c12_Dep02Ch02_F20/0/05/3    94.97     0.59    2574.00   106.66   0.0220   0   Good 
01107041 EN034_r02c13_Dep02Ch03_F20/0/06/2    92.46     0.65    2518.80    91.58   0.0165   0   Good 
01107041 EN053_r03c10_Dep02Ch04_F00/0/04/1    65.93     0.61    3436.80   117.75   0.0197   0   Good 
01107041 EN054_r03c11_Dep02Ch05_F00/0/05/0    57.08     0.64    2985.60    92.03   0.0141   0   Good 
01107041 EN055_r03c12_Dep02Ch06_F00/0/05/1    65.94     0.63    2706.60   104.23   0.0200   0   Good 
01107041 EN056_r03c13_Dep02Ch07_F00/0/06/0    83.20     0.62    3825.00   126.82   0.0201   0   Good 
01107041 EN075_r04c10_Dep02Ch08_F00/0/04/3    74.06     0.65    3823.20   119.57   0.0182   0   Good 
01107041 EN076_r04c11_Dep02Ch09_F00/0/05/2    40.71     0.58    2788.80    93.33   0.0155   0   Good 
01107041 EN077_r04c12_Dep02Ch10_F00/0/05/3    45.83     0.64    3403.20   123.43   0.0216   0   Good 
01107041 EN078_r04c13_Dep02Ch11_F00/0/06/2    29.04     0.63    3576.60   112.54   0.0175   0   Good 
01107041 EN097_r05c10_Dep02Ch12_F01/0/04/1    41.25     0.63    3151.80    99.84   0.0158   0   Good 
01107041 EN098_r05c11_Dep02Ch13_F01/0/05/0    57.99     0.63    3012.00   110.15   0.0200   0   Good 
01107041 EN099_r05c12_Dep02Ch14_F01/0/05/1    49.29     0.63    2805.00    96.89   0.0167   0   Good 
01107041 EN100_r05c13_Dep02Ch15_F01/0/06/0    75.12     0.64    3638.40   119.10   0.0190   0   Good 
01107041 EN119_r06c10_Dep02Ch16_F01/0/04/3    75.42     0.60    3917.40   133.71   0.0214   0   Good 
01107041 EN120_r06c11_Dep02Ch17_F01/0/05/2    55.99     0.64    3449.40   112.09   0.0180   0   Good 
01107041 EN121_r06c12_Dep02Ch18_F01/0/05/3    61.44     0.61    2784.00   104.44   0.0196   0   Good 
01107041 EN122_r06c13_Dep02Ch19_F01/0/06/2    43.23     0.64    4080.00   135.90   0.0211   0   Good 
01107041 EN141_r07c10_Dep02Ch20_F22/0/04/1    34.56     0.64    4159.80   143.26   0.0224   0   Good 
01107041 EN142_r07c11_Dep02Ch21_F22/0/05/0    67.97     0.62    3397.80   120.50   0.0207   0   Good 
01107041 EN143_r07c12_Dep02Ch22_F22/0/05/1    38.60     0.64    2429.40    87.98   0.0156   0   Good 
01107041 EN144_r07c13_Dep02Ch23_F22/0/06/0    67.05     0.63    3360.60   117.42   0.0201   0   Good 
01107041 EN163_r08c10_Dep02Ch24_F22/0/04/3    48.31     0.61    3407.40   115.82   0.0193   0   Good 
01107041 EN164_r08c11_Dep02Ch25_F22/0/05/2    49.56     0.59    3135.00   108.79   0.0188   0   Good 
01107041 EN165_r08c12_Dep02Ch26_F22/0/05/3    54.12     0.64    2593.80    91.73   0.0161   0   Good 
01107041 EN166_r08c13_Dep02Ch27_F22/0/06/2    41.01     0.60    3204.60   107.36   0.0179   0   Good 
01107041 EN185_r09c10_Dep02Ch28_F05/0/04/1    30.63     0.67    3859.20   132.92   0.0215   0   Good 
01107041 EN186_r09c11_Dep02Ch29_F05/0/05/0    52.68     0.65    2494.80   103.12   0.0213   0   Good 
01107041 EN187_r09c12_Dep02Ch30_F05/0/05/1    79.51     0.66    2010.60    70.74   0.0103   0   Good 
01107041 EN188_r09c13_Dep02Ch31_F05/0/06/0    46.16     0.66    3998.40   125.58   0.0189   0   Good 
01107041 EN035_r02c14_Dep03Ch00_F20/0/06/3    57.68     0.72    3193.20   108.36   0.0183   0   Good 
01107041 EN036_r02c15_Dep03Ch01_F20/0/07/2    42.31     0.74    5079.00   156.78   0.0210   0   Good 
01107041 EN037_r02c16_Dep03Ch02_F20/0/07/3    70.25     0.71    4968.60   150.76   0.0203   0   Good 
01107041 EN038_r02c17_Dep03Ch03_F20/0/08/2    35.51     0.71    4906.20   139.39   0.0182   0   Good 
01107041 EN057_r03c14_Dep03Ch04_F00/0/06/1    59.02     0.70    4627.20   153.39   0.0223   0   Good 
01107041 EN058_r03c15_Dep03Ch05_F00/0/07/0    73.64     0.70    5517.00   174.18   0.0225   0   Good 
01107041 EN059_r03c16_Dep03Ch06_F00/0/07/1    42.15     0.70    5341.80   149.51   0.0186   0   Good 
01107041 EN060_r03c17_Dep03Ch07_F00/0/08/0    69.60     0.68    4707.60   144.98   0.0202   0   Good 
01107041 EN079_r04c14_Dep03Ch08_F00/0/06/3    80.19     0.61    4372.20   136.20   0.0197   0   Good 
01107041 EN080_r04c15_Dep03Ch09_F00/0/07/2    66.96     0.70    4779.00   150.93   0.0211   0   Good 
01107041 EN081_r04c16_Dep03Ch10_F00/0/07/3    84.08     0.67    4344.00   143.87   0.0216   0   Good 
01107041 EN082_r04c17_Dep03Ch11_F00/0/08/2    51.78     0.74    4368.00   139.04   0.0204   0   Good 
01107041 EN101_r05c14_Dep03Ch12_F01/0/06/1    89.24     0.70    4371.00   129.90   0.0183   0   Good 
01107041 EN102_r05c15_Dep03Ch13_F01/0/07/0   103.73     0.69    3729.00   114.59   0.0173   0   Good 
01107041 EN103_r05c16_Dep03Ch14_F01/0/07/1    54.49     0.71    3771.00   111.40   0.0163   0   Good 
01107041 EN104_r05c17_Dep03Ch15_F01/0/08/0    60.45     0.69    2897.40    91.11   0.0142   0   Good 
01107041 EN123_r06c14_Dep03Ch16_F01/0/06/3   104.49     0.62    3705.00   117.69   0.0183   0   Good 
01107041 EN124_r06c15_Dep03Ch17_F01/0/07/2    72.07     0.70    4174.20   137.67   0.0210   0   Good 
01107041 EN125_r06c16_Dep03Ch18_F01/0/07/3    91.74     0.65    3520.20   116.05   0.0188   0   Good 
01107041 EN126_r06c17_Dep03Ch19_F01/0/08/2    52.91     0.72    3407.40   125.37   0.0221   0   Good 
01107041 EN145_r07c14_Dep03Ch20_F22/0/06/1    75.76     0.69    3804.60   120.92   0.0186   0   Good 
01107041 EN146_r07c15_Dep03Ch21_F22/0/07/0    73.33     0.59    3973.20   126.74   0.0193   0   Good 
01107041 EN147_r07c16_Dep03Ch22_F22/0/07/1    96.74     0.67    3833.40   118.46   0.0179   0   Good 
01107041 EN148_r07c17_Dep03Ch23_F22/0/08/0    83.53     0.73    3963.00   131.83   0.0206   0   Good 
01107041 EN167_r08c14_Dep03Ch24_F22/0/06/3    88.91     0.63    3211.20    92.94   0.0134   0   Good 
01107041 EN168_r08c15_Dep03Ch25_F22/0/07/2    68.95     0.71    3667.80   126.33   0.0208   0   Good 
01107041 EN169_r08c16_Dep03Ch26_F22/0/07/3    65.27     0.64    3999.00   127.95   0.0195   0   Good 
01107041 EN170_r08c17_Dep03Ch27_F22/0/08/2    44.52     0.65    2594.40    90.05   0.0154   0   Good 
01107041 EN189_r09c14_Dep03Ch28_F05/0/06/1    71.75     0.69    4437.60   135.61   0.0193   0   Good 
01107041 EN190_r09c15_Dep03Ch29_F05/0/07/0    78.55     0.68    3321.00   119.51   0.0209   0   Good 
01107041 EN191_r09c16_Dep03Ch30_F05/0/07/1    69.06     0.72    3861.00   128.23   0.0203   0   Good 
01107041 EN192_r09c17_Dep03Ch31_F05/0/08/0    58.92     0.73    5299.20   156.55   0.0201   0   Good 
01107041 EN039_r02c18_Dep04Ch00_F20/0/08/3    88.19     0.69    5556.60   144.72   0.0170   0   Good 
01107041 EN040_r02c19_Dep04Ch01_F20/0/09/2    76.44     0.66    4047.00   128.79   0.0195   0   Good 
01107041 EN041_r02c20_Dep04Ch02_F20/0/09/3   113.21     0.63    3478.20   114.93   0.0187   0   Good 
01107041 EN042_r02c21_Dep04Ch03_F20/0/10/2    60.68     0.67    4684.20   137.15   0.0186   0   Good 
01107041 EN061_r03c18_Dep04Ch04_F00/0/08/1    79.12     0.64    4482.60   149.47   0.0222   0   Good 
01107041 EN062_r03c19_Dep04Ch05_F00/0/09/0    61.49     0.65    4686.60   138.88   0.0190   0   Good 
01107041 EN063_r03c20_Dep04Ch06_F00/0/09/1    86.70     0.62    4204.20   132.34   0.0196   0   Good 
01107041 EN064_r03c21_Dep04Ch07_F00/0/10/0    44.72     0.67    4360.20   139.96   0.0206   0   Good 
01107041 EN083_r04c18_Dep04Ch08_F00/0/08/3    72.40     0.67    5164.20   143.81   0.0182   0   Good 
01107041 EN084_r04c19_Dep04Ch09_F00/0/09/2    76.54     0.63    5205.60   154.05   0.0200   0   Good 
01107041 EN085_r04c20_Dep04Ch10_F00/0/09/3   125.60     0.62    4579.80   115.74   0.0144   0   Good 
01107041 EN086_r04c21_Dep04Ch11_F00/0/10/2    57.82     0.60    4853.40   135.21   0.0176   0   Good 
01107041 EN105_r05c18_Dep04Ch12_F01/0/08/1    63.01     0.61    3582.00   117.27   0.0188   0   Good 
01107041 EN106_r05c19_Dep04Ch13_F01/0/09/0    53.21     0.65    5481.00   159.06   0.0199   0   Good 
01107041 EN107_r05c20_Dep04Ch14_F01/0/09/1    61.43     0.65    5237.40   150.67   0.0192   0   Good 
01107041 EN108_r05c21_Dep04Ch15_F01/0/10/0    68.68     0.63    4077.00   135.33   0.0209   0   Good 
01107041 EN127_r06c18_Dep04Ch16_F01/0/08/3    83.23     0.63    3485.40   104.99   0.0158   0   Good 
01107041 EN128_r06c19_Dep04Ch17_F01/0/09/2    61.79     0.64    5082.60   142.57   0.0182   0   Good 
01107041 EN129_r06c20_Dep04Ch18_F01/0/09/3   113.34     0.66    4743.00   139.78   0.0189   0   Good 
01107041 EN130_r06c21_Dep04Ch19_F01/0/10/2    66.88     0.67    4165.20   133.81   0.0201   0   Good 
01107041 EN149_r07c18_Dep04Ch20_F22/0/08/1    56.19     0.65    3553.20   112.28   0.0175   0   Good 
01107041 EN150_r07c19_Dep04Ch21_F22/0/09/0    68.62     0.63    3170.40    97.57   0.0150   0   Good 
01107041 EN151_r07c20_Dep04Ch22_F22/0/09/1    51.62     0.68    3915.00   131.83   0.0209   0   Good 
01107041 EN152_r07c21_Dep04Ch23_F22/0/10/0    95.41     0.65    3753.60   113.47   0.0169   0   Good 
01107041 EN171_r08c18_Dep04Ch24_F22/0/08/3    91.76     0.68    3357.00   105.43   0.0165   0   Good 
01107041 EN172_r08c19_Dep04Ch25_F22/0/09/2    45.96     0.64    3274.80    94.37   0.0135   0   Good 
01107041 EN173_r08c20_Dep04Ch26_F22/0/09/3    80.39     0.65    2322.00    84.43   0.0148   0   Good 
01107041 EN174_r08c21_Dep04Ch27_F22/0/10/2    47.81     0.66    3016.80   101.67   0.0171   0   Good 
01107041 EN193_r09c18_Dep04Ch28_F05/0/08/1    43.93     0.70    5547.00   168.72   0.0214   0   Good 
01107041 EN194_r09c19_Dep04Ch29_F05/0/09/0    99.32     0.64    4302.60   138.47   0.0206   0   Good 
01107041 EN195_r09c20_Dep04Ch30_F05/0/09/1    71.53     0.61    3534.60   120.92   0.0201   0   Good 
01107041 EN196_r09c21_Dep04Ch31_F05/0/10/0    59.60     0.69    2580.60    85.90   0.0139   0   Good 
01107041 EN199_r10c02_Dep05Ch00_F05/0/00/3   103.83     0.69    3297.00   107.46   0.0174   0   Good 
01107041 EN200_r10c03_Dep05Ch01_F05/0/01/2    54.08     0.67    3545.40   109.36   0.0167   0   Good 
01107041 EN201_r10c04_Dep05Ch02_F05/0/01/3    68.89     0.65    3677.40   128.77   0.0214   0   Good 
01107041 EN202_r10c05_Dep05Ch03_F05/0/02/2    68.91     0.68    4601.40   151.48   0.0221   0   Good 
01107041 EN221_r11c02_Dep05Ch04_F06/0/00/1    43.78     0.63    3141.00    98.73   0.0155   0   Good 
01107041 EN222_r11c03_Dep05Ch05_F06/0/01/0    39.43     0.65    4793.40   152.47   0.0214   0   Good 
01107041 EN223_r11c04_Dep05Ch06_F06/0/01/1    46.10     0.68    4100.40   133.82   0.0204   0   Good 
01107041 EN224_r11c05_Dep05Ch07_F06/0/02/0    62.52     0.69    4338.60   151.48   0.0234   0   Good 
01107041 EN243_r12c02_Dep05Ch08_F06/0/00/3    78.85     0.61    3214.20   106.74   0.0177   0   Good 
01107041 EN244_r12c03_Dep05Ch09_F06/0/01/2    75.35     0.66    3546.60   123.81   0.0208   0   Good 
01107041 EN245_r12c04_Dep05Ch10_F06/0/01/3    66.89     0.66    4249.20   142.21   0.0217   0   Good 
01107041 EN246_r12c05_Dep05Ch11_F06/0/02/2    56.03     0.65    4329.00   129.07   0.0183   0   Good 
01107041 EN265_r13c02_Dep05Ch12_F07/0/00/1    39.67     0.65    2787.00    92.32   0.0152   0   Good 
01107041 EN266_r13c03_Dep05Ch13_F07/0/01/0    79.09     0.64    3655.20   118.55   0.0188   0   Good 
01107041 EN267_r13c04_Dep05Ch14_F07/0/01/1    53.52     0.68    3869.40   120.75   0.0183   0   Good 
01107041 EN268_r13c05_Dep05Ch15_F07/0/02/0    74.43     0.68    2951.40    93.99   0.0149   0   Good 
01107041 EN287_r14c02_Dep05Ch16_F07/0/00/3    78.17     0.63    2942.40   104.76   0.0186   0   Good 
01107041 EN288_r14c03_Dep05Ch17_F07/0/01/2    57.76     0.63    2929.80   106.00   0.0191   0   Good 
01107041 EN289_r14c04_Dep05Ch18_F07/0/01/3    78.76     0.68    3914.40   126.03   0.0194   0   Good 
01107041 EN290_r14c05_Dep05Ch19_F07/0/02/2    47.36     0.66    2738.40    98.96   0.0179   0   Good 
01107041 EN309_r15c02_Dep05Ch20_F08/0/00/1    62.93     0.64    2834.40    95.48   0.0160   0   Good 
01107041 EN310_r15c03_Dep05Ch21_F08/0/01/0    60.32     0.68    3015.00    97.26   0.0157   0   Good 
01107041 EN311_r15c04_Dep05Ch22_F08/0/01/1    55.52     0.60    3646.20   114.11   0.0176   0   Good 
01107041 EN312_r15c05_Dep05Ch23_F08/0/02/0    68.26     0.67    3716.40   118.59   0.0185   0   Good 
01107041 EN331_r16c02_Dep05Ch24_F08/0/00/3    76.70     0.60    3539.40   116.19   0.0187   0   Good 
01107041 EN332_r16c03_Dep05Ch25_F08/0/01/2    55.19     0.64    3362.40   111.74   0.0184   0   Good 
01107041 EN333_r16c04_Dep05Ch26_F08/0/01/3    88.16     0.68    4404.00   135.10   0.0193   0   Good 
01107041 EN334_r16c05_Dep05Ch27_F08/0/02/2     0.50     0.00    3637.80   113.73   0.0175   3   Ped Prms 
01107041 EN353_r17c02_Dep05Ch28_F09/0/00/1    32.67     0.64    5185.80   149.46   0.0192   0   Good 
01107041 EN354_r17c03_Dep05Ch29_F09/0/01/0    64.03     0.73    3489.00   109.78   0.0171   0   Good 
01107041 EN355_r17c04_Dep05Ch30_F09/0/01/1    89.06     0.66    3556.80   116.21   0.0186   0   Good 
01107041 EN356_r17c05_Dep05Ch31_F09/0/02/0    85.30     0.69    3885.60   135.93   0.0221   0   Good 
01107041 EN203_r10c06_Dep06Ch00_F05/0/02/3    73.12     0.64    3864.00   127.70   0.0201   0   Good 
01107041 EN204_r10c07_Dep06Ch01_F05/0/03/2    60.82     0.65    4461.60   125.86   0.0170   0   Good 
01107041 EN205_r10c08_Dep06Ch02_F05/0/03/3    50.32     0.66    4738.20   129.09   0.0167   0   Good 
01107041 EN206_r10c09_Dep06Ch03_F05/0/04/2    36.61     0.67    3961.20   127.41   0.0195   0   Good 
01107041 EN225_r11c06_Dep06Ch04_F06/0/02/1    84.76     0.64    3843.60   129.33   0.0206   0   Good 
01107041 EN226_r11c07_Dep06Ch05_F06/0/03/0    65.09     0.66    3027.60   105.27   0.0183   0   Good 
01107041 EN227_r11c08_Dep06Ch06_F06/0/03/1    54.24     0.66    2225.40    83.18   0.0149   0   Good 
01107041 EN228_r11c09_Dep06Ch07_F06/0/04/0    48.76     0.68    4408.20   138.77   0.0201   0   Good 
01107041 EN247_r12c06_Dep06Ch08_F06/0/02/3    63.27     0.63    4204.20   126.78   0.0183   0   Good 
01107041 EN248_r12c07_Dep06Ch09_F06/0/03/2    44.02     0.60    3195.00   106.78   0.0178   0   Good 
01107041 EN249_r12c08_Dep06Ch10_F06/0/03/3    41.94     0.67    2185.80    79.71   0.0136   0   Good 
01107041 EN250_r12c09_Dep06Ch11_F06/0/04/2    40.58     0.64    4267.20   128.90   0.0185   0   Good 
01107041 EN269_r13c06_Dep06Ch12_F07/0/02/1    41.91     0.65    2638.20   110.13   0.0228   0   Good 
01107041 EN270_r13c07_Dep06Ch13_F07/0/03/0    53.04     0.63    3403.80   112.52   0.0184   0   Good 
01107041 EN271_r13c08_Dep06Ch14_F07/0/03/1    30.92     0.64    2286.00    84.00   0.0149   0   Good 
01107041 EN272_r13c09_Dep06Ch15_F07/0/04/0    59.81     0.64    3579.60   110.87   0.0170   0   Good 
01107041 EN291_r14c06_Dep06Ch16_F07/0/02/3    47.41     0.68    2268.60    77.63   0.0122   0   Good 
01107041 EN292_r14c07_Dep06Ch17_F07/0/03/2    70.21     0.64    2968.80    95.99   0.0155   0   Good 
01107041 EN293_r14c08_Dep06Ch18_F07/0/03/3    53.16     0.66    2638.20    89.58   0.0150   0   Good 
01107041 EN294_r14c09_Dep06Ch19_F07/0/04/2    24.55     0.66    3553.80   117.53   0.0190   0   Good 
01107041 EN313_r15c06_Dep06Ch20_F08/0/02/1    50.87     0.63    4104.00   126.85   0.0187   0   Good 
01107041 EN314_r15c07_Dep06Ch21_F08/0/03/0    78.49     0.63    2997.60   105.44   0.0185   0   Good 
01107041 EN315_r15c08_Dep06Ch22_F08/0/03/1    43.27     0.63    2991.60    99.14   0.0164   0   Good 
01107041 EN316_r15c09_Dep06Ch23_F08/0/04/0    58.47     0.66    3514.20   117.35   0.0192   0   Good 
01107041 EN335_r16c06_Dep06Ch24_F08/0/02/3    77.54     0.63    3172.20   111.50   0.0194   0   Good 
01107041 EN336_r16c07_Dep06Ch25_F08/0/03/2    54.82     0.66    3013.80    93.67   0.0145   0   Good 
01107041 EN337_r16c08_Dep06Ch26_F08/0/03/3    87.37     0.67    3256.80    92.01   0.0129   0   Good 
01107041 EN338_r16c09_Dep06Ch27_F08/0/04/2    49.70     0.74    3677.40   118.28   0.0186   0   Good 
01107041 EN357_r17c06_Dep06Ch28_F09/0/02/1    56.96     0.64    2879.40    95.06   0.0156   0   Good 
01107041 EN358_r17c07_Dep06Ch29_F09/0/03/0    50.08     0.66    2375.40    79.19   0.0123   0   Good 
01107041 EN359_r17c08_Dep06Ch30_F09/0/03/1    49.04     0.67    3457.80   109.87   0.0173   0   Good 
01107041 EN360_r17c09_Dep06Ch31_F09/0/04/0  3585.65     0.43      30.00     0.00  -1.6667   5   Ped Led 
01107041 EN207_r10c10_Dep07Ch00_F05/0/04/3    79.79     0.66    4337.40   139.25   0.0206   0   Good 
01107041 EN208_r10c11_Dep07Ch01_F05/0/05/2    64.02     0.62    2755.80    96.10   0.0167   0   Good 
01107041 EN209_r10c12_Dep07Ch02_F05/0/05/3    67.64     0.69    2049.60    84.09   0.0166   0   Good 
01107041 EN210_r10c13_Dep07Ch03_F05/0/06/2    53.57     0.64    3450.60   119.85   0.0202   0   Good 
01107041 EN229_r11c10_Dep07Ch04_F06/0/04/1    63.61     0.69    3679.20   122.19   0.0196   0   Good 
01107041 EN230_r11c11_Dep07Ch05_F06/0/05/0    72.28     0.63    3141.00   110.76   0.0193   0   Good 
01107041 EN231_r11c12_Dep07Ch06_F06/0/05/1    53.90     0.67    2455.20    95.32   0.0185   0   Good 
01107041 EN232_r11c13_Dep07Ch07_F06/0/06/0    45.18     0.64    2726.40   108.94   0.0216   0   Good 
01107041 EN251_r12c10_Dep07Ch08_F06/0/04/3    66.92     0.62    3686.40   129.47   0.0216   0   Good 
01107041 EN252_r12c11_Dep07Ch09_F06/0/05/2    51.31     0.62    2944.20   102.27   0.0178   0   Good 
01107041 EN253_r12c12_Dep07Ch10_F06/0/05/3    81.36     0.67    2864.40   102.92   0.0185   0   Good 
