run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107042 EN670_r31c11_Dep17Ch21_F18/0/05/0    79.05     0.65    3314.40    97.35   0.0143   0   Good 
01107042 EN671_r31c12_Dep17Ch22_F18/0/05/1    48.86     0.66    2869.20    95.20   0.0158   0   Good 
01107042 EN672_r31c13_Dep17Ch23_F18/0/06/0    54.12     0.66    2429.40    81.61   0.0130   0   Good 
01107042 EN691_r32c10_Dep17Ch24_F18/0/04/3    48.09     0.63    2518.80    70.73   0.0082   0   Good 
01107042 EN692_r32c11_Dep17Ch25_F18/0/05/2    47.04     0.69    2313.60    74.37   0.0105   0   Good 
01107042 EN693_r32c12_Dep17Ch26_F18/0/05/3    60.24     0.66    2572.80    81.29   0.0122   0   Good 
01107042 EN694_r32c13_Dep17Ch27_F18/0/06/2    19.62     0.62    2248.80    70.98   0.0093   0   Good 
01107042 EN713_r33c10_Dep17Ch28_F19/0/04/1    60.45     0.65    2509.20    79.09   0.0116   0   Good 
01107042 EN714_r33c11_Dep17Ch29_F19/0/05/0    40.27     0.71    1656.60    50.12   0.0001   0   Good 
01107042 EN715_r33c12_Dep17Ch30_F19/0/05/1    38.05     0.66    1839.00    71.18   0.0115   0   Good 
01107042 EN716_r33c13_Dep17Ch31_F19/0/06/0    42.72     0.68    1842.60    64.23   0.0077   0   Good 
01107042 EN563_r26c14_Dep18Ch00_F13/0/06/3    64.86     0.63    2551.20    79.14   0.0114   0   Good 
01107042 EN564_r26c15_Dep18Ch01_F13/0/07/2    71.50     0.68    2560.20    80.07   0.0117   0   Good 
01107042 EN565_r26c16_Dep18Ch02_F13/0/07/3    60.25     0.66    2268.60    79.01   0.0128   0   Good 
01107042 EN566_r26c17_Dep18Ch03_F13/0/08/2    15.90     0.69    2065.20    69.29   0.0093   0   Good 
01107042 EN585_r27c14_Dep18Ch04_F14/0/06/1    49.60     0.65    2353.20    73.03   0.0098   0   Good 
01107042 EN586_r27c15_Dep18Ch05_F14/0/07/0    66.71     0.64    2415.60    77.82   0.0115   0   Good 
01107042 EN587_r27c16_Dep18Ch06_F14/0/07/1    47.55     0.67    2296.80    69.75   0.0086   0   Good 
01107042 EN588_r27c17_Dep18Ch07_F14/0/08/0    36.30     0.66    1881.00    72.68   0.0121   0   Good 
01107042 EN607_r28c14_Dep18Ch08_F14/0/06/3    86.87     0.64    2196.60    76.32   0.0120   0   Good 
01107042 EN608_r28c15_Dep18Ch09_F14/0/07/2    60.77     0.66    2418.60    86.82   0.0152   0   Good 
01107042 EN609_r28c16_Dep18Ch10_F14/0/07/3    77.14     0.65    2614.80    75.27   0.0097   0   Good 
01107042 EN610_r28c17_Dep18Ch11_F14/0/08/2    32.99     0.65    2032.80    72.88   0.0113   0   Good 
01107042 EN629_r29c14_Dep18Ch12_F22/1/06/1    47.47     0.65    2619.00    85.43   0.0135   0   Good 
01107042 EN630_r29c15_Dep18Ch13_F22/1/07/0    76.04     0.68    1801.80    61.46   0.0064   0   Good 
01107042 EN631_r29c16_Dep18Ch14_F22/1/07/1    48.84     0.67    2012.40    64.02   0.0070   0   Good 
01107042 EN632_r29c17_Dep18Ch15_F22/1/08/0    63.02     0.63    1790.40    63.05   0.0073   0   Good 
01107042 EN651_r30c14_Dep18Ch16_F22/1/06/3    89.05     0.66    2503.20    76.17   0.0105   0   Good 
01107042 EN652_r30c15_Dep18Ch17_F22/1/07/2    69.00     0.69    1624.20    57.71   0.0047   0   Good 
01107042 EN653_r30c16_Dep18Ch18_F22/1/07/3    93.03     0.67    1783.20    59.75   0.0055   0   Good 
01107042 EN654_r30c17_Dep18Ch19_F22/1/08/2    52.70     0.67    1839.60    63.34   0.0073   0   Good 
01107042 EN673_r31c14_Dep18Ch20_F18/0/06/1    57.11     0.70    2643.00    78.40   0.0107   0   Good 
01107042 EN674_r31c15_Dep18Ch21_F18/0/07/0    52.89     0.67    2720.40    81.71   0.0117   0   Good 
01107042 EN675_r31c16_Dep18Ch22_F18/0/07/1    53.50     0.63    2091.00    63.14   0.0063   0   Good 
01107042 EN676_r31c17_Dep18Ch23_F18/0/08/0    52.25     0.67    2508.60    63.32   0.0053   0   Good 
01107042 EN695_r32c14_Dep18Ch24_F18/0/06/3    87.24     0.66    2316.00    69.71   0.0085   0   Good 
01107042 EN696_r32c15_Dep18Ch25_F18/0/07/2    75.69     0.69    2531.40    67.72   0.0070   0   Good 
01107042 EN697_r32c16_Dep18Ch26_F18/0/07/3    72.54     0.61    2724.00    76.60   0.0098   0   Good 
01107042 EN698_r32c17_Dep18Ch27_F18/0/08/2    30.94     0.69    2826.00    76.37   0.0093   0   Good 
01107042 EN717_r33c14_Dep18Ch28_F19/0/06/1    46.99     0.70    1930.20    64.65   0.0076   0   Good 
01107042 EN718_r33c15_Dep18Ch29_F19/0/07/0    77.07     0.67    2134.20    66.95   0.0079   0   Good 
01107042 EN719_r33c16_Dep18Ch30_F19/0/07/1    54.33     0.70    2361.60    67.89   0.0076   0   Good 
01107042 EN720_r33c17_Dep18Ch31_F19/0/08/0    50.45     0.69    2528.40    71.76   0.0086   0   Good 
01107042 EN567_r26c18_Dep19Ch00_F13/0/08/3    57.87     0.61    2238.00    85.28   0.0158   0   Good 
01107042 EN568_r26c19_Dep19Ch01_F13/0/09/2    44.79     0.66    2223.00    76.07   0.0117   0   Good 
01107042 EN569_r26c20_Dep19Ch02_F13/0/09/3    64.57     0.66    1612.80    64.50   0.0090   0   Good 
01107042 EN570_r26c21_Dep19Ch03_F13/0/10/2    12.88     0.65    1198.20    49.08  -0.0008   0   Good 
01107042 EN589_r27c18_Dep19Ch04_F14/0/08/1    58.30     0.67    1989.00    67.55   0.0088   0   Good 
01107042 EN590_r27c19_Dep19Ch05_F14/0/09/0    84.97     0.61    2326.20    72.92   0.0099   0   Good 
01107042 EN591_r27c20_Dep19Ch06_F14/0/09/1    53.30     0.64    1998.00    76.37   0.0132   0   Good 
01107042 EN592_r27c21_Dep19Ch07_F14/0/10/0    91.35     0.65    1759.80    69.48   0.0111   0   Good 
01107042 EN611_r28c18_Dep19Ch08_F14/0/08/3    83.26     0.62    2122.20    73.32   0.0110   0   Good 
01107042 EN612_r28c19_Dep19Ch09_F14/0/09/2    70.97     0.67    2470.80    72.44   0.0091   0   Good 
01107042 EN613_r28c20_Dep19Ch10_F14/0/09/3    48.91     0.65    2669.40    85.90   0.0135   0   Good 
01107042 EN614_r28c21_Dep19Ch11_F14/0/10/2    62.56     0.67    1921.80    73.71   0.0123   0   Good 
01107042 EN633_r29c18_Dep19Ch12_F22/1/08/1    37.96     0.67    1963.80    74.39   0.0124   0   Good 
01107042 EN634_r29c19_Dep19Ch13_F22/1/09/0    52.02     0.63    1767.60    63.45   0.0076   0   Good 
01107042 EN635_r29c20_Dep19Ch14_F22/1/09/1    21.61     0.64    2145.60    66.07   0.0075   0   Good 
01107042 EN636_r29c21_Dep19Ch15_F22/1/10/0    54.78     0.67    1836.60    69.92   0.0108   0   Good 
01107042 EN655_r30c18_Dep19Ch16_F22/1/08/3    65.33     0.64    2167.80    82.12   0.0148   0   Good 
01107042 EN656_r30c19_Dep19Ch17_F22/1/09/2    54.80     0.67    1639.20    52.57   0.0016   0   Good 
01107042 EN657_r30c20_Dep19Ch18_F22/1/09/3    56.64     0.65    1966.80    72.54   0.0115   0   Good 
01107042 EN658_r30c21_Dep19Ch19_F22/1/10/2    37.39     0.70    1665.60    61.55   0.0069   0   Good 
01107042 EN677_r31c18_Dep19Ch20_F18/0/08/1    91.02     0.67    2965.80    87.88   0.0128   0   Good 
01107042 EN678_r31c19_Dep19Ch21_F18/0/09/0   102.68     0.63    2596.20    83.51   0.0129   0   Good 
01107042 EN679_r31c20_Dep19Ch22_F18/0/09/1    69.55     0.65    3058.80    83.78   0.0110   0   Good 
01107042 EN680_r31c21_Dep19Ch23_F18/0/10/0   124.19     0.63    2425.20    75.27   0.0104   0   Good 
01107042 EN699_r32c18_Dep19Ch24_F18/0/08/3    68.59     0.65    2700.60    79.37   0.0109   0   Good 
01107042 EN700_r32c19_Dep19Ch25_F18/0/09/2    77.31     0.63    3006.60    84.81   0.0116   0   Good 
01107042 EN701_r32c20_Dep19Ch26_F18/0/09/3    74.62     0.68    2501.40    79.91   0.0120   0   Good 
01107042 EN702_r32c21_Dep19Ch27_F18/0/10/2    55.45     0.65    2170.20    65.76   0.0073   0   Good 
01107042 EN721_r33c18_Dep19Ch28_F19/0/08/1    52.95     0.71    2728.80    76.36   0.0097   0   Good 
01107042 EN722_r33c19_Dep19Ch29_F19/0/09/0    44.49     0.76    1758.60    60.42   0.0059   0   Good 
01107042 EN723_r33c20_Dep19Ch30_F19/0/09/1    64.53     0.68    1753.80    63.42   0.0076   0   Good 
01107042 EN724_r33c21_Dep19Ch31_F19/0/10/0    67.49     0.66    1902.00    64.62   0.0077   0   Good 
01107042 EN000_r01c01_Dep20Ch00_F20/0/00/0    70.49     0.68    2652.60    95.36   0.0171   0   Good 
01107042 EN001_r01c02_Dep20Ch01_F20/0/00/1    62.90     0.71    2848.20    97.29   0.0166   0   Good 
01107042 EN002_r01c03_Dep20Ch02_F20/0/01/0    60.34     0.71    2832.00    91.98   0.0148   0   Good 
01107042 EN003_r01c04_Dep20Ch03_F20/0/01/1    37.93     0.69    2583.60    97.24   0.0183   0   Good 
01107042 EN004_r01c05_Dep20Ch04_F20/0/02/0    54.46     0.69    2288.40    81.62   0.0138   0   Good 
01107042 EN005_r01c06_Dep20Ch05_F20/0/02/1    86.27     0.74    1878.60    65.01   0.0080   0   Good 
01107042 EN006_r01c07_Dep20Ch06_F20/0/03/0    52.02     0.73    1767.60    70.44   0.0116   0   Good 
01107042 EN007_r01c08_Dep20Ch07_F20/0/03/1    61.08     0.69    1278.00    50.20   0.0002   0   Good 
01107042 EN008_r01c09_Dep20Ch08_F20/0/04/0    53.01     0.68    1758.00    61.77   0.0067   0   Good 
01107042 EN009_r01c10_Dep20Ch09_F20/0/04/1    48.36     0.63    2063.40    74.41   0.0118   0   Good 
01107042 EN010_r01c11_Dep20Ch10_F20/0/05/0    62.72     0.72    1120.20    48.78  -0.0011   0   Good 
01107042 EN011_r01c12_Dep20Ch11_F20/0/05/1    41.50     0.68    1713.00    76.54   0.0155   0   Good 
01107042 EN012_r01c13_Dep20Ch12_F20/0/06/0    41.29     0.71    1854.60    73.04   0.0124   0   Good 
01107042 EN013_r01c14_Dep20Ch13_F20/0/06/1    52.61     0.69    1840.20    65.21   0.0083   0   Good 
01107042 EN014_r01c15_Dep20Ch14_F20/0/07/0    66.76     0.73    2342.40    80.24   0.0129   0   Good 
01107042 EN015_r01c16_Dep20Ch15_F20/0/07/1    66.20     0.70    2023.80    73.41   0.0116   0   Good 
01107042 EN016_r01c17_Dep20Ch16_F20/0/08/0    79.63     0.73    2248.20    74.68   0.0110   0   Good 
01107042 EN017_r01c18_Dep20Ch17_F20/0/08/1    45.71     0.74    2322.00    69.97   0.0086   0   Good 
01107042 EN018_r01c19_Dep20Ch18_F20/0/09/0    61.14     0.71    1942.20    69.79   0.0102   0   Good 
01107042 EN019_r01c20_Dep20Ch19_F20/0/09/1    28.99     0.76    1852.20    75.73   0.0139   0   Good 
01107042 EN020_r01c21_Dep20Ch20_F20/0/10/0    52.74     0.74    2115.00    71.18   0.0100   0   Good 
01107042 EN021_r01c22_Dep20Ch21_F20/0/10/1    59.62     0.68    2333.40    71.95   0.0094   0   Good 
01107042 EN726_r34c01_Dep21Ch00_F19/0/00/2    47.94     0.64    1411.80    57.83   0.0055   0   Good 
01107042 EN727_r34c02_Dep21Ch01_F19/0/00/3    69.20     0.62    1375.80    46.67  -0.0024   0   Good 
01107042 EN728_r34c03_Dep21Ch02_F19/0/01/2    91.40     0.61    1998.60    57.98   0.0040   0   Good 
01107042 EN729_r34c04_Dep21Ch03_F19/0/01/3    74.05     0.64    1794.60    55.70   0.0032   0   Good 
01107042 EN730_r34c05_Dep21Ch04_F19/0/02/2    68.19     0.61    1663.20    49.90  -0.0001   0   Good 
01107042 EN731_r34c06_Dep21Ch05_F19/0/02/3    96.59     0.64    1594.80    60.41   0.0065   0   Good 
01107042 EN732_r34c07_Dep21Ch06_F19/0/03/2    45.55     0.58    1939.20    63.15   0.0068   0   Good 
01107042 EN733_r34c08_Dep21Ch07_F19/0/03/3    44.79     0.65    2028.00    67.08   0.0084   0   Good 
01107042 EN734_r34c09_Dep21Ch08_F19/0/04/2    61.30     0.59    2370.60    73.24   0.0098   0   Good 
01107042 EN735_r34c10_Dep21Ch09_F19/0/04/3    56.72     0.63    2431.80    74.19   0.0099   0   Good 
01107042 EN736_r34c11_Dep21Ch10_F19/0/05/2    81.68     0.64    1806.00    70.48   0.0113   0   Good 
01107042 EN737_r34c12_Dep21Ch11_F19/0/05/3    44.26     0.62    1651.20    61.18   0.0068   0   Good 
01107042 EN738_r34c13_Dep21Ch12_F19/0/06/2    58.39     0.63    1846.20    63.98   0.0076   0   Good 
01107042 EN739_r34c14_Dep21Ch13_F19/0/06/3    56.45     0.61    1797.00    53.24   0.0018   0   Good 
01107042 EN740_r34c15_Dep21Ch14_F19/0/07/2    66.53     0.63    2007.60    65.13   0.0075   0   Good 
01107042 EN741_r34c16_Dep21Ch15_F19/0/07/3    49.22     0.59    1564.80    45.04  -0.0032   0   Good 
01107042 EN742_r34c17_Dep21Ch16_F19/0/08/2    50.24     0.63    2095.20    63.03   0.0062   0   Good 
01107042 EN743_r34c18_Dep21Ch17_F19/0/08/3    55.92     0.61    2482.20    72.82   0.0092   0   Good 
01107042 EN744_r34c19_Dep21Ch18_F19/0/09/2   138.43     0.70    1931.40    65.56   0.0081   0   Good 
01107042 EN745_r34c20_Dep21Ch19_F19/0/09/3    51.42     0.65    2032.20    62.73   0.0063   0   Good 
01107042 EN746_r34c21_Dep21Ch20_F19/0/10/2    65.47     0.63    2200.80    74.64   0.0112   0   Good 
01107042 EN747_r34c22_Dep21Ch21_F19/0/10/3    97.98     0.62    1918.80    58.47   0.0044   0   Good 
01107042 EN022_r02c01_Dep22Ch00_F20/0/00/2    69.62     0.64    2359.20    81.56   0.0134   0   Good 
01107042 EN044_r03c01_Dep22Ch01_F00/0/00/0    61.14     0.63    1889.40    68.14   0.0096   0   Good 
01107042 EN066_r04c01_Dep22Ch02_F00/0/00/2    94.86     0.65    1803.00    53.92   0.0022   0   Good 
01107042 EN088_r05c01_Dep22Ch03_F01/0/00/0    44.89     0.66    2764.80    93.79   0.0158   0   Good 
01107042 EN110_r06c01_Dep22Ch04_F01/0/00/2    69.49     0.65    2363.40    84.81   0.0147   0   Good 
01107042 EN132_r07c01_Dep22Ch05_F22/0/00/0    40.41     0.57    1734.60    63.55   0.0078   0   Good 
01107042 EN154_r08c01_Dep22Ch06_F22/0/00/2    60.45     0.67    1614.60    56.98   0.0043   0   Good 
01107042 EN176_r09c01_Dep22Ch07_F05/0/00/0    74.54     0.56    1298.40    50.93   0.0007   0   Good 
01107042 EN198_r10c01_Dep22Ch08_F05/0/00/2    69.40     0.62    1573.20    60.64   0.0068   0   Good 
01107042 EN220_r11c01_Dep22Ch09_F06/0/00/0   268.57     0.27     312.86   120.91   0.2267  11   Ped Prms Lrat 
01107042 EN242_r12c01_Dep22Ch10_F06/0/00/2    51.92     0.64    1409.40    51.96   0.0014   0   Good 
01107042 EN264_r13c01_Dep22Ch11_F07/0/00/0    48.27     0.64    1118.40    51.63   0.0015   0   Good 
01107042 EN286_r14c01_Dep22Ch12_F07/0/00/2    45.90     0.63    1647.60    63.45   0.0082   0   Good 
01107042 EN308_r15c01_Dep22Ch13_F08/0/00/0    45.71     0.65    1687.20    57.41   0.0044   0   Good 
01107042 EN330_r16c01_Dep22Ch14_F08/0/00/2    57.71     0.66    2000.40    73.35   0.0117   0   Good 
01107042 EN352_r17c01_Dep22Ch15_F09/0/00/0    47.53     0.67    2600.40    83.45   0.0129   0   Good 
01107042 EN374_r18c01_Dep22Ch16_F09/0/00/2    63.96     0.68    2620.20    86.56   0.0140   0   Good 
01107042 EN396_r19c01_Dep22Ch17_F10/0/00/0    76.37     0.69    2221.20    73.72   0.0107   0   Good 
01107042 EN418_r20c01_Dep22Ch18_F10/0/00/2    69.92     0.64    1819.20    64.83   0.0082   0   Good 
01107042 EN440_r21c01_Dep22Ch19_F11/0/00/0    36.70     0.70    1699.80    57.58   0.0045   0   Good 
01107042 EN462_r22c01_Dep22Ch20_F11/0/00/2   107.21     0.64    1331.40    50.70   0.0005   0   Good 
01107042 EN484_r23c01_Dep22Ch21_F12/0/00/0    85.78     0.67    1441.80    64.32   0.0099   0   Good 
01107042 EN506_r24c01_Dep22Ch22_F12/0/00/2    50.70     0.66    1239.00    58.40   0.0068   0   Good 
01107042 EN528_r25c01_Dep22Ch23_F13/0/00/0    73.08     0.63    1676.40    62.54   0.0075   0   Good 
01107042 EN550_r26c01_Dep22Ch24_F13/0/00/2    83.42     0.63    1440.60    65.45   0.0107   0   Good 
01107042 EN572_r27c01_Dep22Ch25_F14/0/00/0    58.37     0.69    1977.00    69.65   0.0099   0   Good 
01107042 EN594_r28c01_Dep22Ch26_F14/0/00/2    79.63     0.64    2029.20    65.66   0.0077   0   Good 
01107042 EN616_r29c01_Dep22Ch27_F22/1/00/0    40.87     0.67    2254.20    80.61   0.0136   0   Good 
01107042 EN638_r30c01_Dep22Ch28_F22/1/00/2    71.52     0.66    1729.20    63.99   0.0081   0   Good 
01107042 EN660_r31c01_Dep22Ch29_F18/0/00/0    65.11     0.72    2571.00    67.55   0.0068   0   Good 
01107042 EN682_r32c01_Dep22Ch30_F18/0/00/2    44.61     0.72    2124.60    64.12   0.0066   0   Good 
01107042 EN704_r33c01_Dep22Ch31_F19/0/00/0    76.81     0.67    1540.20    53.03   0.0020   0   Good 
01107042 EN043_r02c22_Dep23Ch00_F20/0/10/3    58.35     0.62    1791.00    60.82   0.0060   0   Good 
01107042 EN065_r03c22_Dep23Ch01_F00/0/10/1    87.82     0.62    1752.00    68.67   0.0107   0   Good 
01107042 EN087_r04c22_Dep23Ch02_F00/0/10/3    68.69     0.60    1894.20    68.54   0.0098   0   Good 
01107042 EN109_r05c22_Dep23Ch03_F01/0/10/1    33.84     0.62    1486.80    58.22   0.0055   0   Good 
01107042 EN131_r06c22_Dep23Ch04_F01/0/10/3    70.92     0.62    1540.20    58.21   0.0053   0   Good 
01107042 EN153_r07c22_Dep23Ch05_F22/0/10/1    62.06     0.63    1669.80    61.22   0.0067   0   Good 
01107042 EN175_r08c22_Dep23Ch06_F22/0/10/3    55.14     0.59    1436.40    57.75   0.0054   0   Good 
01107042 EN197_r09c22_Dep23Ch07_F05/0/10/1    49.22     0.62     884.40    38.06  -0.0135   0   Good 
01107042 EN219_r10c22_Dep23Ch08_F05/0/10/3    84.77     0.58    1011.60    43.70  -0.0062   0   Good 
01107042 EN241_r11c22_Dep23Ch09_F06/0/10/1    66.44     0.61    1166.40    50.78   0.0007   0   Good 
01107042 EN263_r12c22_Dep23Ch10_F06/0/10/3    78.76     0.64    1086.00    53.67   0.0034   0   Good 
01107042 EN285_r13c22_Dep23Ch11_F07/0/10/1    50.23     0.63    1031.40    41.30  -0.0084   0   Good 
01107042 EN307_r14c22_Dep23Ch12_F07/0/10/3    52.16     0.65     886.80    45.76  -0.0048   0   Good 
01107042 EN329_r15c22_Dep23Ch13_F08/0/10/1    73.66     0.63    1164.60    50.98   0.0008   0   Good 
01107042 EN351_r16c22_Dep23Ch14_F08/0/10/3    81.78     0.63    1510.20    60.63   0.0070   0   Good 
01107042 EN373_r17c22_Dep23Ch15_F09/0/10/1    66.09     0.56    1411.80    60.27   0.0073   0   Good 
01107042 EN395_r18c22_Dep23Ch16_F09/0/10/3    91.84     0.60    1593.00    60.22   0.0064   0   Good 
01107042 EN417_r19c22_Dep23Ch17_F10/0/10/1    60.77     0.59    1263.60    55.85   0.0046   0   Good 
01107042 EN439_r20c22_Dep23Ch18_F10/0/10/3    59.63     0.61    1161.60    55.00   0.0043   0   Good 
01107042 EN461_r21c22_Dep23Ch19_F11/0/10/1    32.97     0.63    1803.00    65.38   0.0085   0   Good 
01107042 EN483_r22c22_Dep23Ch20_F11/0/10/3    48.45     0.63    1723.80    71.93   0.0127   0   Good 
01107042 EN505_r23c22_Dep23Ch21_F12/0/10/1    66.59     0.62    1551.00    59.02   0.0058   0   Good 
01107042 EN527_r24c22_Dep23Ch22_F12/0/10/3    45.31     0.69    1654.20    64.76   0.0089   0   Good 
01107042 EN549_r25c22_Dep23Ch23_F13/0/10/1    51.52     0.62    1398.00    54.99   0.0036   0   Good 
01107042 EN571_r26c22_Dep23Ch24_F13/0/10/3    74.97     0.66    1608.60    65.56   0.0097   0   Good 
01107042 EN593_r27c22_Dep23Ch25_F14/0/10/1    51.94     0.62    1557.00    63.14   0.0084   0   Good 
01107042 EN615_r28c22_Dep23Ch26_F14/0/10/3    79.07     0.65    1574.40    60.96   0.0070   0   Good 
01107042 EN637_r29c22_Dep23Ch27_F22/1/10/1    57.91     0.71    1511.40    58.60   0.0057   0   Good 
01107042 EN659_r30c22_Dep23Ch28_F22/1/10/3    64.64     0.60    1523.40    61.71   0.0077   0   Good 
01107042 EN681_r31c22_Dep23Ch29_F18/0/10/1    52.51     0.63    1948.80    65.72   0.0081   0   Good 
01107042 EN703_r32c22_Dep23Ch30_F18/0/10/3    67.86     0.62    2233.80    77.24   0.0122   0   Good 
01107042 EN725_r33c22_Dep23Ch31_F19/0/10/1   263.43     0.25    1321.20    87.56   0.0284  11   Ped Prms Lrat 
01107042 ES023_r02c02_Dep00Ch00_F20/0/00/2    81.79     0.65    1867.20    55.50   0.0029   0   Good 
01107042 ES024_r02c03_Dep00Ch01_F20/0/01/3    53.75     0.66    1995.60    61.84   0.0059   0   Good 
01107042 ES025_r02c04_Dep00Ch02_F20/0/01/2    86.08     0.63    2413.20    75.46   0.0105   0   Good 
01107042 ES026_r02c05_Dep00Ch03_F20/0/02/3    69.00     0.62    2263.20    75.70   0.0114   0   Good 
01107042 ES045_r03c02_Dep00Ch04_F00/0/00/0    72.89     0.65    2131.80    75.64   0.0120   0   Good 
01107042 ES046_r03c03_Dep00Ch05_F00/0/01/1    78.43     0.62    2118.00    76.84   0.0127   0   Good 
01107042 ES047_r03c04_Dep00Ch06_F00/0/01/0    97.76     0.65    2332.20    78.99   0.0124   0   Good 
01107042 ES048_r03c05_Dep00Ch07_F00/0/02/1    49.84     0.63    3384.00   105.81   0.0165   0   Good 
01107042 ES067_r04c02_Dep00Ch08_F00/0/00/2    66.06     0.60    2229.00    64.83   0.0067   0   Good 
01107042 ES068_r04c03_Dep00Ch09_F00/0/01/3    45.06     0.63    2430.00    78.23   0.0116   0   Good 
01107042 ES069_r04c04_Dep00Ch10_F00/0/01/2    64.73     0.61    2091.60    76.14   0.0125   0   Good 
01107042 ES070_r04c05_Dep00Ch11_F00/0/02/3    40.61     0.64    3410.40    92.65   0.0125   0   Good 
01107042 ES089_r05c02_Dep00Ch12_F01/0/00/0    44.54     0.61    1974.00    63.50   0.0068   0   Good 
01107042 ES090_r05c03_Dep00Ch13_F01/0/01/1   100.61     0.62    2053.80    67.27   0.0084   0   Good 
01107042 ES091_r05c04_Dep00Ch14_F01/0/01/0    42.31     0.65    2737.20    93.06   0.0157   0   Good 
01107042 ES092_r05c05_Dep00Ch15_F01/0/02/1    44.57     0.66    2244.00    77.54   0.0123   0   Good 
01107042 ES111_r06c02_Dep00Ch16_F01/0/00/2    86.09     0.65    2092.80    80.40   0.0145   0   Good 
01107042 ES112_r06c03_Dep00Ch17_F01/0/01/3    63.73     0.65    1901.40    65.56   0.0082   0   Good 
01107042 ES113_r06c04_Dep00Ch18_F01/0/01/2    91.79     0.62    1914.60    62.41   0.0065   0   Good 
01107042 ES114_r06c05_Dep00Ch19_F01/0/02/3    69.97     0.66    1910.40    61.90   0.0062   0   Good 
01107042 ES133_r07c02_Dep00Ch20_F22/0/00/0    47.87     0.62    1924.20    70.61   0.0107   0   Good 
01107042 ES134_r07c03_Dep00Ch21_F22/0/01/1    69.99     0.62    2426.40    77.69   0.0114   0   Good 
01107042 ES135_r07c04_Dep00Ch22_F22/0/01/0    66.92     0.66    2178.00    72.50   0.0103   0   Good 
01107042 ES136_r07c05_Dep00Ch23_F22/0/02/1    74.90     0.67    2539.80    84.45   0.0136   0   Good 
01107042 ES155_r08c02_Dep00Ch24_F22/0/00/2    56.46     0.68    1191.00    46.77  -0.0027   0   Good 
01107042 ES156_r08c03_Dep00Ch25_F22/0/01/3    92.55     0.68    2062.80    69.60   0.0095   0   Good 
01107042 ES157_r08c04_Dep00Ch26_F22/0/01/2    67.89     0.66    1800.60    62.06   0.0067   0   Good 
01107042 ES158_r08c05_Dep00Ch27_F22/0/02/3    38.66     0.65    2265.00    75.12   0.0111   0   Good 
01107042 ES177_r09c02_Dep00Ch28_F05/0/00/0    57.15     0.67    1817.40    69.09   0.0105   0   Good 
01107042 ES178_r09c03_Dep00Ch29_F05/0/01/1    34.88     0.73    1606.20    62.85   0.0080   0   Good 
01107042 ES179_r09c04_Dep00Ch30_F05/0/01/0    59.73     0.65    1936.20    69.38   0.0100   0   Good 
01107042 ES180_r09c05_Dep00Ch31_F05/0/02/1    76.80     0.63    2454.00    75.42   0.0104   0   Good 
01107042 ES027_r02c06_Dep01Ch00_F20/0/02/2    69.03     0.63    1939.80    67.38   0.0090   0   Good 
01107042 ES028_r02c07_Dep01Ch01_F20/0/03/3    39.11     0.66    1785.00    60.82   0.0061   0   Good 
01107042 ES029_r02c08_Dep01Ch02_F20/0/03/2    64.58     0.65    1784.40    66.34   0.0092   0   Good 
01107042 ES030_r02c09_Dep01Ch03_F20/0/04/3    47.46     0.65    2001.60    62.94   0.0065   0   Good 
01107042 ES049_r03c06_Dep01Ch04_F00/0/02/0    63.13     0.70    3280.20    97.14   0.0144   0   Good 
01107042 ES050_r03c07_Dep01Ch05_F00/0/03/1    75.12     0.66    2504.40    81.00   0.0124   0   Good 
01107042 ES051_r03c08_Dep01Ch06_F00/0/03/0    61.61     0.64    2686.20    80.43   0.0113   0   Good 
01107042 ES052_r03c09_Dep01Ch07_F00/0/04/1    74.60     0.61    1326.60    52.23   0.0017   0   Good 
01107042 ES071_r04c06_Dep01Ch08_F00/0/02/2    82.47     0.62    2784.00    81.17   0.0112   0   Good 
01107042 ES072_r04c07_Dep01Ch09_F00/0/03/3    67.08     0.65    2307.00    76.54   0.0115   0   Good 
01107042 ES073_r04c08_Dep01Ch10_F00/0/03/2   104.88     0.68    2377.80    78.53   0.0120   0   Good 
01107042 ES074_r04c09_Dep01Ch11_F00/0/04/3    88.95     0.62    1758.60    60.42   0.0059   0   Good 
01107042 ES093_r05c06_Dep01Ch12_F01/0/02/0    39.64     0.65    1626.00    59.40   0.0058   0   Good 
01107042 ES094_r05c07_Dep01Ch13_F01/0/03/1    72.70     0.63    2450.40    77.41   0.0112   0   Good 
01107042 ES095_r05c08_Dep01Ch14_F01/0/03/0    56.48     0.69    2592.00    73.73   0.0092   0   Good 
01107042 ES096_r05c09_Dep01Ch15_F01/0/04/1    69.41     0.63    2115.00    68.08   0.0085   0   Good 
01107042 ES115_r06c06_Dep01Ch16_F01/0/02/2   104.83     0.66    1986.60    68.36   0.0092   0   Good 
01107042 ES116_r06c07_Dep01Ch17_F01/0/03/3    46.52     0.66    2637.60    83.32   0.0126   0   Good 
01107042 ES117_r06c08_Dep01Ch18_F01/0/03/2    61.70     0.63    2326.80    72.04   0.0095   0   Good 
01107042 ES118_r06c09_Dep01Ch19_F01/0/04/3    29.73     0.67    2184.60    68.46   0.0085   0   Good 
01107042 ES137_r07c06_Dep01Ch20_F22/0/02/0    54.82     0.67    2121.00    73.67   0.0112   0   Good 
