run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107042 EN118_r06c09_Dep01Ch19_F01/0/04/2    32.41     0.64    1951.20    67.34   0.0089   0   Good 
01107042 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.30     0.65    1946.40    67.25   0.0089   0   Good 
01107042 EN138_r07c07_Dep01Ch21_F22/0/03/0    66.53     0.64    2235.60    81.00   0.0139   0   Good 
01107042 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.56     0.63    2839.80    86.14   0.0127   0   Good 
01107042 EN140_r07c09_Dep01Ch23_F22/0/04/0   111.00     0.65    2166.00    75.42   0.0117   0   Good 
01107042 EN159_r08c06_Dep01Ch24_F22/0/02/3    92.42     0.60    2323.20    78.95   0.0125   0   Good 
01107042 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.89     0.64    2252.40    75.38   0.0113   0   Good 
01107042 EN161_r08c08_Dep01Ch26_F22/0/03/3    98.18     0.63    2695.80    83.25   0.0123   0   Good 
01107042 EN162_r08c09_Dep01Ch27_F22/0/04/2    38.64     0.74    1884.60    66.32   0.0087   0   Good 
01107042 EN181_r09c06_Dep01Ch28_F05/0/02/1    59.61     0.63    2268.00    74.70   0.0109   0   Good 
01107042 EN182_r09c07_Dep01Ch29_F05/0/03/0    79.29     0.67    2657.40    85.40   0.0133   0   Good 
01107042 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.41     0.62    2571.00    88.74   0.0151   0   Good 
01107042 EN184_r09c09_Dep01Ch31_F05/0/04/0    29.06     0.62    1993.20    69.50   0.0098   0   Good 
01107042 EN031_r02c10_Dep02Ch00_F20/0/04/3    82.09     0.64    1943.40    68.88   0.0097   0   Good 
01107042 EN032_r02c11_Dep02Ch01_F20/0/05/2  3040.50     0.00       0.00     0.00   0.0000   7   Ped Prms Led 
01107042 EN033_r02c12_Dep02Ch02_F20/0/05/3    95.47     0.55    1237.80    57.33   0.0059   0   Good 
01107042 EN034_r02c13_Dep02Ch03_F20/0/06/2    92.59     0.63    1203.60    54.54   0.0038   0   Good 
01107042 EN053_r03c10_Dep02Ch04_F00/0/04/1    65.91     0.62    1725.60    61.55   0.0067   0   Good 
01107042 EN054_r03c11_Dep02Ch05_F00/0/05/0    57.56     0.60    1449.00    49.75  -0.0002   0   Good 
01107042 EN055_r03c12_Dep02Ch06_F00/0/05/1    65.47     0.63    1294.80    53.45   0.0027   0   Good 
01107042 EN056_r03c13_Dep02Ch07_F00/0/06/0    83.68     0.60    1855.80    64.76   0.0080   0   Good 
01107042 EN075_r04c10_Dep02Ch08_F00/0/04/3    73.62     0.63    1879.20    67.55   0.0093   0   Good 
01107042 EN076_r04c11_Dep02Ch09_F00/0/05/2    40.79     0.58    1353.00    55.88   0.0043   0   Good 
01107042 EN077_r04c12_Dep02Ch10_F00/0/05/3    46.38     0.63    1642.20    62.15   0.0074   0   Good 
01107042 EN078_r04c13_Dep02Ch11_F00/0/06/2    28.66     0.63    1736.40    66.45   0.0095   0   Good 
01107042 EN097_r05c10_Dep02Ch12_F01/0/04/1    42.11     0.64    1520.40    54.15   0.0027   0   Good 
01107042 EN098_r05c11_Dep02Ch13_F01/0/05/0    57.78     0.64    1489.20    52.22   0.0015   0   Good 
01107042 EN099_r05c12_Dep02Ch14_F01/0/05/1    49.16     0.65    1369.80    56.32   0.0046   0   Good 
01107042 EN100_r05c13_Dep02Ch15_F01/0/06/0    75.17     0.64    1827.60    70.95   0.0115   0   Good 
01107042 EN119_r06c10_Dep02Ch16_F01/0/04/3    75.33     0.60    1917.00    69.13   0.0100   0   Good 
01107042 EN120_r06c11_Dep02Ch17_F01/0/05/2    55.08     0.64    1671.00    64.83   0.0089   0   Good 
01107042 EN121_r06c12_Dep02Ch18_F01/0/05/3    60.77     0.63    1366.80    52.36   0.0017   0   Good 
01107042 EN122_r06c13_Dep02Ch19_F01/0/06/2    44.77     0.65    2033.40    65.12   0.0074   0   Good 
01107042 EN141_r07c10_Dep02Ch20_F22/0/04/1    33.89     0.62    2016.00    76.60   0.0132   0   Good 
01107042 EN142_r07c11_Dep02Ch21_F22/0/05/0    67.47     0.58    1719.00    71.18   0.0123   0   Good 
01107042 EN143_r07c12_Dep02Ch22_F22/0/05/1    39.34     0.58    1209.60    51.77   0.0015   0   Good 
01107042 EN144_r07c13_Dep02Ch23_F22/0/06/0    66.93     0.62    1693.20    58.22   0.0049   0   Good 
01107042 EN163_r08c10_Dep02Ch24_F22/0/04/3    48.14     0.63    1651.20    65.17   0.0092   0   Good 
01107042 EN164_r08c11_Dep02Ch25_F22/0/05/2    49.01     0.61    1572.60    62.52   0.0080   0   Good 
01107042 EN165_r08c12_Dep02Ch26_F22/0/05/3    54.64     0.61    1278.60    63.32   0.0104   0   Good 
01107042 EN166_r08c13_Dep02Ch27_F22/0/06/2    41.24     0.61    1585.80    61.92   0.0075   0   Good 
01107042 EN185_r09c10_Dep02Ch28_F05/0/04/1    30.43     0.65    1923.60    79.74   0.0155   0   Good 
01107042 EN186_r09c11_Dep02Ch29_F05/0/05/0    52.76     0.66    1235.40    50.27   0.0002   0   Good 
01107042 EN187_r09c12_Dep02Ch30_F05/0/05/1    79.88     0.61     978.00    48.74  -0.0013   0   Good 
01107042 EN188_r09c13_Dep02Ch31_F05/0/06/0    45.92     0.65    1948.20    75.64   0.0132   0   Good 
01107042 EN035_r02c14_Dep03Ch00_F20/0/06/3    57.91     0.67    1537.80    59.79   0.0064   0   Good 
01107042 EN036_r02c15_Dep03Ch01_F20/0/07/2    43.02     0.70    2497.20    89.91   0.0160   0   Good 
01107042 EN037_r02c16_Dep03Ch02_F20/0/07/3    71.28     0.70    2413.20    75.93   0.0107   0   Good 
01107042 EN038_r02c17_Dep03Ch03_F20/0/08/2    36.23     0.69    2382.60    77.44   0.0115   0   Good 
01107042 EN057_r03c14_Dep03Ch04_F00/0/06/1    59.42     0.68    2261.40    77.63   0.0122   0   Good 
01107042 EN058_r03c15_Dep03Ch05_F00/0/07/0    74.07     0.68    2731.20    90.59   0.0149   0   Good 
01107042 EN059_r03c16_Dep03Ch06_F00/0/07/1    42.25     0.71    2634.00    86.95   0.0140   0   Good 
01107042 EN060_r03c17_Dep03Ch07_F00/0/08/0    70.02     0.69    2298.60    66.65   0.0072   0   Good 
01107042 EN079_r04c14_Dep03Ch08_F00/0/06/3    82.77     0.63    2138.40    65.74   0.0074   0   Good 
01107042 EN080_r04c15_Dep03Ch09_F00/0/07/2    67.40     0.67    2310.00    74.94   0.0108   0   Good 
01107042 EN081_r04c16_Dep03Ch10_F00/0/07/3    84.59     0.66    2154.60    75.46   0.0118   0   Good 
01107042 EN082_r04c17_Dep03Ch11_F00/0/08/2    51.49     0.69    2100.00    76.60   0.0127   0   Good 
01107042 EN101_r05c14_Dep03Ch12_F01/0/06/1    88.97     0.73    2169.00    66.48   0.0076   0   Good 
01107042 EN102_r05c15_Dep03Ch13_F01/0/07/0   103.34     0.66    1778.40    62.37   0.0070   0   Good 
01107042 EN103_r05c16_Dep03Ch14_F01/0/07/1    54.21     0.71    1798.80    66.53   0.0092   0   Good 
01107042 EN104_r05c17_Dep03Ch15_F01/0/08/0    61.66     0.70    1374.00    52.31   0.0017   0   Good 
01107042 EN123_r06c14_Dep03Ch16_F01/0/06/3   104.29     0.70    1829.40    67.08   0.0093   0   Good 
01107042 EN124_r06c15_Dep03Ch17_F01/0/07/2    72.92     0.69    1978.20    66.52   0.0084   0   Good 
01107042 EN125_r06c16_Dep03Ch18_F01/0/07/3    92.72     0.71    1674.60    63.55   0.0081   0   Good 
01107042 EN126_r06c17_Dep03Ch19_F01/0/08/2    53.21     0.72    1612.80    58.65   0.0054   0   Good 
01107042 EN145_r07c14_Dep03Ch20_F22/0/06/1    76.14     0.69    1918.20    67.06   0.0089   0   Good 
01107042 EN146_r07c15_Dep03Ch21_F22/0/07/0    73.69     0.59    1968.00    62.06   0.0061   0   Good 
01107042 EN147_r07c16_Dep03Ch22_F22/0/07/1    94.52     0.69    1872.00    66.00   0.0085   0   Good 
01107042 EN148_r07c17_Dep03Ch23_F22/0/08/0    83.83     0.69    1879.80    65.76   0.0084   0   Good 
01107042 EN167_r08c14_Dep03Ch24_F22/0/06/3    89.92     0.64    1608.00    64.34   0.0089   0   Good 
01107042 EN168_r08c15_Dep03Ch25_F22/0/07/2    69.40     0.67    1818.00    72.00   0.0121   0   Good 
01107042 EN169_r08c16_Dep03Ch26_F22/0/07/3    66.16     0.69    1951.20    69.96   0.0102   0   Good 
01107042 EN170_r08c17_Dep03Ch27_F22/0/08/2    44.72     0.67    1239.60    46.26  -0.0030   0   Good 
01107042 EN189_r09c14_Dep03Ch28_F05/0/06/1    70.79     0.67    2126.40    74.37   0.0115   0   Good 
01107042 EN190_r09c15_Dep03Ch29_F05/0/07/0    78.62     0.68    1654.20    58.33   0.0050   0   Good 
01107042 EN191_r09c16_Dep03Ch30_F05/0/07/1    69.49     0.71    1918.20    75.64   0.0134   0   Good 
01107042 EN192_r09c17_Dep03Ch31_F05/0/08/0    59.47     0.68    2700.00    89.20   0.0145   0   Good 
01107042 EN039_r02c18_Dep04Ch00_F20/0/08/3    88.16     0.64    2756.40    76.52   0.0096   0   Good 
01107042 EN040_r02c19_Dep04Ch01_F20/0/09/2    75.13     0.62    1997.40    76.51   0.0133   0   Good 
01107042 EN041_r02c20_Dep04Ch02_F20/0/09/3   109.92     0.64    1699.80    57.58   0.0045   0   Good 
01107042 EN042_r02c21_Dep04Ch03_F20/0/10/2    60.25     0.63    2326.80    74.01   0.0103   0   Good 
01107042 EN061_r03c18_Dep04Ch04_F00/0/08/1    78.63     0.60    2205.00    62.57   0.0057   0   Good 
01107042 EN062_r03c19_Dep04Ch05_F00/0/09/0    61.20     0.61    2304.00    71.25   0.0092   0   Good 
01107042 EN063_r03c20_Dep04Ch06_F00/0/09/1    85.76     0.63    2050.20    70.51   0.0100   0   Good 
01107042 EN064_r03c21_Dep04Ch07_F00/0/10/0    44.21     0.64    2199.00    78.86   0.0131   0   Good 
01107042 EN083_r04c18_Dep04Ch08_F00/0/08/3    72.22     0.61    2485.20    75.74   0.0104   0   Good 
01107042 EN084_r04c19_Dep04Ch09_F00/0/09/2    75.97     0.60    2548.80    79.14   0.0114   0   Good 
01107042 EN085_r04c20_Dep04Ch10_F00/0/09/3   125.32     0.61    2262.00    77.77   0.0123   0   Good 
01107042 EN086_r04c21_Dep04Ch11_F00/0/10/2    57.59     0.63    2389.80    80.07   0.0126   0   Good 
01107042 EN105_r05c18_Dep04Ch12_F01/0/08/1    63.87     0.62    1726.20    60.51   0.0061   0   Good 
01107042 EN106_r05c19_Dep04Ch13_F01/0/09/0    52.58     0.63    2646.60    76.32   0.0099   0   Good 
01107042 EN107_r05c20_Dep04Ch14_F01/0/09/1    61.16     0.63    2579.40    87.57   0.0146   0   Good 
01107042 EN108_r05c21_Dep04Ch15_F01/0/10/0    69.14     0.63    2081.40    74.79   0.0119   0   Good 
01107042 EN127_r06c18_Dep04Ch16_F01/0/08/3    83.16     0.60    1677.60    62.60   0.0075   0   Good 
01107042 EN128_r06c19_Dep04Ch17_F01/0/09/2    61.40     0.60    2437.80    85.13   0.0144   0   Good 
01107042 EN129_r06c20_Dep04Ch18_F01/0/09/3   112.76     0.61    2278.20    76.58   0.0117   0   Good 
01107042 EN130_r06c21_Dep04Ch19_F01/0/10/2    65.88     0.68    2099.40    78.46   0.0136   0   Good 
01107042 EN149_r07c18_Dep04Ch20_F22/0/08/1    56.11     0.62    1711.20    63.49   0.0079   0   Good 
01107042 EN150_r07c19_Dep04Ch21_F22/0/09/0    68.20     0.61    1538.40    50.21   0.0001   0   Good 
01107042 EN151_r07c20_Dep04Ch22_F22/0/09/1    51.06     0.63    1933.20    57.60   0.0039   0   Good 
01107042 EN152_r07c21_Dep04Ch23_F22/0/10/0    95.41     0.66    1848.00    64.34   0.0078   0   Good 
01107042 EN171_r08c18_Dep04Ch24_F22/0/08/3    91.76     0.64    1608.60    55.44   0.0034   0   Good 
01107042 EN172_r08c19_Dep04Ch25_F22/0/09/2    45.18     0.66    1612.80    54.19   0.0026   0   Good 
01107042 EN173_r08c20_Dep04Ch26_F22/0/09/3    80.25     0.61    1125.00    45.99  -0.0036   0   Good 
01107042 EN174_r08c21_Dep04Ch27_F22/0/10/2    45.12     0.67    1496.40    57.75   0.0052   0   Good 
01107042 EN193_r09c18_Dep04Ch28_F05/0/08/1    43.49     0.67    2780.40    90.49   0.0146   0   Good 
01107042 EN194_r09c19_Dep04Ch29_F05/0/09/0    99.28     0.65    2142.60    63.10   0.0061   0   Good 
01107042 EN195_r09c20_Dep04Ch30_F05/0/09/1    71.54     0.58    1754.40    59.77   0.0056   0   Good 
01107042 EN196_r09c21_Dep04Ch31_F05/0/10/0    59.01     0.66    1275.00    45.20  -0.0038   0   Good 
01107042 EN199_r10c02_Dep05Ch00_F05/0/00/3   104.62     0.66    1573.80    60.51   0.0067   0   Good 
01107042 EN200_r10c03_Dep05Ch01_F05/0/01/2    54.44     0.72    1722.00    64.62   0.0085   0   Good 
01107042 EN201_r10c04_Dep05Ch02_F05/0/01/3    68.84     0.66    1744.20    62.50   0.0072   0   Good 
01107042 EN202_r10c05_Dep05Ch03_F05/0/02/2    69.21     0.68    2268.00    74.22   0.0107   0   Good 
01107042 EN221_r11c02_Dep05Ch04_F06/0/00/1    42.06     0.68    1495.20    56.40   0.0043   0   Good 
01107042 EN222_r11c03_Dep05Ch05_F06/0/01/0    39.96     0.65    2425.80    81.50   0.0130   0   Good 
01107042 EN223_r11c04_Dep05Ch06_F06/0/01/1    45.25     0.66    2044.80    67.98   0.0088   0   Good 
01107042 EN224_r11c05_Dep05Ch07_F06/0/02/0    63.10     0.67    2134.20    70.10   0.0094   0   Good 
01107042 EN243_r12c02_Dep05Ch08_F06/0/00/3    79.39     0.58    1540.20    54.37   0.0028   0   Good 
01107042 EN244_r12c03_Dep05Ch09_F06/0/01/2    74.50     0.70    1749.00    73.18   0.0133   0   Good 
01107042 EN245_r12c04_Dep05Ch10_F06/0/01/3    67.12     0.69    2125.20    76.69   0.0126   0   Good 
01107042 EN246_r12c05_Dep05Ch11_F06/0/02/2    55.97     0.66    2113.20    73.03   0.0109   0   Good 
01107042 EN265_r13c02_Dep05Ch12_F07/0/00/1    39.74     0.69    1303.20    52.70   0.0021   0   Good 
01107042 EN266_r13c03_Dep05Ch13_F07/0/01/0    79.35     0.65    1804.80    67.98   0.0100   0   Good 
01107042 EN267_r13c04_Dep05Ch14_F07/0/01/1    53.74     0.72    1889.40    67.08   0.0090   0   Good 
01107042 EN268_r13c05_Dep05Ch15_F07/0/02/0    74.65     0.66    1465.20    58.59   0.0059   0   Good 
01107042 EN287_r14c02_Dep05Ch16_F07/0/00/3    77.86     0.70    1428.60    62.18   0.0085   0   Good 
01107042 EN288_r14c03_Dep05Ch17_F07/0/01/2    57.61     0.65    1303.20    47.68  -0.0018   0   Good 
01107042 EN289_r14c04_Dep05Ch18_F07/0/01/3    79.10     0.70    1954.80    68.77   0.0096   0   Good 
01107042 EN290_r14c05_Dep05Ch19_F07/0/02/2    47.46     0.71    1337.40    59.58   0.0072   0   Good 
01107042 EN309_r15c02_Dep05Ch20_F08/0/00/1    62.79     0.70    1350.60    55.96   0.0044   0   Good 
01107042 EN310_r15c03_Dep05Ch21_F08/0/01/0    60.41     0.66    1341.00    54.58   0.0034   0   Good 
01107042 EN311_r15c04_Dep05Ch22_F08/0/01/1    55.57     0.67    1761.00    63.14   0.0075   0   Good 
01107042 EN312_r15c05_Dep05Ch23_F08/0/02/0    68.31     0.66    1831.80    70.72   0.0113   0   Good 
01107042 EN331_r16c02_Dep05Ch24_F08/0/00/3    76.82     0.67    1719.60    56.11   0.0036   0   Good 
01107042 EN332_r16c03_Dep05Ch25_F08/0/01/2    55.61     0.68    1461.00    52.56   0.0018   0   Good 
01107042 EN333_r16c04_Dep05Ch26_F08/0/01/3    88.26     0.69    2188.20    70.21   0.0092   0   Good 
01107042 EN334_r16c05_Dep05Ch27_F08/0/02/2     0.50     0.00    1762.20    64.43   0.0082   3   Ped Prms 
01107042 EN353_r17c02_Dep05Ch28_F09/0/00/1    33.17     0.71    2629.80    92.97   0.0163   0   Good 
01107042 EN354_r17c03_Dep05Ch29_F09/0/01/0    64.72     0.72    1664.40    56.36   0.0038   0   Good 
01107042 EN355_r17c04_Dep05Ch30_F09/0/01/1    89.50     0.69    1735.20    60.70   0.0062   0   Good 
01107042 EN356_r17c05_Dep05Ch31_F09/0/02/0    85.57     0.68    2037.60    68.63   0.0091   0   Good 
01107042 EN203_r10c06_Dep06Ch00_F05/0/02/3    73.58     0.61    1893.60    70.90   0.0110   0   Good 
01107042 EN204_r10c07_Dep06Ch01_F05/0/03/2    60.17     0.64    2218.80    77.53   0.0124   0   Good 
01107042 EN205_r10c08_Dep06Ch02_F05/0/03/3    50.41     0.60    2360.40    84.31   0.0145   0   Good 
01107042 EN206_r10c09_Dep06Ch03_F05/0/04/2    36.50     0.62    1962.00    72.00   0.0112   0   Good 
01107042 EN225_r11c06_Dep06Ch04_F06/0/02/1    85.97     0.65    1894.80    72.34   0.0118   0   Good 
01107042 EN226_r11c07_Dep06Ch05_F06/0/03/0    65.34     0.60    1491.00    60.82   0.0073   0   Good 
01107042 EN227_r11c08_Dep06Ch06_F06/0/03/1    54.39     0.64    1068.00    48.37  -0.0015   0   Good 
01107042 EN228_r11c09_Dep06Ch07_F06/0/04/0    49.26     0.65    2208.60    76.69   0.0121   0   Good 
01107042 EN247_r12c06_Dep06Ch08_F06/0/02/3    63.80     0.60    2092.80    80.40   0.0145   0   Good 
01107042 EN248_r12c07_Dep06Ch09_F06/0/03/2    43.75     0.64    1519.80    60.63   0.0070   0   Good 
01107042 EN249_r12c08_Dep06Ch10_F06/0/03/3    41.92     0.63    1057.20    43.50  -0.0061   0   Good 
01107042 EN250_r12c09_Dep06Ch11_F06/0/04/2    40.70     0.65    2090.40    66.93   0.0081   0   Good 
01107042 EN269_r13c06_Dep06Ch12_F07/0/02/1    41.77     0.60    1308.00    54.00   0.0031   0   Good 
01107042 EN270_r13c07_Dep06Ch13_F07/0/03/0    53.19     0.60    1668.00    60.89   0.0065   0   Good 
01107042 EN271_r13c08_Dep06Ch14_F07/0/03/1    30.42     0.65    1116.60    44.82  -0.0046   0   Good 
01107042 EN272_r13c09_Dep06Ch15_F07/0/04/0    58.46     0.62    1755.00    69.13   0.0109   0   Good 
01107042 EN291_r14c06_Dep06Ch16_F07/0/02/3    46.93     0.64    1107.00    55.24   0.0047   0   Good 
01107042 EN292_r14c07_Dep06Ch17_F07/0/03/2    69.72     0.62    1450.80    56.21   0.0043   0   Good 
01107042 EN293_r14c08_Dep06Ch18_F07/0/03/3    52.95     0.66    1279.80    50.24   0.0002   0   Good 
01107042 EN294_r14c09_Dep06Ch19_F07/0/04/2    24.74     0.64    1714.20    58.94   0.0052   0   Good 
01107042 EN313_r15c06_Dep06Ch20_F08/0/02/1    50.22     0.64    1981.20    71.24   0.0107   0   Good 
01107042 EN314_r15c07_Dep06Ch21_F08/0/03/0    77.86     0.63    1417.80    52.07   0.0015   0   Good 
01107042 EN315_r15c08_Dep06Ch22_F08/0/03/1    43.31     0.63    1466.40    59.29   0.0063   0   Good 
01107042 EN316_r15c09_Dep06Ch23_F08/0/04/0    58.68     0.64    1765.20    63.32   0.0075   0   Good 
01107042 EN335_r16c06_Dep06Ch24_F08/0/02/3    77.92     0.65    1562.40    57.81   0.0050   0   Good 
01107042 EN336_r16c07_Dep06Ch25_F08/0/03/2    54.73     0.64    1456.20    56.83   0.0047   0   Good 
01107042 EN337_r16c08_Dep06Ch26_F08/0/03/3    87.38     0.66    1595.40    55.70   0.0036   0   Good 
01107042 EN338_r16c09_Dep06Ch27_F08/0/04/2    49.36     0.73    1845.60    62.13   0.0066   0   Good 
01107042 EN357_r17c06_Dep06Ch28_F09/0/02/1    56.26     0.65    1373.40    52.92   0.0021   0   Good 
01107042 EN358_r17c07_Dep06Ch29_F09/0/03/0    49.57     0.60    1061.40    43.01  -0.0066   0   Good 
01107042 EN359_r17c08_Dep06Ch30_F09/0/03/1    49.05     0.63    1672.80    53.52   0.0021   0   Good 
01107042 EN360_r17c09_Dep06Ch31_F09/0/04/0  3585.57     0.41      30.00     0.00  -1.6667   5   Ped Led 
01107042 EN207_r10c10_Dep07Ch00_F05/0/04/3    79.83     0.69    2181.60    65.19   0.0070   0   Good 
01107042 EN208_r10c11_Dep07Ch01_F05/0/05/2    63.58     0.61    1331.40    52.78   0.0021   0   Good 
01107042 EN209_r10c12_Dep07Ch02_F05/0/05/3    67.10     0.66    1006.20    47.13  -0.0028   0   Good 
01107042 EN210_r10c13_Dep07Ch03_F05/0/06/2    53.84     0.62    1640.40    53.48   0.0021   0   Good 
01107042 EN229_r11c10_Dep07Ch04_F06/0/04/1    63.06     0.62    1801.80    63.76   0.0076   0   Good 
01107042 EN230_r11c11_Dep07Ch05_F06/0/05/0    71.52     0.66    1548.00    56.60   0.0043   0   Good 
01107042 EN231_r11c12_Dep07Ch06_F06/0/05/1    52.97     0.67    1220.40    52.80   0.0023   0   Good 
01107042 EN232_r11c13_Dep07Ch07_F06/0/06/0    45.61     0.59    1348.20    55.29   0.0039   0   Good 
01107042 EN251_r12c10_Dep07Ch08_F06/0/04/3    66.65     0.63    1827.00    68.08   0.0099   0   Good 
01107042 EN252_r12c11_Dep07Ch09_F06/0/05/2    50.16     0.60    1487.40    58.97   0.0060   0   Good 
01107042 EN253_r12c12_Dep07Ch10_F06/0/05/3    81.73     0.61    1410.60    54.66   0.0033   0   Good 
