run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107038 EN687_r32c06_Dep16Ch24_F18/0/02/3   102.33     0.62     750.00    26.83  -0.0309   0   Good 
01107038 EN688_r32c07_Dep16Ch25_F18/0/03/2    47.57     0.61     759.60    33.64  -0.0215   0   Good 
01107038 EN689_r32c08_Dep16Ch26_F18/0/03/3    82.71     0.62    1056.60    37.85  -0.0115   0   Good 
01107038 EN690_r32c09_Dep16Ch27_F18/0/04/2    23.00     0.64     616.20    27.96  -0.0358   0   Good 
01107038 EN709_r33c06_Dep16Ch28_F19/0/02/1    51.36     0.58     454.20    21.22  -0.0634   0   Good 
01107038 EN710_r33c07_Dep16Ch29_F19/0/03/0    47.57     0.59     689.40    31.17  -0.0273   0   Good 
01107038 EN711_r33c08_Dep16Ch30_F19/0/03/1    47.47     0.60     682.20    24.96  -0.0367   0   Good 
01107038 EN712_r33c09_Dep16Ch31_F19/0/04/0    81.08     0.66     829.80    37.04  -0.0156   0   Good 
01107038 EN559_r26c10_Dep17Ch00_F13/0/04/3    51.58     0.63     642.60    33.18  -0.0262   0   Good 
01107038 EN560_r26c11_Dep17Ch01_F13/0/05/2    56.13     0.62     519.00    24.56  -0.0490   0   Good 
01107038 EN561_r26c12_Dep17Ch02_F13/0/05/3    80.39     0.60     454.80    20.22  -0.0655   0   Good 
01107038 EN562_r26c13_Dep17Ch03_F13/0/06/2    59.01     0.62     751.20    33.92  -0.0214   0   Good 
01107038 EN581_r27c10_Dep17Ch04_F14/0/04/1    33.15     0.63     472.80    30.33  -0.0416   0   Good 
01107038 EN582_r27c11_Dep17Ch05_F14/0/05/0    62.58     0.59     427.80    31.36  -0.0436   0   Good 
01107038 EN583_r27c12_Dep17Ch06_F14/0/05/1    45.81     0.65     466.80    29.49  -0.0439   0   Good 
01107038 EN584_r27c13_Dep17Ch07_F14/0/06/0    63.03     0.60     592.20    31.36  -0.0315   0   Good 
01107038 EN603_r28c10_Dep17Ch08_F14/0/04/3    49.18     0.61     586.80    32.95  -0.0291   0   Good 
01107038 EN604_r28c11_Dep17Ch09_F14/0/05/2    48.95     0.65     448.20    23.17  -0.0599   0   Good 
01107038 EN605_r28c12_Dep17Ch10_F14/0/05/3    72.49     0.59     478.80    31.15  -0.0394   0   Good 
01107038 EN606_r28c13_Dep17Ch11_F14/0/06/2    23.77     0.62     588.60    32.53  -0.0297   0   Good 
01107038 EN625_r29c10_Dep17Ch12_F22/1/04/1    30.86     0.59     509.40    24.73  -0.0496   0   Good 
01107038 EN626_r29c11_Dep17Ch13_F22/1/05/0    52.91     0.66     678.60    32.53  -0.0257   0   Good 
01107038 EN627_r29c12_Dep17Ch14_F22/1/05/1    34.72     0.64     679.20    33.28  -0.0246   0   Good 
01107038 EN628_r29c13_Dep17Ch15_F22/1/06/0    48.10     0.62     864.00    41.13  -0.0103   0   Good 
01107038 EN647_r30c10_Dep17Ch16_F22/1/04/3    66.42     0.64     618.00    29.39  -0.0333   0   Good 
01107038 EN648_r30c11_Dep17Ch17_F22/1/05/2    55.91     0.64     652.80    33.71  -0.0250   0   Good 
01107038 EN649_r30c12_Dep17Ch18_F22/1/05/3    57.05     0.63     703.80    36.85  -0.0187   0   Good 
01107038 EN650_r30c13_Dep17Ch19_F22/1/06/2    51.55     0.64     823.20    38.49  -0.0140   0   Good 
01107038 EN669_r31c10_Dep17Ch20_F18/0/04/1    68.30     0.64     828.00    35.50  -0.0175   0   Good 
01107038 EN670_r31c11_Dep17Ch21_F18/0/05/0    76.50     0.62     996.60    32.75  -0.0173   0   Good 
01107038 EN671_r31c12_Dep17Ch22_F18/0/05/1    46.33     0.60     843.00    37.35  -0.0150   0   Good 
01107038 EN672_r31c13_Dep17Ch23_F18/0/06/0    54.30     0.64     767.40    33.18  -0.0219   0   Good 
01107038 EN691_r32c10_Dep17Ch24_F18/0/04/3    47.10     0.60     637.20    30.92  -0.0299   0   Good 
01107038 EN692_r32c11_Dep17Ch25_F18/0/05/2    47.48     0.64     618.60    29.02  -0.0339   0   Good 
01107038 EN693_r32c12_Dep17Ch26_F18/0/05/3    60.25     0.64     715.80    37.23  -0.0178   0   Good 
01107038 EN694_r32c13_Dep17Ch27_F18/0/06/2    18.25     0.64     700.20    31.81  -0.0260   0   Good 
01107038 EN713_r33c10_Dep17Ch28_F19/0/04/1    60.70     0.62     808.20    28.72  -0.0263   0   Good 
01107038 EN714_r33c11_Dep17Ch29_F19/0/05/0    40.75     0.63     444.00    23.24  -0.0603   0   Good 
01107038 EN715_r33c12_Dep17Ch30_F19/0/05/1    38.31     0.64     547.80    31.36  -0.0340   0   Good 
01107038 EN716_r33c13_Dep17Ch31_F19/0/06/0    42.44     0.63     522.60    30.94  -0.0365   0   Good 
01107038 EN563_r26c14_Dep18Ch00_F13/0/06/3    65.03     0.61     921.00    39.23  -0.0117   0   Good 
01107038 EN564_r26c15_Dep18Ch01_F13/0/07/2    71.81     0.69     783.60    34.28  -0.0201   0   Good 
01107038 EN565_r26c16_Dep18Ch02_F13/0/07/3    61.12     0.69     744.00    33.41  -0.0223   0   Good 
01107038 EN566_r26c17_Dep18Ch03_F13/0/08/2    16.18     0.66     639.60    32.56  -0.0273   0   Good 
01107038 EN585_r27c14_Dep18Ch04_F14/0/06/1    49.26     0.68     804.60    38.04  -0.0149   0   Good 
01107038 EN586_r27c15_Dep18Ch05_F14/0/07/0    67.52     0.65     776.40    35.31  -0.0189   0   Good 
01107038 EN587_r27c16_Dep18Ch06_F14/0/07/1    47.40     0.63     676.80    32.40  -0.0260   0   Good 
01107038 EN588_r27c17_Dep18Ch07_F14/0/08/0    36.25     0.68     567.60    25.34  -0.0434   0   Good 
01107038 EN607_r28c14_Dep18Ch08_F14/0/06/3    86.07     0.67     703.20    34.55  -0.0220   0   Good 
01107038 EN608_r28c15_Dep18Ch09_F14/0/07/2    60.89     0.67     750.60    31.17  -0.0251   0   Good 
01107038 EN609_r28c16_Dep18Ch10_F14/0/07/3    77.85     0.67     847.80    37.62  -0.0146   0   Good 
01107038 EN610_r28c17_Dep18Ch11_F14/0/08/2    33.02     0.65     606.60    31.63  -0.0303   0   Good 
01107038 EN629_r29c14_Dep18Ch12_F22/1/06/1    47.25     0.66     938.40    32.89  -0.0182   0   Good 
01107038 EN630_r29c15_Dep18Ch13_F22/1/07/0    76.35     0.70     609.60    34.17  -0.0260   0   Good 
01107038 EN631_r29c16_Dep18Ch14_F22/1/07/1    48.82     0.71     628.20    28.72  -0.0339   0   Good 
01107038 EN632_r29c17_Dep18Ch15_F22/1/08/0    63.45     0.67     579.00    32.17  -0.0308   0   Good 
01107038 EN651_r30c14_Dep18Ch16_F22/1/06/3    88.25     0.72     929.40    37.47  -0.0135   0   Good 
01107038 EN652_r30c15_Dep18Ch17_F22/1/07/2    69.58     0.71     545.40    30.71  -0.0354   0   Good 
01107038 EN653_r30c16_Dep18Ch18_F22/1/07/3    92.82     0.65     577.80    26.37  -0.0409   0   Good 
01107038 EN654_r30c17_Dep18Ch19_F22/1/08/2    52.56     0.70     627.00    25.98  -0.0383   0   Good 
01107038 EN673_r31c14_Dep18Ch20_F18/0/06/1    57.22     0.68     830.40    34.17  -0.0191   0   Good 
01107038 EN674_r31c15_Dep18Ch21_F18/0/07/0    52.67     0.68     728.40    31.20  -0.0258   0   Good 
01107038 EN675_r31c16_Dep18Ch22_F18/0/07/1    53.23     0.65     537.00    31.03  -0.0353   0   Good 
01107038 EN676_r31c17_Dep18Ch23_F18/0/08/0    52.12     0.67     729.60    32.00  -0.0247   0   Good 
01107038 EN695_r32c14_Dep18Ch24_F18/0/06/3    87.06     0.66     687.00    23.04  -0.0392   0   Good 
01107038 EN696_r32c15_Dep18Ch25_F18/0/07/2    75.10     0.63     591.00    31.03  -0.0321   0   Good 
01107038 EN697_r32c16_Dep18Ch26_F18/0/07/3    72.53     0.66     750.00    29.39  -0.0275   0   Good 
01107038 EN698_r32c17_Dep18Ch27_F18/0/08/2    30.55     0.69     772.20    30.19  -0.0257   0   Good 
01107038 EN717_r33c14_Dep18Ch28_F19/0/06/1    47.25     0.66     564.60    20.95  -0.0515   0   Good 
01107038 EN718_r33c15_Dep18Ch29_F19/0/07/0    74.98     0.67     577.20    29.73  -0.0351   0   Good 
01107038 EN719_r33c16_Dep18Ch30_F19/0/07/1    53.51     0.72     649.80    30.66  -0.0298   0   Good 
01107038 EN720_r33c17_Dep18Ch31_F19/0/08/0    50.85     0.71     735.00    27.33  -0.0308   0   Good 
01107038 EN567_r26c18_Dep19Ch00_F13/0/08/3    57.41     0.65     719.40    35.49  -0.0202   0   Good 
01107038 EN568_r26c19_Dep19Ch01_F13/0/09/2    44.09     0.64     752.40    33.86  -0.0215   0   Good 
01107038 EN569_r26c20_Dep19Ch02_F13/0/09/3    64.52     0.62     557.40    30.94  -0.0342   0   Good 
01107038 EN570_r26c21_Dep19Ch03_F13/0/10/2    12.36     0.66     338.40    22.48  -0.0813   0   Good 
01107038 EN589_r27c18_Dep19Ch04_F14/0/08/1    58.30     0.69     604.80    30.81  -0.0317   0   Good 
01107038 EN590_r27c19_Dep19Ch05_F14/0/09/0    84.59     0.62     736.20    39.67  -0.0140   0   Good 
01107038 EN591_r27c20_Dep19Ch06_F14/0/09/1    52.77     0.63     627.00    29.85  -0.0321   0   Good 
01107038 EN592_r27c21_Dep19Ch07_F14/0/10/0    91.35     0.65     564.60    30.71  -0.0342   0   Good 
01107038 EN611_r28c18_Dep19Ch08_F14/0/08/3    83.25     0.62     652.80    34.76  -0.0233   0   Good 
01107038 EN612_r28c19_Dep19Ch09_F14/0/09/2    70.34     0.66     777.60    34.38  -0.0201   0   Good 
01107038 EN613_r28c20_Dep19Ch10_F14/0/09/3    48.56     0.72     895.80    38.19  -0.0132   0   Good 
01107038 EN614_r28c21_Dep19Ch11_F14/0/10/2    62.06     0.67     611.40    29.02  -0.0343   0   Good 
01107038 EN633_r29c18_Dep19Ch12_F22/1/08/1    36.82     0.68     633.00    29.85  -0.0318   0   Good 
01107038 EN634_r29c19_Dep19Ch13_F22/1/09/0    51.67     0.69     586.20    27.96  -0.0376   0   Good 
01107038 EN635_r29c20_Dep19Ch14_F22/1/09/1    21.32     0.64     715.80    33.14  -0.0236   0   Good 
01107038 EN636_r29c21_Dep19Ch15_F22/1/10/0    54.91     0.67     622.20    30.19  -0.0318   0   Good 
01107038 EN655_r30c18_Dep19Ch16_F22/1/08/3    65.74     0.64     720.60    34.46  -0.0216   0   Good 
01107038 EN656_r30c19_Dep19Ch17_F22/1/09/2    54.12     0.66     500.40    25.06  -0.0498   0   Good 
01107038 EN657_r30c20_Dep19Ch18_F22/1/09/3    56.14     0.66     623.40    23.84  -0.0420   0   Good 
01107038 EN658_r30c21_Dep19Ch19_F22/1/10/2    36.32     0.74     541.20    31.15  -0.0348   0   Good 
01107038 EN677_r31c18_Dep19Ch20_F18/0/08/1    91.15     0.68     816.60    35.89  -0.0173   0   Good 
01107038 EN678_r31c19_Dep19Ch21_F18/0/09/0   102.99     0.66     728.40    33.43  -0.0228   0   Good 
01107038 EN679_r31c20_Dep19Ch22_F18/0/09/1    69.26     0.67     867.00    37.35  -0.0146   0   Good 
01107038 EN680_r31c21_Dep19Ch23_F18/0/10/0   123.94     0.68     612.60    28.52  -0.0351   0   Good 
01107038 EN699_r32c18_Dep19Ch24_F18/0/08/3    67.64     0.68     732.60    35.29  -0.0201   0   Good 
01107038 EN700_r32c19_Dep19Ch25_F18/0/09/2    76.11     0.63     897.60    37.39  -0.0140   0   Good 
01107038 EN701_r32c20_Dep19Ch26_F18/0/09/3    73.92     0.67     738.00    36.00  -0.0190   0   Good 
01107038 EN702_r32c21_Dep19Ch27_F18/0/10/2    55.16     0.64     544.20    30.89  -0.0351   0   Good 
01107038 EN721_r33c18_Dep19Ch28_F19/0/08/1    52.29     0.66     775.80    36.25  -0.0177   0   Good 
01107038 EN722_r33c19_Dep19Ch29_F19/0/09/0    44.03     0.70     509.40    24.73  -0.0496   0   Good 
01107038 EN723_r33c20_Dep19Ch30_F19/0/09/1    63.67     0.64     475.20    30.81  -0.0404   0   Good 
01107038 EN724_r33c21_Dep19Ch31_F19/0/10/0    67.88     0.68     548.40    31.20  -0.0343   0   Good 
01107038 EN000_r01c01_Dep20Ch00_F20/0/00/0    70.96     0.67     904.80    39.96  -0.0111   0   Good 
01107038 EN001_r01c02_Dep20Ch01_F20/0/00/1    62.77     0.66     964.20    39.12  -0.0113   0   Good 
01107038 EN002_r01c03_Dep20Ch02_F20/0/01/0    60.47     0.68     947.40    40.95  -0.0095   0   Good 
01107038 EN003_r01c04_Dep20Ch03_F20/0/01/1    36.87     0.68     892.20    42.13  -0.0088   0   Good 
01107038 EN004_r01c05_Dep20Ch04_F20/0/02/0    54.73     0.70     720.60    36.49  -0.0187   0   Good 
01107038 EN005_r01c06_Dep20Ch05_F20/0/02/1    86.02     0.67     601.80    31.12  -0.0314   0   Good 
01107038 EN006_r01c07_Dep20Ch06_F20/0/03/0    52.19     0.72     562.80    24.42  -0.0455   0   Good 
01107038 EN007_r01c08_Dep20Ch07_F20/0/03/1    60.66     0.70     393.60    20.47  -0.0750   0   Good 
01107038 EN008_r01c09_Dep20Ch08_F20/0/04/0    53.32     0.63     613.80    32.70  -0.0282   0   Good 
01107038 EN009_r01c10_Dep20Ch09_F20/0/04/1    48.43     0.62     666.00    30.59  -0.0291   0   Good 
01107038 EN010_r01c11_Dep20Ch10_F20/0/05/0    62.30     0.70     382.20    21.89  -0.0735   0   Good 
01107038 EN011_r01c12_Dep20Ch11_F20/0/05/1    41.89     0.68     546.00    30.59  -0.0355   0   Good 
01107038 EN012_r01c13_Dep20Ch12_F20/0/06/0    41.72     0.65     604.80    33.06  -0.0280   0   Good 
01107038 EN013_r01c14_Dep20Ch13_F20/0/06/1    53.32     0.69     563.40    25.31  -0.0438   0   Good 
01107038 EN014_r01c15_Dep20Ch14_F20/0/07/0    66.74     0.67     796.80    36.58  -0.0168   0   Good 
01107038 EN015_r01c16_Dep20Ch15_F20/0/07/1    66.59     0.66     643.80    31.58  -0.0286   0   Good 
01107038 EN016_r01c17_Dep20Ch16_F20/0/08/0    79.28     0.65     724.80    35.17  -0.0205   0   Good 
01107038 EN017_r01c18_Dep20Ch17_F20/0/08/1    45.33     0.68     725.40    31.86  -0.0250   0   Good 
01107038 EN018_r01c19_Dep20Ch18_F20/0/09/0    61.44     0.67     615.60    30.73  -0.0313   0   Good 
01107038 EN019_r01c20_Dep20Ch19_F20/0/09/1    29.11     0.71     607.20    33.71  -0.0268   0   Good 
01107038 EN020_r01c21_Dep20Ch20_F20/0/10/0    52.75     0.68     703.20    30.10  -0.0283   0   Good 
01107038 EN021_r01c22_Dep20Ch21_F20/0/10/1    59.62     0.62     783.60    36.32  -0.0175   0   Good 
01107038 EN726_r34c01_Dep21Ch00_F19/0/00/2    47.74     0.63     401.40    23.54  -0.0659   0   Good 
01107038 EN727_r34c02_Dep21Ch01_F19/0/00/3    68.04     0.60     382.20    23.48  -0.0694   0   Good 
01107038 EN728_r34c03_Dep21Ch02_F19/0/01/2    90.77     0.58     566.40    20.47  -0.0521   0   Good 
01107038 EN729_r34c04_Dep21Ch03_F19/0/01/3    73.22     0.60     493.80    29.22  -0.0421   0   Good 
01107038 EN730_r34c05_Dep21Ch04_F19/0/02/2    67.53     0.54     460.20    24.08  -0.0563   0   Good 
01107038 EN731_r34c06_Dep21Ch05_F19/0/02/3    95.04     0.57     474.00    29.39  -0.0435   0   Good 
01107038 EN732_r34c07_Dep21Ch06_F19/0/03/2    44.73     0.59     507.00    21.42  -0.0564   0   Good 
01107038 EN733_r34c08_Dep21Ch07_F19/0/03/3    43.94     0.60     553.80    29.22  -0.0375   0   Good 
01107038 EN734_r34c09_Dep21Ch08_F19/0/04/2    59.57     0.58     719.40    35.49  -0.0202   0   Good 
01107038 EN735_r34c10_Dep21Ch09_F19/0/04/3    55.42     0.57     709.20    32.73  -0.0243   0   Good 
01107038 EN736_r34c11_Dep21Ch10_F19/0/05/2    80.61     0.58     536.40    32.11  -0.0334   0   Good 
01107038 EN737_r34c12_Dep21Ch11_F19/0/05/3    42.77     0.63     490.20    28.21  -0.0444   0   Good 
01107038 EN738_r34c13_Dep21Ch12_F19/0/06/2    57.92     0.59     548.40    31.20  -0.0343   0   Good 
01107038 EN739_r34c14_Dep21Ch13_F19/0/06/3    56.27     0.61     511.80    24.67  -0.0495   0   Good 
01107038 EN740_r34c15_Dep21Ch14_F19/0/07/2    66.63     0.62     538.20    31.12  -0.0351   0   Good 
01107038 EN741_r34c16_Dep21Ch15_F19/0/07/3    49.10     0.58     406.80    28.24  -0.0535   0   Good 
01107038 EN742_r34c17_Dep21Ch16_F19/0/08/2    49.67     0.62     567.60    25.34  -0.0434   0   Good 
01107038 EN743_r34c18_Dep21Ch17_F19/0/08/3    55.77     0.62     724.20    35.25  -0.0204   0   Good 
01107038 EN744_r34c19_Dep21Ch18_F19/0/09/2   134.77     0.61     525.60    30.14  -0.0378   0   Good 
01107038 EN745_r34c20_Dep21Ch19_F19/0/09/3    50.93     0.65     593.40    31.63  -0.0310   0   Good 
01107038 EN746_r34c21_Dep21Ch20_F19/0/10/2    64.67     0.63     663.00    34.34  -0.0236   0   Good 
01107038 EN747_r34c22_Dep21Ch21_F19/0/10/3    97.27     0.59     523.20    30.10  -0.0380   0   Good 
01107038 EN022_r02c01_Dep22Ch00_F20/0/00/2    69.30     0.58     808.20    36.45  -0.0168   0   Good 
01107038 EN044_r03c01_Dep22Ch01_F00/0/00/0    60.74     0.62     615.00    29.85  -0.0328   0   Good 
01107038 EN066_r04c01_Dep22Ch02_F00/0/00/2    95.40     0.59     572.40    26.73  -0.0407   0   Good 
01107038 EN088_r05c01_Dep22Ch03_F01/0/00/0    45.84     0.61    1024.80    41.72  -0.0081   0   Good 
01107038 EN110_r06c01_Dep22Ch04_F01/0/00/2    69.83     0.59     862.80    32.06  -0.0208   0   Good 
01107038 EN132_r07c01_Dep22Ch05_F22/0/00/0    40.53     0.56     552.00    30.00  -0.0362   0   Good 
01107038 EN154_r08c01_Dep22Ch06_F22/0/00/2    60.41     0.63     496.80    27.60  -0.0451   0   Good 
01107038 EN176_r09c01_Dep22Ch07_F05/0/00/0    74.67     0.50     415.20    30.81  -0.0462   0   Good 
01107038 EN198_r10c01_Dep22Ch08_F05/0/00/2    69.08     0.60     499.20    25.99  -0.0481   0   Good 
01107038 EN220_r11c01_Dep22Ch09_F06/0/00/0   268.59     0.31       0.00     0.00   0.0000   5   Ped Led 
01107038 EN242_r12c01_Dep22Ch10_F06/0/00/2    52.93     0.65     422.40    29.90  -0.0476   0   Good 
01107038 EN264_r13c01_Dep22Ch11_F07/0/00/0    48.42     0.63     307.80    28.97  -0.0683   0   Good 
01107038 EN286_r14c01_Dep22Ch12_F07/0/00/2    45.46     0.59     611.40    30.23  -0.0323   0   Good 
01107038 EN308_r15c01_Dep22Ch13_F08/0/00/0    46.01     0.64     631.80    33.36  -0.0263   0   Good 
01107038 EN330_r16c01_Dep22Ch14_F08/0/00/2    58.11     0.65     756.60    34.88  -0.0200   0   Good 
01107038 EN352_r17c01_Dep22Ch15_F09/0/00/0    47.88     0.64    1021.20    41.12  -0.0087   0   Good 
01107038 EN374_r18c01_Dep22Ch16_F09/0/00/2    63.96     0.60    1042.20    43.81  -0.0059   0   Good 
01107038 EN396_r19c01_Dep22Ch17_F10/0/00/0    77.16     0.64     880.80    39.23  -0.0122   0   Good 
01107038 EN418_r20c01_Dep22Ch18_F10/0/00/2    70.31     0.62     643.80    36.85  -0.0204   0   Good 
01107038 EN440_r21c01_Dep22Ch19_F11/0/00/0    36.14     0.64     602.40    34.38  -0.0259   0   Good 
01107038 EN462_r22c01_Dep22Ch20_F11/0/00/2   108.27     0.59     465.00    27.33  -0.0487   0   Good 
01107038 EN484_r23c01_Dep22Ch21_F12/0/00/0    85.69     0.63     523.20    33.49  -0.0316   0   Good 
01107038 EN506_r24c01_Dep22Ch22_F12/0/00/2    51.13     0.59     435.60    26.99  -0.0528   0   Good 
01107038 EN528_r25c01_Dep22Ch23_F13/0/00/0    73.74     0.60     602.40    32.22  -0.0295   0   Good 
01107038 EN550_r26c01_Dep22Ch24_F13/0/00/2    83.29     0.60     541.20    33.39  -0.0307   0   Good 
01107038 EN572_r27c01_Dep22Ch25_F14/0/00/0    58.27     0.62     755.40    32.97  -0.0225   0   Good 
01107038 EN594_r28c01_Dep22Ch26_F14/0/00/2    79.70     0.59     765.00    39.23  -0.0141   0   Good 
01107038 EN616_r29c01_Dep22Ch27_F22/1/00/0    41.83     0.63     833.40    37.85  -0.0146   0   Good 
01107038 EN638_r30c01_Dep22Ch28_F22/1/00/2    71.22     0.61     601.20    31.15  -0.0313   0   Good 
01107038 EN660_r31c01_Dep22Ch29_F18/0/00/0    65.08     0.65     743.40    28.01  -0.0296   0   Good 
01107038 EN682_r32c01_Dep22Ch30_F18/0/00/2    44.90     0.62     583.20    26.26  -0.0407   0   Good 
01107038 EN704_r33c01_Dep22Ch31_F19/0/00/0    76.71     0.63     463.20    27.60  -0.0484   0   Good 
01107038 EN043_r02c22_Dep23Ch00_F20/0/10/3    58.40     0.62     563.40    26.69  -0.0414   0   Good 
01107038 EN065_r03c22_Dep23Ch01_F00/0/10/1    87.83     0.62     603.60    32.11  -0.0296   0   Good 
01107038 EN087_r04c22_Dep23Ch02_F00/0/10/3    68.70     0.59     628.20    29.95  -0.0319   0   Good 
01107038 EN109_r05c22_Dep23Ch03_F01/0/10/1    37.42     0.62     490.20    31.81  -0.0371   0   Good 
01107038 EN131_r06c22_Dep23Ch04_F01/0/10/3    70.39     0.64     517.80    27.70  -0.0431   0   Good 
01107038 EN153_r07c22_Dep23Ch05_F22/0/10/1    61.70     0.63     570.00    29.39  -0.0362   0   Good 
01107038 EN175_r08c22_Dep23Ch06_F22/0/10/3    54.70     0.61     479.40    31.17  -0.0393   0   Good 
01107038 EN197_r09c22_Dep23Ch07_F05/0/10/1    50.88     0.62     268.80    11.94  -0.1416   0   Good 
01107038 EN219_r10c22_Dep23Ch08_F05/0/10/3    85.17     0.62     330.60    19.89  -0.0911   0   Good 
01107038 EN241_r11c22_Dep23Ch09_F06/0/10/1    66.74     0.63     393.00    23.04  -0.0686   0   Good 
01107038 EN263_r12c22_Dep23Ch10_F06/0/10/3    78.25     0.62     369.60    29.66  -0.0550   0   Good 
01107038 EN285_r13c22_Dep23Ch11_F07/0/10/1    50.32     0.63     343.20    26.26  -0.0692   0   Good 
01107038 EN307_r14c22_Dep23Ch12_F07/0/10/3    52.61     0.64     277.80    20.18  -0.1073   0   Good 
01107038 EN329_r15c22_Dep23Ch13_F08/0/10/1    73.65     0.63     381.00    24.56  -0.0668   0   Good 
01107038 EN351_r16c22_Dep23Ch14_F08/0/10/3    82.15     0.64     520.80    29.86  -0.0387   0   Good 
01107038 EN373_r17c22_Dep23Ch15_F09/0/10/1    66.48     0.57     475.20    30.81  -0.0404   0   Good 
01107038 EN395_r18c22_Dep23Ch16_F09/0/10/3    91.34     0.64     531.00    29.85  -0.0379   0   Good 
01107038 EN417_r19c22_Dep23Ch17_F10/0/10/1    60.54     0.60     423.60    32.11  -0.0422   0   Good 
01107038 EN439_r20c22_Dep23Ch18_F10/0/10/3    58.95     0.64     348.60    29.02  -0.0602   0   Good 
01107038 EN461_r21c22_Dep23Ch19_F11/0/10/1    33.15     0.64     622.20    32.48  -0.0282   0   Good 
01107038 EN483_r22c22_Dep23Ch20_F11/0/10/3    48.30     0.60     568.20    28.72  -0.0375   0   Good 
01107038 EN505_r23c22_Dep23Ch21_F12/0/10/1    66.39     0.59     509.40    29.99  -0.0393   0   Good 
01107038 EN527_r24c22_Dep23Ch22_F12/0/10/3    45.28     0.67     540.60    32.31  -0.0327   0   Good 
01107038 EN549_r25c22_Dep23Ch23_F13/0/10/1    50.85     0.63     421.20    31.15  -0.0447   0   Good 
01107038 EN571_r26c22_Dep23Ch24_F13/0/10/3    74.92     0.67     505.20    26.40  -0.0467   0   Good 
01107038 EN593_r27c22_Dep23Ch25_F14/0/10/1    51.34     0.66     497.40    27.23  -0.0458   0   Good 
01107038 EN615_r28c22_Dep23Ch26_F14/0/10/3    79.05     0.64     506.40    23.73  -0.0519   0   Good 
01107038 EN637_r29c22_Dep23Ch27_F22/1/10/1    58.11     0.75     493.20    29.49  -0.0416   0   Good 
01107038 EN659_r30c22_Dep23Ch28_F22/1/10/3    64.49     0.64     497.40    29.75  -0.0407   0   Good 
01107038 EN681_r31c22_Dep23Ch29_F18/0/10/1    52.66     0.64     471.00    29.85  -0.0428   0   Good 
01107038 EN703_r32c22_Dep23Ch30_F18/0/10/3    67.93     0.64     589.20    32.73  -0.0293   0   Good 
01107038 EN725_r33c22_Dep23Ch31_F19/0/10/1   262.92     0.49       0.00     0.00   0.0000   5   Ped Led 
01107038 ES023_r02c02_Dep00Ch00_F20/0/00/2    81.77     0.61     526.80    29.49  -0.0389   0   Good 
01107038 ES024_r02c03_Dep00Ch01_F20/0/01/3    52.52     0.63     606.00    31.75  -0.0301   0   Good 
01107038 ES025_r02c04_Dep00Ch02_F20/0/01/2    86.55     0.62     764.40    32.99  -0.0222   0   Good 
01107038 ES026_r02c05_Dep00Ch03_F20/0/02/3    69.72     0.65     681.00    33.27  -0.0246   0   Good 
01107038 ES045_r03c02_Dep00Ch04_F00/0/00/0    72.79     0.66     708.00    32.31  -0.0250   0   Good 
01107038 ES046_r03c03_Dep00Ch05_F00/0/01/1    78.79     0.66     610.20    31.81  -0.0298   0   Good 
01107038 ES047_r03c04_Dep00Ch06_F00/0/01/0    98.21     0.62     633.60    29.17  -0.0329   0   Good 
01107038 ES048_r03c05_Dep00Ch07_F00/0/02/1    51.03     0.61    1128.00    42.85  -0.0063   0   Good 
01107038 ES067_r04c02_Dep00Ch08_F00/0/00/2    65.70     0.64     721.80    37.43  -0.0174   0   Good 
01107038 ES068_r04c03_Dep00Ch09_F00/0/01/3    44.58     0.60     687.00    25.98  -0.0350   0   Good 
01107038 ES069_r04c04_Dep00Ch10_F00/0/01/2    64.70     0.62     583.80    27.96  -0.0378   0   Good 
01107038 ES070_r04c05_Dep00Ch11_F00/0/02/3    40.63     0.64    1164.00    42.85  -0.0061   0   Good 
01107038 ES089_r05c02_Dep00Ch12_F01/0/00/0    44.84     0.65     618.60    29.02  -0.0339   0   Good 
01107038 ES090_r05c03_Dep00Ch13_F01/0/01/1   100.92     0.61     623.40    25.31  -0.0396   0   Good 
01107038 ES091_r05c04_Dep00Ch14_F01/0/01/0    41.78     0.64     842.40    37.39  -0.0150   0   Good 
01107038 ES092_r05c05_Dep00Ch15_F01/0/02/1    44.64     0.60     692.40    31.66  -0.0265   0   Good 
01107038 ES111_r06c02_Dep00Ch16_F01/0/00/2    85.80     0.65     647.40    32.08  -0.0277   0   Good 
01107038 ES112_r06c03_Dep00Ch17_F01/0/01/3    64.34     0.64     555.00    29.85  -0.0363   0   Good 
01107038 ES113_r06c04_Dep00Ch18_F01/0/01/2    92.04     0.63     550.80    30.45  -0.0355   0   Good 
01107038 ES114_r06c05_Dep00Ch19_F01/0/02/3    69.67     0.63     561.00    29.85  -0.0359   0   Good 
01107038 ES133_r07c02_Dep00Ch20_F22/0/00/0    48.05     0.65     594.60    30.71  -0.0324   0   Good 
01107038 ES134_r07c03_Dep00Ch21_F22/0/01/1    69.21     0.62     730.20    29.46  -0.0281   0   Good 
01107038 ES135_r07c04_Dep00Ch22_F22/0/01/0    67.10     0.65     645.00    32.17  -0.0276   0   Good 
01107038 ES136_r07c05_Dep00Ch23_F22/0/02/1    74.58     0.65     801.00    29.85  -0.0252   0   Good 
