run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107038 EN116_r06c07_Dep01Ch17_F01/0/03/2  1623.89     0.49       0.00     0.00   0.0000   5   Ped Led 
01107038 EN117_r06c08_Dep01Ch18_F01/0/03/3    68.57     0.57     600.60    31.17  -0.0314   0   Good 
01107038 EN118_r06c09_Dep01Ch19_F01/0/04/2    31.61     0.60     631.80    31.12  -0.0299   0   Good 
01107038 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.53     0.59     604.80    30.81  -0.0317   0   Good 
01107038 EN138_r07c07_Dep01Ch21_F22/0/03/0    66.64     0.63     748.20    28.72  -0.0284   0   Good 
01107038 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.35     0.58     980.40    37.68  -0.0126   0   Good 
01107038 EN140_r07c09_Dep01Ch23_F22/0/04/0   110.77     0.60     731.40    34.67  -0.0210   0   Good 
01107038 EN159_r08c06_Dep01Ch24_F22/0/02/3    92.02     0.59     748.20    29.95  -0.0268   0   Good 
01107038 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.61     0.61     756.60    33.83  -0.0214   0   Good 
01107038 EN161_r08c08_Dep01Ch26_F22/0/03/3    97.57     0.59     910.20    36.05  -0.0153   0   Good 
01107038 EN162_r08c09_Dep01Ch27_F22/0/04/2    39.34     0.73     593.40    34.88  -0.0255   0   Good 
01107038 EN181_r09c06_Dep01Ch28_F05/0/02/1    59.22     0.60     706.80    35.07  -0.0211   0   Good 
01107038 EN182_r09c07_Dep01Ch29_F05/0/03/0    78.69     0.63     932.40    34.90  -0.0162   0   Good 
01107038 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.24     0.62     861.60    36.02  -0.0162   0   Good 
01107038 EN184_r09c09_Dep01Ch31_F05/0/04/0    28.99     0.64     652.80    33.71  -0.0250   0   Good 
01107038 EN031_r02c10_Dep02Ch00_F20/0/04/3    82.04     0.62     667.80    35.65  -0.0215   0   Good 
01107038 EN032_r02c11_Dep02Ch01_F20/0/05/2  3040.50     0.00       0.00     0.00   0.0000   7   Ped Prms Led 
01107038 EN033_r02c12_Dep02Ch02_F20/0/05/3    95.13     0.57     379.80    24.08  -0.0682   0   Good 
01107038 EN034_r02c13_Dep02Ch03_F20/0/06/2    92.11     0.66     359.40    29.99  -0.0557   0   Good 
01107038 EN053_r03c10_Dep02Ch04_F00/0/04/1    65.80     0.61     589.20    32.73  -0.0293   0   Good 
01107038 EN054_r03c11_Dep02Ch05_F00/0/05/0    57.16     0.62     456.60    22.28  -0.0607   0   Good 
01107038 EN055_r03c12_Dep02Ch06_F00/0/05/1    66.21     0.64     391.20    22.42  -0.0705   0   Good 
01107038 EN056_r03c13_Dep02Ch07_F00/0/06/0    83.62     0.61     582.60    29.75  -0.0348   0   Good 
01107038 EN075_r04c10_Dep02Ch08_F00/0/04/3    73.72     0.59     615.60    29.54  -0.0332   0   Good 
01107038 EN076_r04c11_Dep02Ch09_F00/0/05/2    40.73     0.62     414.00    30.59  -0.0469   0   Good 
01107038 EN077_r04c12_Dep02Ch10_F00/0/05/3    48.03     0.63     513.00    25.98  -0.0468   0   Good 
01107038 EN078_r04c13_Dep02Ch11_F00/0/06/2    28.69     0.62     543.60    30.97  -0.0350   0   Good 
01107038 EN097_r05c10_Dep02Ch12_F01/0/04/1    41.68     0.64     465.00    29.85  -0.0433   0   Good 
01107038 EN098_r05c11_Dep02Ch13_F01/0/05/0    57.94     0.63     489.60    28.42  -0.0441   0   Good 
01107038 EN099_r05c12_Dep02Ch14_F01/0/05/1    49.73     0.64     440.40    25.06  -0.0566   0   Good 
01107038 EN100_r05c13_Dep02Ch15_F01/0/06/0    74.66     0.67     632.40    34.90  -0.0239   0   Good 
01107038 EN119_r06c10_Dep02Ch16_F01/0/04/3    74.95     0.62     621.00    31.03  -0.0305   0   Good 
01107038 EN120_r06c11_Dep02Ch17_F01/0/05/2    55.61     0.63     519.60    26.45  -0.0453   0   Good 
01107038 EN121_r06c12_Dep02Ch18_F01/0/05/3    61.30     0.65     448.80    22.42  -0.0615   0   Good 
01107038 EN122_r06c13_Dep02Ch19_F01/0/06/2    44.18     0.65     687.00    33.27  -0.0243   0   Good 
01107038 EN141_r07c10_Dep02Ch20_F22/0/04/1    34.16     0.62     633.00    27.33  -0.0358   0   Good 
01107038 EN142_r07c11_Dep02Ch21_F22/0/05/0    67.59     0.62     601.20    32.29  -0.0295   0   Good 
01107038 EN143_r07c12_Dep02Ch22_F22/0/05/1    39.11     0.65     414.00    30.59  -0.0469   0   Good 
01107038 EN144_r07c13_Dep02Ch23_F22/0/06/0    67.37     0.63     600.00    32.31  -0.0295   0   Good 
01107038 EN163_r08c10_Dep02Ch24_F22/0/04/3    48.81     0.64     518.40    29.42  -0.0397   0   Good 
01107038 EN164_r08c11_Dep02Ch25_F22/0/05/2    49.26     0.64     534.60    36.09  -0.0260   0   Good 
01107038 EN165_r08c12_Dep02Ch26_F22/0/05/3    54.62     0.67     419.40    31.17  -0.0449   0   Good 
01107038 EN166_r08c13_Dep02Ch27_F22/0/06/2    40.53     0.58     528.60    29.02  -0.0397   0   Good 
01107038 EN185_r09c10_Dep02Ch28_F05/0/04/1    30.51     0.67     651.60    34.49  -0.0238   0   Good 
01107038 EN186_r09c11_Dep02Ch29_F05/0/05/0    52.33     0.66     411.60    30.02  -0.0485   0   Good 
01107038 EN187_r09c12_Dep02Ch30_F05/0/05/1    79.58     0.63     315.60    26.99  -0.0729   0   Good 
01107038 EN188_r09c13_Dep02Ch31_F05/0/06/0    45.69     0.64     615.00    29.85  -0.0328   0   Good 
01107038 EN035_r02c14_Dep03Ch00_F20/0/06/3    57.60     0.64     475.20    33.06  -0.0356   0   Good 
01107038 EN036_r02c15_Dep03Ch01_F20/0/07/2    42.72     0.68     804.60    39.89  -0.0126   0   Good 
01107038 EN037_r02c16_Dep03Ch02_F20/0/07/3    70.52     0.68     756.60    35.89  -0.0186   0   Good 
01107038 EN038_r02c17_Dep03Ch03_F20/0/08/2    36.26     0.67     737.40    35.29  -0.0200   0   Good 
01107038 EN057_r03c14_Dep03Ch04_F00/0/06/1    58.77     0.66     721.80    33.36  -0.0231   0   Good 
01107038 EN058_r03c15_Dep03Ch05_F00/0/07/0    73.88     0.66     878.40    39.82  -0.0116   0   Good 
01107038 EN059_r03c16_Dep03Ch06_F00/0/07/1    42.06     0.67     854.40    36.61  -0.0157   0   Good 
01107038 EN060_r03c17_Dep03Ch07_F00/0/08/0    69.71     0.64     719.40    33.40  -0.0231   0   Good 
01107038 EN079_r04c14_Dep03Ch08_F00/0/06/3    81.27     0.61     695.40    29.51  -0.0295   0   Good 
01107038 EN080_r04c15_Dep03Ch09_F00/0/07/2    67.76     0.66     707.40    34.25  -0.0223   0   Good 
01107038 EN081_r04c16_Dep03Ch10_F00/0/07/3    84.90     0.67     694.80    27.73  -0.0321   0   Good 
01107038 EN082_r04c17_Dep03Ch11_F00/0/08/2    51.91     0.72     653.40    33.83  -0.0247   0   Good 
01107038 EN101_r05c14_Dep03Ch12_F01/0/06/1    89.06     0.68     713.40    34.88  -0.0212   0   Good 
01107038 EN102_r05c15_Dep03Ch13_F01/0/07/0   103.79     0.67     523.80    27.96  -0.0421   0   Good 
01107038 EN103_r05c16_Dep03Ch14_F01/0/07/1    54.73     0.72     565.20    29.00  -0.0372   0   Good 
01107038 EN104_r05c17_Dep03Ch15_F01/0/08/0    60.63     0.70     429.00    28.62  -0.0498   0   Good 
01107038 EN123_r06c14_Dep03Ch16_F01/0/06/3   104.20     0.68     601.20    33.39  -0.0276   0   Good 
01107038 EN124_r06c15_Dep03Ch17_F01/0/07/2    73.65     0.69     589.80    29.46  -0.0348   0   Good 
01107038 EN125_r06c16_Dep03Ch18_F01/0/07/3    92.32     0.68     493.80    26.64  -0.0473   0   Good 
01107038 EN126_r06c17_Dep03Ch19_F01/0/08/2    53.84     0.69     467.40    28.52  -0.0460   0   Good 
01107038 EN145_r07c14_Dep03Ch20_F22/0/06/1    75.73     0.65     665.40    34.04  -0.0240   0   Good 
01107038 EN146_r07c15_Dep03Ch21_F22/0/07/0    73.58     0.59     659.40    36.49  -0.0205   0   Good 
01107038 EN147_r07c16_Dep03Ch22_F22/0/07/1    96.13     0.68     589.20    30.45  -0.0332   0   Good 
01107038 EN148_r07c17_Dep03Ch23_F22/0/08/0    83.95     0.68     552.00    30.00  -0.0362   0   Good 
01107038 EN167_r08c14_Dep03Ch24_F22/0/06/3    90.00     0.61     537.00    31.03  -0.0353   0   Good 
01107038 EN168_r08c15_Dep03Ch25_F22/0/07/2    68.84     0.67     611.40    31.40  -0.0304   0   Good 
01107038 EN169_r08c16_Dep03Ch26_F22/0/07/3    65.99     0.66     636.60    32.75  -0.0271   0   Good 
01107038 EN170_r08c17_Dep03Ch27_F22/0/08/2    44.44     0.70     367.20    29.12  -0.0569   0   Good 
01107038 EN189_r09c14_Dep03Ch28_F05/0/06/1    71.26     0.64     643.80    30.42  -0.0304   0   Good 
01107038 EN190_r09c15_Dep03Ch29_F05/0/07/0    78.86     0.68     573.60    27.91  -0.0385   0   Good 
01107038 EN191_r09c16_Dep03Ch30_F05/0/07/1    69.18     0.70     651.60    36.52  -0.0207   0   Good 
01107038 EN192_r09c17_Dep03Ch31_F05/0/08/0    59.30     0.72     955.20    41.72  -0.0087   0   Good 
01107038 EN039_r02c18_Dep04Ch00_F20/0/08/3    88.66     0.59     903.00    42.74  -0.0080   0   Good 
01107038 EN040_r02c19_Dep04Ch01_F20/0/09/2    77.25     0.61     652.20    34.63  -0.0236   0   Good 
01107038 EN041_r02c20_Dep04Ch02_F20/0/09/3   112.77     0.62     560.40    25.06  -0.0445   0   Good 
01107038 EN042_r02c21_Dep04Ch03_F20/0/10/2    60.36     0.63     775.20    36.18  -0.0178   0   Good 
01107038 EN061_r03c18_Dep04Ch04_F00/0/08/1    78.50     0.58     709.20    33.81  -0.0228   0   Good 
01107038 EN062_r03c19_Dep04Ch05_F00/0/09/0    61.92     0.61     762.00    30.59  -0.0255   0   Good 
01107038 EN063_r03c20_Dep04Ch06_F00/0/09/1    86.42     0.59     649.80    31.81  -0.0280   0   Good 
01107038 EN064_r03c21_Dep04Ch07_F00/0/10/0    44.62     0.63     772.80    37.74  -0.0159   0   Good 
01107038 EN083_r04c18_Dep04Ch08_F00/0/08/3    72.12     0.65     772.20    35.65  -0.0186   0   Good 
01107038 EN084_r04c19_Dep04Ch09_F00/0/09/2    76.16     0.59     825.60    39.45  -0.0128   0   Good 
01107038 EN085_r04c20_Dep04Ch10_F00/0/09/3   125.87     0.59     745.80    29.70  -0.0272   0   Good 
01107038 EN086_r04c21_Dep04Ch11_F00/0/10/2    57.94     0.62     765.00    32.17  -0.0233   0   Good 
01107038 EN105_r05c18_Dep04Ch12_F01/0/08/1    65.46     0.63     529.20    31.61  -0.0347   0   Good 
01107038 EN106_r05c19_Dep04Ch13_F01/0/09/0    53.64     0.60     820.20    32.92  -0.0208   0   Good 
01107038 EN107_r05c20_Dep04Ch14_F01/0/09/1    61.63     0.64     831.00    38.30  -0.0141   0   Good 
01107038 EN108_r05c21_Dep04Ch15_F01/0/10/0    69.85     0.62     736.80    32.40  -0.0239   0   Good 
01107038 EN127_r06c18_Dep04Ch16_F01/0/08/3    82.58     0.55     509.40    26.15  -0.0468   0   Good 
01107038 EN128_r06c19_Dep04Ch17_F01/0/09/2    61.75     0.59     739.20    32.18  -0.0241   0   Good 
01107038 EN129_r06c20_Dep04Ch18_F01/0/09/3   113.24     0.60     697.20    33.17  -0.0241   0   Good 
01107038 EN130_r06c21_Dep04Ch19_F01/0/10/2    66.25     0.60     741.60    30.62  -0.0261   0   Good 
01107038 EN149_r07c18_Dep04Ch20_F22/0/08/1    56.22     0.60     513.60    18.63  -0.0611   0   Good 
01107038 EN150_r07c19_Dep04Ch21_F22/0/09/0    68.09     0.62     472.80    29.12  -0.0442   0   Good 
01107038 EN151_r07c20_Dep04Ch22_F22/0/09/1    51.32     0.63     639.60    36.71  -0.0208   0   Good 
01107038 EN152_r07c21_Dep04Ch23_F22/0/10/0    95.45     0.59     619.20    27.34  -0.0366   0   Good 
01107038 EN171_r08c18_Dep04Ch24_F22/0/08/3    92.38     0.66     481.80    31.12  -0.0392   0   Good 
01107038 EN172_r08c19_Dep04Ch25_F22/0/09/2    45.82     0.62     514.20    27.17  -0.0444   0   Good 
01107038 EN173_r08c20_Dep04Ch26_F22/0/09/3    80.14     0.59     353.40    30.47  -0.0553   0   Good 
01107038 EN174_r08c21_Dep04Ch27_F22/0/10/2    45.20     0.65     488.40    30.02  -0.0409   0   Good 
01107038 EN193_r09c18_Dep04Ch28_F05/0/08/1    43.30     0.61     958.20    40.21  -0.0102   0   Good 
01107038 EN194_r09c19_Dep04Ch29_F05/0/09/0   100.52     0.64     707.40    30.94  -0.0269   0   Good 
01107038 EN195_r09c20_Dep04Ch30_F05/0/09/1    71.96     0.65     572.40    20.65  -0.0513   0   Good 
01107038 EN196_r09c21_Dep04Ch31_F05/0/10/0    58.91     0.64     421.20    31.15  -0.0447   0   Good 
01107038 EN199_r10c02_Dep05Ch00_F05/0/00/3   104.06     0.63     459.60    25.06  -0.0543   0   Good 
01107038 EN200_r10c03_Dep05Ch01_F05/0/01/2    53.24     0.71     529.20    31.61  -0.0347   0   Good 
01107038 EN201_r10c04_Dep05Ch02_F05/0/01/3    68.45     0.68     515.40    26.96  -0.0447   0   Good 
01107038 EN202_r10c05_Dep05Ch03_F05/0/02/2    68.50     0.67     723.00    33.27  -0.0231   0   Good 
01107038 EN221_r11c02_Dep05Ch04_F06/0/00/1    43.71     0.65     442.20    20.18  -0.0674   0   Good 
01107038 EN222_r11c03_Dep05Ch05_F06/0/01/0    39.07     0.69     838.80    35.48  -0.0173   0   Good 
01107038 EN223_r11c04_Dep05Ch06_F06/0/01/1    45.17     0.67     690.60    31.17  -0.0273   0   Good 
01107038 EN224_r11c05_Dep05Ch07_F06/0/02/0    62.68     0.70     695.40    29.51  -0.0295   0   Good 
01107038 EN243_r12c02_Dep05Ch08_F06/0/00/3    78.97     0.65     458.40    22.48  -0.0600   0   Good 
01107038 EN244_r12c03_Dep05Ch09_F06/0/01/2    73.25     0.70     570.00    26.83  -0.0406   0   Good 
01107038 EN245_r12c04_Dep05Ch10_F06/0/01/3    66.24     0.67     732.60    33.18  -0.0230   0   Good 
01107038 EN246_r12c05_Dep05Ch11_F06/0/02/2    56.00     0.69     694.80    33.60  -0.0236   0   Good 
01107038 EN265_r13c02_Dep05Ch12_F07/0/00/1    39.82     0.69     364.80    30.81  -0.0526   0   Good 
01107038 EN266_r13c03_Dep05Ch13_F07/0/01/0    78.19     0.69     598.80    33.39  -0.0277   0   Good 
01107038 EN267_r13c04_Dep05Ch14_F07/0/01/1    53.46     0.69     621.00    32.17  -0.0287   0   Good 
01107038 EN268_r13c05_Dep05Ch15_F07/0/02/0    73.82     0.70     481.80    31.12  -0.0392   0   Good 
01107038 EN287_r14c02_Dep05Ch16_F07/0/00/3    77.49     0.66     441.00    24.56  -0.0577   0   Good 
01107038 EN288_r14c03_Dep05Ch17_F07/0/01/2    57.85     0.70     323.40    18.77  -0.0966   0   Good 
01107038 EN289_r14c04_Dep05Ch18_F07/0/01/3    78.93     0.71     652.20    36.65  -0.0205   0   Good 
01107038 EN290_r14c05_Dep05Ch19_F07/0/02/2    47.28     0.68     439.80    25.53  -0.0556   0   Good 
01107038 EN309_r15c02_Dep05Ch20_F08/0/00/1    62.42     0.68     406.80    28.24  -0.0535   0   Good 
01107038 EN310_r15c03_Dep05Ch21_F08/0/01/0    59.72     0.72     319.80    22.54  -0.0859   0   Good 
01107038 EN311_r15c04_Dep05Ch22_F08/0/01/1    55.09     0.66     540.60    31.17  -0.0348   0   Good 
01107038 EN312_r15c05_Dep05Ch23_F08/0/02/0    67.72     0.67     594.00    32.86  -0.0288   0   Good 
01107038 EN331_r16c02_Dep05Ch24_F08/0/00/3    76.76     0.64     517.80    27.70  -0.0431   0   Good 
01107038 EN332_r16c03_Dep05Ch25_F08/0/01/2    54.94     0.70     318.00    24.00  -0.0818   0   Good 
01107038 EN333_r16c04_Dep05Ch26_F08/0/01/3    87.75     0.65     719.40    35.49  -0.0202   0   Good 
01107038 EN334_r16c05_Dep05Ch27_F08/0/02/2     0.50     0.00     520.80    27.34  -0.0435   3   Ped Prms 
01107038 EN353_r17c02_Dep05Ch28_F09/0/00/1    31.41     0.65     930.00    38.88  -0.0120   0   Good 
01107038 EN354_r17c03_Dep05Ch29_F09/0/01/0    63.31     0.65     488.40    30.02  -0.0409   0   Good 
01107038 EN355_r17c04_Dep05Ch30_F09/0/01/1    89.10     0.64     554.40    28.92  -0.0380   0   Good 
01107038 EN356_r17c05_Dep05Ch31_F09/0/02/0    85.22     0.74     802.80    36.28  -0.0171   0   Good 
01107038 EN203_r10c06_Dep06Ch00_F05/0/02/3    74.03     0.59     613.80    31.58  -0.0300   0   Good 
01107038 EN204_r10c07_Dep06Ch01_F05/0/03/2    60.59     0.62     745.80    29.70  -0.0272   0   Good 
01107038 EN205_r10c08_Dep06Ch02_F05/0/03/3    50.79     0.61     780.60    31.17  -0.0241   0   Good 
01107038 EN206_r10c09_Dep06Ch03_F05/0/04/2    36.28     0.62     633.60    33.75  -0.0256   0   Good 
01107038 EN225_r11c06_Dep06Ch04_F06/0/02/1    86.52     0.61     630.00    30.59  -0.0308   0   Good 
01107038 EN226_r11c07_Dep06Ch05_F06/0/03/0    65.36     0.59     492.60    29.75  -0.0411   0   Good 
01107038 EN227_r11c08_Dep06Ch06_F06/0/03/1    54.07     0.61     331.20    18.94  -0.0938   0   Good 
01107038 EN228_r11c09_Dep06Ch07_F06/0/04/0    48.99     0.63     756.60    34.88  -0.0200   0   Good 
01107038 EN247_r12c06_Dep06Ch08_F06/0/02/3    63.53     0.56     700.80    37.35  -0.0180   0   Good 
01107038 EN248_r12c07_Dep06Ch09_F06/0/03/2    44.52     0.66     456.60    23.84  -0.0573   0   Good 
01107038 EN249_r12c08_Dep06Ch10_F06/0/03/3    42.28     0.64     326.40    20.47  -0.0905   0   Good 
01107038 EN250_r12c09_Dep06Ch11_F06/0/04/2    41.34     0.66     684.60    29.51  -0.0299   0   Good 
01107038 EN269_r13c06_Dep06Ch12_F07/0/02/1    42.06     0.62     441.00    28.62  -0.0485   0   Good 
01107038 EN270_r13c07_Dep06Ch13_F07/0/03/0    53.59     0.62     538.20    32.26  -0.0330   0   Good 
01107038 EN271_r13c08_Dep06Ch14_F07/0/03/1    30.65     0.63     357.60    31.08  -0.0529   0   Good 
01107038 EN272_r13c09_Dep06Ch15_F07/0/04/0    58.93     0.64     553.80    27.96  -0.0398   0   Good 
01107038 EN291_r14c06_Dep06Ch16_F07/0/02/3    47.29     0.62     356.40    29.78  -0.0567   0   Good 
01107038 EN292_r14c07_Dep06Ch17_F07/0/03/2    70.06     0.59     476.40    30.97  -0.0399   0   Good 
01107038 EN293_r14c08_Dep06Ch18_F07/0/03/3    52.83     0.63     414.00    30.59  -0.0469   0   Good 
01107038 EN294_r14c09_Dep06Ch19_F07/0/04/2    24.70     0.63     517.20    24.42  -0.0495   0   Good 
01107038 EN313_r15c06_Dep06Ch20_F08/0/02/1    50.70     0.58     614.40    28.92  -0.0343   0   Good 
01107038 EN314_r15c07_Dep06Ch21_F08/0/03/0    77.73     0.64     407.40    28.52  -0.0527   0   Good 
01107038 EN315_r15c08_Dep06Ch22_F08/0/03/1    43.32     0.60     474.60    30.71  -0.0407   0   Good 
01107038 EN316_r15c09_Dep06Ch23_F08/0/04/0    58.81     0.66     600.00    32.31  -0.0295   0   Good 
01107038 EN335_r16c06_Dep06Ch24_F08/0/02/3    78.21     0.62     502.80    28.50  -0.0428   0   Good 
01107038 EN336_r16c07_Dep06Ch25_F08/0/03/2    55.07     0.65     445.80    21.22  -0.0646   0   Good 
01107038 EN337_r16c08_Dep06Ch26_F08/0/03/3    87.95     0.65     510.00    18.97  -0.0608   0   Good 
01107038 EN338_r16c09_Dep06Ch27_F08/0/04/2    49.47     0.76     632.40    23.88  -0.0413   0   Good 
01107038 EN357_r17c06_Dep06Ch28_F09/0/02/1    56.58     0.62     400.80    24.56  -0.0635   0   Good 
01107038 EN358_r17c07_Dep06Ch29_F09/0/03/0    49.87     0.63     249.00    28.62  -0.0859   0   Good 
01107038 EN359_r17c08_Dep06Ch30_F09/0/03/1    49.43     0.62     534.60    30.71  -0.0361   0   Good 
01107038 EN360_r17c09_Dep06Ch31_F09/0/04/0  3586.02     0.50       0.00     0.00   0.0000   5   Ped Led 
01107038 EN207_r10c10_Dep07Ch00_F05/0/04/3    80.08     0.62     757.80    37.62  -0.0163   0   Good 
01107038 EN208_r10c11_Dep07Ch01_F05/0/05/2    63.15     0.62     417.00    31.03  -0.0455   0   Good 
01107038 EN209_r10c12_Dep07Ch02_F05/0/05/3    67.06     0.67     327.00    15.59  -0.1052   0   Good 
01107038 EN210_r10c13_Dep07Ch03_F05/0/06/2    53.36     0.62     495.60    29.54  -0.0413   0   Good 
01107038 EN229_r11c10_Dep07Ch04_F06/0/04/1    62.80     0.66     596.40    32.11  -0.0300   0   Good 
01107038 EN230_r11c11_Dep07Ch05_F06/0/05/0    71.53     0.62     507.60    23.88  -0.0515   0   Good 
01107038 EN231_r11c12_Dep07Ch06_F06/0/05/1    53.23     0.61     413.40    30.47  -0.0472   0   Good 
01107038 EN232_r11c13_Dep07Ch07_F06/0/06/0    45.23     0.63     450.60    27.49  -0.0500   0   Good 
01107038 EN251_r12c10_Dep07Ch08_F06/0/04/3    66.37     0.62     597.60    34.38  -0.0261   0   Good 
01107038 EN252_r12c11_Dep07Ch09_F06/0/05/2    50.57     0.58     508.80    26.81  -0.0456   0   Good 
01107038 EN253_r12c12_Dep07Ch10_F06/0/05/3    81.18     0.59     457.80    24.96  -0.0547   0   Good 
