run      name                                   ped   pedrms        led   ledrms  rms/led   flags
01107039 EN719_r33c16_Dep18Ch30_F19/0/07/1    53.93     0.68    1423.80    45.58  -0.0031   0   Good 
01107039 EN720_r33c17_Dep18Ch31_F19/0/08/0    50.16     0.73    1556.40    52.53   0.0016   0   Good 
01107039 EN567_r26c18_Dep19Ch00_F13/0/08/3    57.52     0.61    1377.00    44.40  -0.0041   0   Good 
01107039 EN568_r26c19_Dep19Ch01_F13/0/09/2    45.09     0.67    1396.20    50.81   0.0006   0   Good 
01107039 EN569_r26c20_Dep19Ch02_F13/0/09/3    64.69     0.66    1019.40    45.30  -0.0046   0   Good 
01107039 EN570_r26c21_Dep19Ch03_F13/0/10/2    13.03     0.65     714.00    34.99  -0.0210   0   Good 
01107039 EN589_r27c18_Dep19Ch04_F14/0/08/1    58.39     0.63    1201.80    47.59  -0.0020   0   Good 
01107039 EN590_r27c19_Dep19Ch05_F14/0/09/0    85.15     0.59    1423.20    49.17  -0.0006   0   Good 
01107039 EN591_r27c20_Dep19Ch06_F14/0/09/1    52.70     0.64    1219.20    43.58  -0.0053   0   Good 
01107039 EN592_r27c21_Dep19Ch07_F14/0/10/0    91.22     0.66    1084.80    45.04  -0.0046   0   Good 
01107039 EN611_r28c18_Dep19Ch08_F14/0/08/3    81.11     0.64    1297.80    52.07   0.0016   0   Good 
01107039 EN612_r28c19_Dep19Ch09_F14/0/09/2    71.30     0.63    1512.00    61.48   0.0076   0   Good 
01107039 EN613_r28c20_Dep19Ch10_F14/0/09/3    48.78     0.66    1669.80    62.39   0.0074   0   Good 
01107039 EN614_r28c21_Dep19Ch11_F14/0/10/2    61.97     0.65    1179.00    47.53  -0.0021   0   Good 
01107039 EN633_r29c18_Dep19Ch12_F22/1/08/1    37.38     0.66    1218.00    41.57  -0.0069   0   Good 
01107039 EN634_r29c19_Dep19Ch13_F22/1/09/0    51.42     0.65    1099.20    45.99  -0.0036   0   Good 
01107039 EN635_r29c20_Dep19Ch14_F22/1/09/1    21.67     0.66    1341.60    48.01  -0.0015   0   Good 
01107039 EN636_r29c21_Dep19Ch15_F22/1/10/0    54.83     0.67    1155.60    48.09  -0.0017   0   Good 
01107039 EN655_r30c18_Dep19Ch16_F22/1/08/3    65.89     0.67    1351.80    53.97   0.0029   0   Good 
01107039 EN656_r30c19_Dep19Ch17_F22/1/09/2    54.37     0.63     993.60    44.76  -0.0053   0   Good 
01107039 EN657_r30c20_Dep19Ch18_F22/1/09/3    56.72     0.68    1215.00    45.99  -0.0033   0   Good 
01107039 EN658_r30c21_Dep19Ch19_F22/1/10/2    37.56     0.68    1030.80    37.83  -0.0118   0   Good 
01107039 EN677_r31c18_Dep19Ch20_F18/0/08/1    90.91     0.67    1800.60    57.86   0.0044   0   Good 
01107039 EN678_r31c19_Dep19Ch21_F18/0/09/0   102.98     0.63    1582.20    52.76   0.0017   0   Good 
01107039 EN679_r31c20_Dep19Ch22_F18/0/09/1    69.73     0.65    1869.60    57.69   0.0041   0   Good 
01107039 EN680_r31c21_Dep19Ch23_F18/0/10/0   123.71     0.63    1434.00    52.31   0.0016   0   Good 
01107039 EN699_r32c18_Dep19Ch24_F18/0/08/3    68.04     0.65    1626.60    49.40  -0.0004   0   Good 
01107039 EN700_r32c19_Dep19Ch25_F18/0/09/2    77.17     0.64    1862.40    54.61   0.0025   0   Good 
01107039 EN701_r32c20_Dep19Ch26_F18/0/09/3    74.34     0.66    1560.00    53.33   0.0021   0   Good 
01107039 EN702_r32c21_Dep19Ch27_F18/0/10/2    55.57     0.65    1286.40    49.35  -0.0005   0   Good 
01107039 EN721_r33c18_Dep19Ch28_F19/0/08/1    52.76     0.68    1667.40    50.41   0.0002   0   Good 
01107039 EN722_r33c19_Dep19Ch29_F19/0/09/0    44.45     0.70    1078.20    41.09  -0.0083   0   Good 
01107039 EN723_r33c20_Dep19Ch30_F19/0/09/1    63.61     0.61    1054.20    40.92  -0.0086   0   Good 
01107039 EN724_r33c21_Dep19Ch31_F19/0/10/0    67.70     0.65    1158.60    44.65  -0.0046   0   Good 
01107039 EN000_r01c01_Dep20Ch00_F20/0/00/0    70.44     0.65    1671.00    61.41   0.0068   0   Good 
01107039 EN001_r01c02_Dep20Ch01_F20/0/00/1    63.16     0.68    1792.80    62.23   0.0068   0   Good 
01107039 EN002_r01c03_Dep20Ch02_F20/0/01/0    60.42     0.69    1774.20    65.87   0.0089   0   Good 
01107039 EN003_r01c04_Dep20Ch03_F20/0/01/1    34.68     0.67    1639.20    59.63   0.0059   0   Good 
01107039 EN004_r01c05_Dep20Ch04_F20/0/02/0    55.10     0.70    1401.00    56.52   0.0047   0   Good 
01107039 EN005_r01c06_Dep20Ch05_F20/0/02/1    85.76     0.69    1156.80    50.61   0.0005   0   Good 
01107039 EN006_r01c07_Dep20Ch06_F20/0/03/0    52.07     0.69    1084.80    45.84  -0.0038   0   Good 
01107039 EN007_r01c08_Dep20Ch07_F20/0/03/1    60.80     0.71     778.80    35.48  -0.0186   0   Good 
01107039 EN008_r01c09_Dep20Ch08_F20/0/04/0    52.88     0.65    1112.40    45.63  -0.0039   0   Good 
01107039 EN009_r01c10_Dep20Ch09_F20/0/04/1    48.03     0.66    1277.40    46.70  -0.0026   0   Good 
01107039 EN010_r01c11_Dep20Ch10_F20/0/05/0    62.93     0.69     702.00    37.95  -0.0172   0   Good 
01107039 EN011_r01c12_Dep20Ch11_F20/0/05/1    41.58     0.73    1045.80    45.10  -0.0047   0   Good 
01107039 EN012_r01c13_Dep20Ch12_F20/0/06/0    41.19     0.73    1153.80    46.36  -0.0032   0   Good 
01107039 EN013_r01c14_Dep20Ch13_F20/0/06/1    53.11     0.72    1117.80    46.21  -0.0034   0   Good 
01107039 EN014_r01c15_Dep20Ch14_F20/0/07/0    67.44     0.68    1476.00    52.65   0.0018   0   Good 
01107039 EN015_r01c16_Dep20Ch15_F20/0/07/1    65.89     0.70    1252.20    47.74  -0.0018   0   Good 
01107039 EN016_r01c17_Dep20Ch16_F20/0/08/0    79.49     0.69    1383.60    58.98   0.0065   0   Good 
01107039 EN017_r01c18_Dep20Ch17_F20/0/08/1    45.51     0.74    1422.00    50.91   0.0006   0   Good 
01107039 EN018_r01c19_Dep20Ch18_F20/0/09/0    61.60     0.66    1185.00    44.40  -0.0047   0   Good 
01107039 EN019_r01c20_Dep20Ch19_F20/0/09/1    28.93     0.70    1152.60    44.33  -0.0049   0   Good 
01107039 EN020_r01c21_Dep20Ch20_F20/0/10/0    52.88     0.71    1326.00    44.90  -0.0038   0   Good 
01107039 EN021_r01c22_Dep20Ch21_F20/0/10/1    59.02     0.65    1459.80    55.68   0.0039   0   Good 
01107039 EN726_r34c01_Dep21Ch00_F19/0/00/2    47.68     0.62     868.80    41.55  -0.0097   0   Good 
01107039 EN727_r34c02_Dep21Ch01_F19/0/00/3    68.94     0.65     828.00    32.31  -0.0214   0   Good 
01107039 EN728_r34c03_Dep21Ch02_F19/0/01/2    91.58     0.59    1224.00    46.86  -0.0026   0   Good 
01107039 EN729_r34c04_Dep21Ch03_F19/0/01/3    73.70     0.67    1082.40    42.78  -0.0067   0   Good 
01107039 EN730_r34c05_Dep21Ch04_F19/0/02/2    68.39     0.58    1006.80    38.02  -0.0119   0   Good 
01107039 EN731_r34c06_Dep21Ch05_F19/0/02/3    95.74     0.64     987.00    41.02  -0.0091   0   Good 
01107039 EN732_r34c07_Dep21Ch06_F19/0/03/2    45.39     0.63    1150.80    46.38  -0.0031   0   Good 
01107039 EN733_r34c08_Dep21Ch07_F19/0/03/3    44.75     0.61    1223.40    44.82  -0.0042   0   Good 
01107039 EN734_r34c09_Dep21Ch08_F19/0/04/2    60.77     0.61    1467.60    48.69  -0.0009   0   Good 
01107039 EN735_r34c10_Dep21Ch09_F19/0/04/3    55.99     0.62    1494.00    51.61   0.0011   0   Good 
01107039 EN736_r34c11_Dep21Ch10_F19/0/05/2    80.50     0.58    1122.00    44.90  -0.0045   0   Good 
01107039 EN737_r34c12_Dep21Ch11_F19/0/05/3    43.78     0.62    1014.60    43.35  -0.0066   0   Good 
01107039 EN738_r34c13_Dep21Ch12_F19/0/06/2    58.09     0.63    1132.80    44.72  -0.0047   0   Good 
01107039 EN739_r34c14_Dep21Ch13_F19/0/06/3    56.51     0.63    1101.60    44.92  -0.0046   0   Good 
01107039 EN740_r34c15_Dep21Ch14_F19/0/07/2    66.32     0.65    1207.80    44.62  -0.0045   0   Good 
01107039 EN741_r34c16_Dep21Ch15_F19/0/07/3    49.46     0.66     928.20    35.45  -0.0157   0   Good 
01107039 EN742_r34c17_Dep21Ch16_F19/0/08/2    50.25     0.63    1270.80    47.91  -0.0016   0   Good 
01107039 EN743_r34c18_Dep21Ch17_F19/0/08/3    55.90     0.61    1531.20    47.98  -0.0013   0   Good 
01107039 EN744_r34c19_Dep21Ch18_F19/0/09/2   135.03     0.67    1170.60    49.11  -0.0008   0   Good 
01107039 EN745_r34c20_Dep21Ch19_F19/0/09/3    51.45     0.68    1251.00    46.77  -0.0026   0   Good 
01107039 EN746_r34c21_Dep21Ch20_F19/0/10/2    65.00     0.63    1371.00    46.77  -0.0024   0   Good 
01107039 EN747_r34c22_Dep21Ch21_F19/0/10/3    97.55     0.61    1154.40    46.18  -0.0033   0   Good 
01107039 EN022_r02c01_Dep22Ch00_F20/0/00/2    69.41     0.64    1484.40    53.07   0.0021   0   Good 
01107039 EN044_r03c01_Dep22Ch01_F00/0/00/0    60.97     0.66    1173.60    47.86  -0.0018   0   Good 
01107039 EN066_r04c01_Dep22Ch02_F00/0/00/2    95.37     0.63    1094.40    48.46  -0.0014   0   Good 
01107039 EN088_r05c01_Dep22Ch03_F01/0/00/0    44.56     0.64    1786.80    60.64   0.0060   0   Good 
01107039 EN110_r06c01_Dep22Ch04_F01/0/00/2    70.21     0.64    1524.60    50.98   0.0006   0   Good 
01107039 EN132_r07c01_Dep22Ch05_F22/0/00/0    40.72     0.58    1063.20    46.92  -0.0029   0   Good 
01107039 EN154_r08c01_Dep22Ch06_F22/0/00/2    60.80     0.64     976.80    42.07  -0.0081   0   Good 
01107039 EN176_r09c01_Dep22Ch07_F05/0/00/0    74.83     0.55     799.80    37.04  -0.0162   0   Good 
01107039 EN198_r10c01_Dep22Ch08_F05/0/00/2    69.17     0.62     961.80    41.09  -0.0093   0   Good 
01107039 EN220_r11c01_Dep22Ch09_F06/0/00/0   268.80     0.46       0.00     0.00   0.0000   5   Ped Led 
01107039 EN242_r12c01_Dep22Ch10_F06/0/00/2    52.98     0.63     846.60    36.88  -0.0155   0   Good 
01107039 EN264_r13c01_Dep22Ch11_F07/0/00/0    48.47     0.64     651.00    37.35  -0.0194   0   Good 
01107039 EN286_r14c01_Dep22Ch12_F07/0/00/2    46.15     0.63    1070.40    48.16  -0.0017   0   Good 
01107039 EN308_r15c01_Dep22Ch13_F08/0/00/0    46.29     0.64    1095.00    48.28  -0.0016   0   Good 
01107039 EN330_r16c01_Dep22Ch14_F08/0/00/2    58.09     0.69    1308.00    50.56   0.0004   0   Good 
01107039 EN352_r17c01_Dep22Ch15_F09/0/00/0    47.70     0.66    1720.20    64.09   0.0082   0   Good 
01107039 EN374_r18c01_Dep22Ch16_F09/0/00/2    63.93     0.62    1731.60    60.31   0.0060   0   Good 
01107039 EN396_r19c01_Dep22Ch17_F10/0/00/0    76.85     0.64    1479.60    50.71   0.0005   0   Good 
01107039 EN418_r20c01_Dep22Ch18_F10/0/00/2    70.14     0.61    1150.20    49.52  -0.0004   0   Good 
01107039 EN440_r21c01_Dep22Ch19_F11/0/00/0    36.88     0.67    1087.20    50.76   0.0007   0   Good 
01107039 EN462_r22c01_Dep22Ch20_F11/0/00/2   105.99     0.59     846.00    38.88  -0.0131   0   Good 
01107039 EN484_r23c01_Dep22Ch21_F12/0/00/0    86.14     0.63     921.60    42.44  -0.0082   0   Good 
01107039 EN506_r24c01_Dep22Ch22_F12/0/00/2    51.36     0.65     779.40    37.47  -0.0161   0   Good 
01107039 EN528_r25c01_Dep22Ch23_F13/0/00/0    74.01     0.64    1066.80    48.80  -0.0011   0   Good 
01107039 EN550_r26c01_Dep22Ch24_F13/0/00/2    84.26     0.63     932.40    47.18  -0.0030   0   Good 
01107039 EN572_r27c01_Dep22Ch25_F14/0/00/0    58.61     0.67    1299.00    55.24   0.0040   0   Good 
01107039 EN594_r28c01_Dep22Ch26_F14/0/00/2    79.53     0.64    1327.80    49.23  -0.0006   0   Good 
01107039 EN616_r29c01_Dep22Ch27_F22/1/00/0    41.77     0.63    1464.60    53.06   0.0021   0   Good 
01107039 EN638_r30c01_Dep22Ch28_F22/1/00/2    71.82     0.68    1099.20    42.75  -0.0066   0   Good 
01107039 EN660_r31c01_Dep22Ch29_F18/0/00/0    65.40     0.71    1569.60    53.81   0.0024   0   Good 
01107039 EN682_r32c01_Dep22Ch30_F18/0/00/2    46.26     0.63    1280.40    39.55  -0.0082   0   Good 
01107039 EN704_r33c01_Dep22Ch31_F19/0/00/0    78.59     0.65     949.20    39.69  -0.0109   0   Good 
01107039 EN043_r02c22_Dep23Ch00_F20/0/10/3    58.44     0.62    1093.20    44.96  -0.0046   0   Good 
01107039 EN065_r03c22_Dep23Ch01_F00/0/10/1    87.57     0.63    1113.60    46.34  -0.0033   0   Good 
01107039 EN087_r04c22_Dep23Ch02_F00/0/10/3    68.72     0.62    1187.40    52.51   0.0021   0   Good 
01107039 EN109_r05c22_Dep23Ch03_F01/0/10/1    35.15     0.63     923.40    41.48  -0.0092   0   Good 
01107039 EN131_r06c22_Dep23Ch04_F01/0/10/3    70.53     0.63     974.40    39.45  -0.0108   0   Good 
01107039 EN153_r07c22_Dep23Ch05_F22/0/10/1    62.26     0.64    1056.60    43.18  -0.0065   0   Good 
01107039 EN175_r08c22_Dep23Ch06_F22/0/10/3    55.05     0.60     903.00    35.37  -0.0162   0   Good 
01107039 EN197_r09c22_Dep23Ch07_F05/0/10/1    51.31     0.64     534.60    32.97  -0.0319   0   Good 
01107039 EN219_r10c22_Dep23Ch08_F05/0/10/3    85.47     0.62     628.20    32.26  -0.0282   0   Good 
01107039 EN241_r11c22_Dep23Ch09_F06/0/10/1    67.14     0.64     732.60    35.29  -0.0201   0   Good 
01107039 EN263_r12c22_Dep23Ch10_F06/0/10/3    78.35     0.64     684.00    35.50  -0.0212   0   Good 
01107039 EN285_r13c22_Dep23Ch11_F07/0/10/1    50.71     0.69     642.60    33.18  -0.0262   0   Good 
01107039 EN307_r14c22_Dep23Ch12_F07/0/10/3    52.80     0.69     549.60    30.85  -0.0348   0   Good 
01107039 EN329_r15c22_Dep23Ch13_F08/0/10/1    73.34     0.63     725.40    36.09  -0.0192   0   Good 
01107039 EN351_r16c22_Dep23Ch14_F08/0/10/3    81.27     0.65     957.00    44.40  -0.0059   0   Good 
01107039 EN373_r17c22_Dep23Ch15_F09/0/10/1    66.40     0.57     888.00    39.34  -0.0120   0   Good 
01107039 EN395_r18c22_Dep23Ch16_F09/0/10/3    92.04     0.67     992.40    45.63  -0.0044   0   Good 
01107039 EN417_r19c22_Dep23Ch17_F10/0/10/1    60.54     0.65     787.80    39.49  -0.0133   0   Good 
01107039 EN439_r20c22_Dep23Ch18_F10/0/10/3    59.11     0.66     700.20    38.94  -0.0158   0   Good 
01107039 EN461_r21c22_Dep23Ch19_F11/0/10/1    33.26     0.65    1143.00    46.77  -0.0028   0   Good 
01107039 EN483_r22c22_Dep23Ch20_F11/0/10/3    48.77     0.62    1063.20    49.17  -0.0008   0   Good 
01107039 EN505_r23c22_Dep23Ch21_F12/0/10/1    66.01     0.64     968.40    45.31  -0.0048   0   Good 
01107039 EN527_r24c22_Dep23Ch22_F12/0/10/3    44.91     0.69    1028.40    36.52  -0.0131   0   Good 
01107039 EN549_r25c22_Dep23Ch23_F13/0/10/1    50.93     0.61     844.20    39.12  -0.0129   0   Good 
01107039 EN571_r26c22_Dep23Ch24_F13/0/10/3    74.85     0.68     981.60    41.59  -0.0086   0   Good 
01107039 EN593_r27c22_Dep23Ch25_F14/0/10/1    51.18     0.64     966.60    45.61  -0.0045   0   Good 
01107039 EN615_r28c22_Dep23Ch26_F14/0/10/3    79.68     0.64     975.00    43.58  -0.0066   0   Good 
01107039 EN637_r29c22_Dep23Ch27_F22/1/10/1    58.01     0.76     932.40    42.36  -0.0082   0   Good 
01107039 EN659_r30c22_Dep23Ch28_F22/1/10/3    64.77     0.62     948.00    41.13  -0.0094   0   Good 
01107039 EN681_r31c22_Dep23Ch29_F18/0/10/1    53.36     0.65    1132.20    41.27  -0.0077   0   Good 
01107039 EN703_r32c22_Dep23Ch30_F18/0/10/3    68.10     0.67    1329.60    45.08  -0.0037   0   Good 
01107039 EN725_r33c22_Dep23Ch31_F19/0/10/1   263.10     0.49     518.18   171.43   0.2343   9   Ped Lrat 
01107039 ES023_r02c02_Dep00Ch00_F20/0/00/2    81.68     0.61    1102.80    40.05  -0.0090   0   Good 
01107039 ES024_r02c03_Dep00Ch01_F20/0/01/3    53.46     0.62    1206.00    42.43  -0.0063   0   Good 
01107039 ES025_r02c04_Dep00Ch02_F20/0/01/2    85.60     0.61    1477.20    48.95  -0.0007   0   Good 
01107039 ES026_r02c05_Dep00Ch03_F20/0/02/3    69.36     0.65    1358.40    49.49  -0.0004   0   Good 
01107039 ES045_r03c02_Dep00Ch04_F00/0/00/0    72.30     0.64    1337.40    53.19   0.0024   0   Good 
01107039 ES046_r03c03_Dep00Ch05_F00/0/01/1    78.28     0.59    1266.60    50.12   0.0001   0   Good 
01107039 ES047_r03c04_Dep00Ch06_F00/0/01/0    98.12     0.63    1360.80    53.25   0.0024   0   Good 
01107039 ES048_r03c05_Dep00Ch07_F00/0/02/1    50.13     0.61    2117.40    66.43   0.0078   0   Good 
01107039 ES067_r04c02_Dep00Ch08_F00/0/00/2    65.23     0.64    1383.60    53.21   0.0023   0   Good 
01107039 ES068_r04c03_Dep00Ch09_F00/0/01/3    44.34     0.62    1442.40    54.61   0.0032   0   Good 
01107039 ES069_r04c04_Dep00Ch10_F00/0/01/2    64.81     0.63    1236.60    46.39  -0.0029   0   Good 
01107039 ES070_r04c05_Dep00Ch11_F00/0/02/3    40.39     0.64    2152.20    63.30   0.0062   0   Good 
01107039 ES089_r05c02_Dep00Ch12_F01/0/00/0    44.91     0.63    1210.80    47.91  -0.0017   0   Good 
01107039 ES090_r05c03_Dep00Ch13_F01/0/01/1    99.98     0.59    1239.60    43.86  -0.0050   0   Good 
01107039 ES091_r05c04_Dep00Ch14_F01/0/01/0    41.77     0.66    1662.60    48.96  -0.0006   0   Good 
01107039 ES092_r05c05_Dep00Ch15_F01/0/02/1    44.47     0.60    1360.80    53.92   0.0029   0   Good 
01107039 ES111_r06c02_Dep00Ch16_F01/0/00/2    85.54     0.64    1278.60    43.01  -0.0055   0   Good 
01107039 ES112_r06c03_Dep00Ch17_F01/0/01/3    63.41     0.62    1135.80    49.66  -0.0003   0   Good 
01107039 ES113_r06c04_Dep00Ch18_F01/0/01/2    91.02     0.64    1129.80    44.94  -0.0045   0   Good 
01107039 ES114_r06c05_Dep00Ch19_F01/0/02/3    69.14     0.67    1137.00    44.40  -0.0049   0   Good 
01107039 ES133_r07c02_Dep00Ch20_F22/0/00/0    47.42     0.64    1176.00    47.62  -0.0020   0   Good 
01107039 ES134_r07c03_Dep00Ch21_F22/0/01/1    68.03     0.62    1458.60    54.13   0.0028   0   Good 
01107039 ES135_r07c04_Dep00Ch22_F22/0/01/0    67.25     0.65    1306.20    52.89   0.0022   0   Good 
01107039 ES136_r07c05_Dep00Ch23_F22/0/02/1    74.83     0.62    1560.00    53.33   0.0021   0   Good 
01107039 ES155_r08c02_Dep00Ch24_F22/0/00/2    56.03     0.66     705.00    37.35  -0.0179   0   Good 
01107039 ES156_r08c03_Dep00Ch25_F22/0/01/3    92.38     0.64    1263.60    50.43   0.0003   0   Good 
01107039 ES157_r08c04_Dep00Ch26_F22/0/01/2    67.32     0.63    1084.80    45.04  -0.0046   0   Good 
01107039 ES158_r08c05_Dep00Ch27_F22/0/02/3    38.39     0.65    1374.60    50.98   0.0007   0   Good 
01107039 ES177_r09c02_Dep00Ch28_F05/0/00/0    57.61     0.64    1137.60    51.21   0.0011   0   Good 
01107039 ES178_r09c03_Dep00Ch29_F05/0/01/1    33.84     0.68     962.40    41.93  -0.0084   0   Good 
01107039 ES179_r09c04_Dep00Ch30_F05/0/01/0    60.03     0.66    1135.80    41.79  -0.0072   0   Good 
01107039 ES180_r09c05_Dep00Ch31_F05/0/02/1    77.14     0.63    1510.80    52.91   0.0019   0   Good 
01107039 ES027_r02c06_Dep01Ch00_F20/0/02/2    69.98     0.67    1158.00    40.69  -0.0080   0   Good 
01107039 ES028_r02c07_Dep01Ch01_F20/0/03/3    40.06     0.66    1065.00    40.14  -0.0093   0   Good 
01107039 ES029_r02c08_Dep01Ch02_F20/0/03/2    65.09     0.66    1023.60    39.18  -0.0106   0   Good 
01107039 ES030_r02c09_Dep01Ch03_F20/0/04/3    47.81     0.67    1248.60    52.78   0.0022   0   Good 
01107039 ES049_r03c06_Dep01Ch04_F00/0/02/0    62.15     0.67    2038.20    60.87   0.0053   0   Good 
01107039 ES050_r03c07_Dep01Ch05_F00/0/03/1    75.81     0.68    1515.00    46.77  -0.0021   0   Good 
01107039 ES051_r03c08_Dep01Ch06_F00/0/03/0    61.99     0.68    1689.60    64.19   0.0084   0   Good 
01107039 ES052_r03c09_Dep01Ch07_F00/0/04/1    75.19     0.65     807.00    38.30  -0.0145   0   Good 
01107039 ES071_r04c06_Dep01Ch08_F00/0/02/2    83.09     0.65    1729.20    60.53   0.0061   0   Good 
01107039 ES072_r04c07_Dep01Ch09_F00/0/03/3    67.38     0.68    1429.80    50.24   0.0002   0   Good 
01107039 ES073_r04c08_Dep01Ch10_F00/0/03/2   106.26     0.66    1470.00    52.99   0.0020   0   Good 
01107039 ES074_r04c09_Dep01Ch11_F00/0/04/3    89.00     0.63    1066.20    40.57  -0.0088   0   Good 
01107039 ES093_r05c06_Dep01Ch12_F01/0/02/0    40.11     0.67     985.20    32.51  -0.0178   0   Good 
01107039 ES094_r05c07_Dep01Ch13_F01/0/03/1    72.96     0.67    1528.20    52.62   0.0017   0   Good 
01107039 ES095_r05c08_Dep01Ch14_F01/0/03/0    58.30     0.68    1620.00    62.64   0.0078   0   Good 
01107039 ES096_r05c09_Dep01Ch15_F01/0/04/1    69.33     0.65    1285.20    45.44  -0.0035   0   Good 
01107039 ES115_r06c06_Dep01Ch16_F01/0/02/2   106.13     0.67    1183.20    45.36  -0.0039   0   Good 
01107039 ES116_r06c07_Dep01Ch17_F01/0/03/3    46.79     0.65    1641.00    59.62   0.0059   0   Good 
01107039 ES117_r06c08_Dep01Ch18_F01/0/03/2    62.60     0.68    1435.20    46.62  -0.0024   0   Good 
01107039 ES118_r06c09_Dep01Ch19_F01/0/04/3    29.89     0.70    1351.80    48.34  -0.0012   0   Good 
01107039 ES137_r07c06_Dep01Ch20_F22/0/02/0    55.22     0.67    1282.80    49.68  -0.0002   0   Good 
01107039 ES138_r07c07_Dep01Ch21_F22/0/03/1    72.54     0.65    1201.20    46.85  -0.0026   0   Good 
01107039 ES139_r07c08_Dep01Ch22_F22/0/03/0    52.34     0.68    1236.00    50.56   0.0005   0   Good 
01107039 ES140_r07c09_Dep01Ch23_F22/0/04/1    81.65     0.58    1272.00    49.11  -0.0007   0   Good 
01107039 ES159_r08c06_Dep01Ch24_F22/0/02/2    85.17     0.66    1625.40    54.40   0.0027   0   Good 
01107039 ES160_r08c07_Dep01Ch25_F22/0/03/3    66.98     0.73    1044.00    46.09  -0.0037   0   Good 
01107039 ES161_r08c08_Dep01Ch26_F22/0/03/2    89.14     0.66     998.40    41.59  -0.0084   0   Good 
01107039 ES162_r08c09_Dep01Ch27_F22/0/04/3    43.00     0.79    1278.60    52.10   0.0016   0   Good 
01107039 ES181_r09c06_Dep01Ch28_F05/0/02/0    50.13     0.69    1452.00    45.30  -0.0032   0   Good 
01107039 ES182_r09c07_Dep01Ch29_F05/0/03/1    84.92     0.71    1060.20    41.62  -0.0079   0   Good 
01107039 ES183_r09c08_Dep01Ch30_F05/0/03/0    56.70     0.64    1063.20    49.17  -0.0008   0   Good 
01107039 ES184_r09c09_Dep01Ch31_F05/0/04/1    34.25     0.72    1039.80    43.31  -0.0064   0   Good 
01107039 ES031_r02c10_Dep02Ch00_F20/0/04/2    82.82     0.60     871.20    31.73  -0.0210   0   Good 
01107039 ES032_r02c11_Dep02Ch01_F20/0/05/3    89.98     0.66     778.20    37.43  -0.0162   0   Good 
01107039 ES033_r02c12_Dep02Ch02_F20/0/05/2    81.57     0.62     667.20    40.50  -0.0142   0   Good 
01107039 ES034_r02c13_Dep02Ch03_F20/0/06/3    61.66     0.63     878.40    36.02  -0.0159   0   Good 
01107039 ES053_r03c10_Dep02Ch04_F00/0/04/0    59.53     0.66     870.60    37.47  -0.0144   0   Good 
01107039 ES054_r03c11_Dep02Ch05_F00/0/05/1    68.31     0.58     849.00    38.30  -0.0138   0   Good 
01107039 ES055_r03c12_Dep02Ch06_F00/0/05/0    75.43     0.62     741.60    38.90  -0.0150   0   Good 
01107039 ES056_r03c13_Dep02Ch07_F00/0/06/1    31.95     0.63     926.40    45.55  -0.0048   0   Good 
01107039 ES075_r04c10_Dep02Ch08_F00/0/04/2    82.44     0.59    1036.20    40.57  -0.0091   0   Good 
01107039 ES076_r04c11_Dep02Ch09_F00/0/05/3    67.28     0.62     839.40    37.47  -0.0149   0   Good 
01107039 ES077_r04c12_Dep02Ch10_F00/0/05/2    86.21     0.64     640.20    35.04  -0.0234   0   Good 
01107039 ES078_r04c13_Dep02Ch11_F00/0/06/3    49.24     0.61     932.40    42.36  -0.0082   0   Good 
01107039 ES097_r05c10_Dep02Ch12_F01/0/04/0    57.50     0.58    1380.60    53.33   0.0024   0   Good 
01107039 ES098_r05c11_Dep02Ch13_F01/0/05/1    54.91     0.66     954.60    46.55  -0.0036   0   Good 
01107039 ES099_r05c12_Dep02Ch14_F01/0/05/0    60.45     0.66     897.60    39.27  -0.0120   0   Good 
01107039 ES100_r05c13_Dep02Ch15_F01/0/06/1    59.37     0.62    1132.80    41.38  -0.0076   0   Good 
01107039 ES119_r06c10_Dep02Ch16_F01/0/04/2   109.87     0.63    1306.20    50.81   0.0006   0   Good 
01107039 ES120_r06c11_Dep02Ch17_F01/0/05/3    67.20     0.61     795.00    40.14  -0.0124   0   Good 
01107039 ES121_r06c12_Dep02Ch18_F01/0/05/2    81.09     0.63     728.40    38.44  -0.0159   0   Good 
01107039 ES122_r06c13_Dep02Ch19_F01/0/06/3    46.97     0.68    1156.80    46.15  -0.0033   0   Good 
01107039 ES141_r07c10_Dep02Ch20_F22/0/04/0    55.20     0.64    1228.20    51.23   0.0010   0   Good 
01107039 ES142_r07c11_Dep02Ch21_F22/0/05/1    59.18     0.57     727.20    33.71  -0.0224   0   Good 
01107039 ES143_r07c12_Dep02Ch22_F22/0/05/0    78.35     0.63     841.20    38.40  -0.0138   0   Good 
01107039 ES144_r07c13_Dep02Ch23_F22/0/06/1    51.80     0.61     780.00    35.50  -0.0186   0   Good 
01107039 ES163_r08c10_Dep02Ch24_F22/0/04/2    89.12     0.62    1200.60    52.65   0.0022   0   Good 
01107039 ES164_r08c11_Dep02Ch25_F22/0/05/3    57.76     0.65     718.20    39.30  -0.0149   0   Good 
01107039 ES165_r08c12_Dep02Ch26_F22/0/05/2    74.17     0.63     654.60    35.08  -0.0228   0   Good 
01107039 ES166_r08c13_Dep02Ch27_F22/0/06/3    52.55     0.63     682.80    32.06  -0.0263   0   Good 
01107039 ES185_r09c10_Dep02Ch28_F05/0/04/0    52.85     0.65     930.00    41.57  -0.0091   0   Good 
