0 0  0 0  0   0  3366 15281 15286 15282 15283
0 0  0 0  1   0  3366 15289 15287 15287 15291
0 0  0 0  2   0  3366 15282 15289 15285 15288
0 0  0 0  3   0  3366 15286 15292 15286 15285
0 0  0 0  4   0  3366 15297 15294 15296 15293
0 0  0 0  5   0  3366 15303 15291 15295 15302
0 0  0 0  6   0  3366 15300 15290 15304 15300
0 0  0 0  7   0  3366 15292 15301 15297 15303
0 0  0 0  8   0  3366 15292 15291 15288 15288
0 0  0 0  9   0  3366 15288 15286 15293 15291
0 0  0 0 10   0  3366 15292 15294 15287 15288
0 0  1 0  0   0  3366 15223 15215 15226 15229
0 0  1 0  1   0  3366 15286 15284 15294 15290
0 0  1 0  2   0  3366 15289 15291 15287 15294
0 0  1 0  3   0  3366 15288 15288 15290 15286
0 0  1 0  4   0  3366 15284 15285 15294 15297
0 0  1 0  5   0  3366 15288 15286 15286 15292
0 0  1 0  6   0  3366 15292 15294 15284 15295
0 0  1 0  7   0  3366 15298 15293 15298 15285
0 0  1 0  8   0  3366 15292 15283 15295 15296
0 0  1 0  9   0  3366 15293 15283 15288 15286
0 0  1 0 10   0  3366 15284 15291 15292 15292
0 0  5 0  0   0  3366 15200 15198 15196 15196
0 0  5 0  1   0  3366 15285 15283 15287 15284
0 0  5 0  2   0  3366 15279 15281 15289 15289
0 0  5 0  3   0  3366 15303 15298 15297 15300
0 0  5 0  4   0  3366 15298 15294 15296 15300
0 0  5 0  5   0  3366 15288 15298 15287 15293
0 0  5 0  6   0  3366 15287 15293 15294 15291
0 0  5 0  7   0  3366 15296 15292 15292 15302
0 0  5 0  8   0  3366 15298 15289 15283 15294
0 0  5 0  9   0  3366 15287 15292 15287 15286
0 0  5 0 10   0  3366 15285 15279 15282 15286
0 0  6 0  0   0  3366 15196 15196 15192 15198
0 0  6 0  1   0  3366 15286 15291 15288 15287
0 0  6 0  2   0  3366 15285 15284 15283 15288
0 0  6 0  3   0  3366 15276 15291 15284 15286
0 0  6 0  4   0  3366 15289 15289 15287 15294
0 0  6 0  5   0  3366 15285 15289 15291 15286
0 0  6 0  6   0  3366 15293 15287 15285 15288
0 0  6 0  7   0  3366 15279 15291 15289 15297
0 0  6 0  8   0  3366 15293 15284 15289 15297
0 0  6 0  9   0  3366 15283 15279 15288 15283
0 0  6 0 10   0  3366 15280 15282 15276 15285
0 0  7 0  0   0  3366 15193 15198 15280 15199
0 0  7 0  1   0  3366 15282 15290 15198 15278
0 0  7 0  2   0  3366 15277 15282 15276 15277
0 0  7 0  3   0  3366 15285 15280 15286 15283
0 0  7 0  4   0  3366 15279 15281 15278 15286
0 0  7 0  5   0  3366 15291 15298 15278 15295
0 0  7 0  6   0  3366 15299 15285 15292 15285
0 0  7 0  7   0  3366 15286 15301 15281 15295
0 0  7 0  8   0  3366 15220 15281 15287 15280
0 0  7 0  9   0  3366 15280 15287 15277 15278
0 0  7 0 10   0  3366 15283 15278 15282 15279
0 0  8 0  0   0  3366 15283 15202 15281 15202
0 0  8 0  1   0  3366 15191 15273 15193 15287
0 0  8 0  2   0  3366 15285 15274 15280 15281
0 0  8 0  3   0  3366 15284 15297 15284 15301
0 0  8 0  4   0  3366 15295 15294 15299 15299
0 0  8 0  5   0  3366 15288 15275 15295 15287
0 0  8 0  6   0  3366 15284 15276 15270 15275
0 0  8 0  7   0  3366 15270 15268 15273 15269
0 0  8 0  8   0  3366 15271 15298 15282 15301
0 0  8 0  9   0  3366 15299 15301 15302 15317
0 0  8 0 10   0  3366 15302 15282 15306 15285
0 0  9 0  0   0  3366 15282 15242 15285 15241
0 0  9 0  1   0  3366 15247 15288 15239 15292
0 0  9 0  2   0  3366 15290 15199 15290 15194
0 0  9 0  3   0  3366 15197 15268 15191 15259
0 0  9 0  4   0  3366 15254 15229 15258 15233
0 0  9 0  5   0  3366 15233 15242 15234 15246
0 0  9 0  6   0  3366 15247 15245 15233 15254
0 0  9 0  7   0  3366 15251 15201 15251 15198
0 0  9 0  8   0  3366 15209 15283 15201 15280
0 0  9 0  9   0  3366 15270 15268 15279 15279
0 0  9 0 10   0  3366 15306 15287 15310 15290
